text,risk_label,intent_label,tags,language,source
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
O'tkazma qabul qilindi: 351161 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Karta ma'lumotlarini kiriting: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Sizga 890652 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 367902 so'm. Humo xizmati.,SAFE,INFO,transaction_notice,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sizga 235661 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Tasdiqlash kodi: 8801,SAFE,INFO,otp,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 144926 so'm. Payme,SAFE,INFO,transaction_notice,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 32524 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: video.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 280772 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 72281 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
Sizga 729396 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 413112 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Karta faollashtirildi. Kod: 362042,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Balansingiz: 413171 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 347335 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sizga 191844 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Balansingiz: 51840 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 497021 so'm. Payme,SAFE,INFO,transaction_notice,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 380478 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Karta faollashtirildi. Kod: 363513,SAFE,INFO,transaction_notice,uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta faollashtirildi. Kod: 480478,SAFE,INFO,transaction_notice,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Sizga 495475 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizga 731442 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 719774",SAFE,WARNING,otp_warning,uz,aug
Xizmat haqi: 88047 so'm. Humo xizmati.,SAFE,INFO,transaction_notice,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 376309 so'm kelib tushdi. Manba: Click,SAFE,INFO,transaction_notice,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Karta faollashtirildi. Kod: 269537,SAFE,INFO,transaction_notice,uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tasdiqlash kodi: 666443,SAFE,INFO,otp,uz,aug
Sizga 802979 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 493015 so'm kelib tushdi. Manba: Payme,SAFE,INFO,transaction_notice,uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
Balansingiz: 487958 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Hisobingizga 21576 so'm kelib tushdi. Manba: Uzum,SAFE,INFO,transaction_notice,uz,aug
Sizga 612485 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 219189 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Hisobingizga 481182 so'm kelib tushdi. Manba: Terminal,SAFE,INFO,transaction_notice,uz,aug
Sizga 22470 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 51539 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Hujjatni yuklab oling va oching: scan.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Hisobingizga 361681 so'm kelib tushdi. Manba: Terminal,SAFE,INFO,transaction_notice,uz,aug
Sizga 41936 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tasdiqlash kodi: 160280,SAFE,INFO,otp,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning kodingiz: 978059,SAFE,INFO,otp,uz,aug
Hujjatni yuklab oling va oching: scan.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
O'tkazma qabul qilindi: 68996 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Hujjatni yuklab oling va oching: photo.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta faollashtirildi. Kod: 430821,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Xizmat haqi: 68910 so'm. Hamkorbank xizmati.,SAFE,INFO,transaction_notice,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 261252 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Kodingiz: 87471. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Sizga 655124 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: photo.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Xizmat haqi: 1270 so'm. Hamkorbank xizmati.,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: video.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta faollashtirildi. Kod: 305545,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Hujjatni yuklab oling va oching: document.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 453391 so'm kelib tushdi. Manba: Uzum,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 807628 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 527400 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 192009 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Hujjatni yuklab oling va oching: scan.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Karta faollashtirildi. Kod: 653475,SAFE,INFO,transaction_notice,uz,aug
Rasmni ko'ring: video.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Hujjatni yuklab oling va oching: document.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizning kodingiz: 7170,SAFE,INFO,otp,uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Hujjatni yuklab oling va oching: video.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 250555",SAFE,WARNING,otp_warning,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Balansingiz: 313525 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
O'tkazma qabul qilindi: 296660 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Karta faollashtirildi. Kod: 239557,SAFE,INFO,transaction_notice,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 362434",SAFE,WARNING,otp_warning,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Balansingiz: 266572 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tasdiqlash kodi: 489150,SAFE,INFO,otp,uz,aug
Tasdiqlash kodi: 474222,SAFE,INFO,otp,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Karta faollashtirildi. Kod: 32612,SAFE,INFO,transaction_notice,uz,aug
Kodingiz: 759860. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: update.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
