text,source,label
Списание 386 000 прошло успешно. Отменить: http://pay-check.net/844284 👍,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/123231...,sms,scam
Вы выиграли 733 000 рублей! Получите приз: http://click-safety.uz/461783...,telegram,scam
Госуслуги: Вам начислена выплата 339 000. http://uz-confirm.com/764733 :),sms,scam
Инвестиции в газ! Доход от 619 000 в неделю: http://uz-confirm.com/702713 :),telegram,scam
Списание 570 000 прошло успешно. Отменить: http://pay-check.net/514585!!,telegram,scam
Списание 338 000 прошло успешно. Отменить: https://bit.ly/claim-222934 OK,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-890116.,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/308143!!,telegram,scam
Инвестиции в газ! Доход от 280 000 в неделю: http://pay-check.net/730245 :),telegram,scam
Госуслуги: Вам начислена выплата 104 000. https://bit.ly/claim-74151 ),telegram,scam
Оплата заказа №5377 не прошла. Повторите: http://pay-check.net/357328 👍,sms,scam
Оплата заказа №5849 не прошла. Повторите: http://uz-confirm.com/48216 ?,telegram,scam
Вы выиграли 289 000 рублей! Получите приз: https://bit.ly/claim-237707,sms,scam
Инвестиции в газ! Доход от 167 000 в неделю: https://t.me/prize_bot/476103 👍,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/957395,telegram,scam
Госуслуги: Вам начислена выплата 90 000. http://uz-confirm.com/242148...,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/159019!!,telegram,scam
Списание 547 000 прошло успешно. Отменить: http://uz-confirm.com/422982 -,telegram,scam
Оплата заказа №4992 не прошла. Повторите: http://pay-check.net/806603..,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/591421!!,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/217944 ),telegram,scam
Вы выиграли 54 000 рублей! Получите приз: http://uz-confirm.com/609379 OK,sms,scam
Госуслуги: Вам начислена выплата 501 000. http://click-safety.uz/882243...,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/84066..,telegram,scam
Госуслуги: Вам начислена выплата 859 000. http://pay-check.net/325388!!,telegram,scam
Госуслуги: Вам начислена выплата 248 000. http://click-safety.uz/622852!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-767748!,telegram,scam
Оплата заказа №6327 не прошла. Повторите: http://click-safety.uz/92599 ),sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/995188!,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/787057 OK,telegram,scam
Вы выиграли 488 000 рублей! Получите приз: https://bit.ly/claim-243943...,telegram,scam
Оплата заказа №1698 не прошла. Повторите: https://t.me/prize_bot/840180.,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/830516 ?,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/433838 OK,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/212974!,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/575925 👍,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-78551.,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/637930 ?,sms,scam
Вы выиграли 243 000 рублей! Получите приз: http://pay-check.net/932769 -,sms,scam
Вы выиграли 342 000 рублей! Получите приз: http://uz-confirm.com/365709!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/971421.,sms,scam
Списание 862 000 прошло успешно. Отменить: http://click-safety.uz/26143 (,telegram,scam
Инвестиции в газ! Доход от 267 000 в неделю: http://click-safety.uz/691390,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-582800 ),telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/199011!,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/428985 ?,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/524365 ?,telegram,scam
Госуслуги: Вам начислена выплата 778 000. http://click-safety.uz/47056 -,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-79946 👍,sms,scam
Оплата заказа №2790 не прошла. Повторите: http://click-safety.uz/379787 ),telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/580740 ),sms,scam
Оплата заказа №3280 не прошла. Повторите: http://click-safety.uz/235043 OK,sms,scam
Вы выиграли 574 000 рублей! Получите приз: http://click-safety.uz/359716 -,telegram,scam
Оплата заказа №5529 не прошла. Повторите: http://pay-check.net/292530!!,telegram,scam
Вы выиграли 758 000 рублей! Получите приз: http://click-safety.uz/266137 ),telegram,scam
Инвестиции в газ! Доход от 538 000 в неделю: https://bit.ly/claim-40918 -,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/498733 :),sms,scam
Оплата заказа №7836 не прошла. Повторите: http://pay-check.net/646209.,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/977169!,sms,scam
Оплата заказа №4909 не прошла. Повторите: http://pay-check.net/21145!!,sms,scam
Госуслуги: Вам начислена выплата 486 000. https://bit.ly/claim-639105 :),telegram,scam
Оплата заказа №5849 не прошла. Повторите: http://pay-check.net/2523 ?,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/698014!!,sms,scam
Вы выиграли 558 000 рублей! Получите приз: http://click-safety.uz/151981 :),sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/912927 :),sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/639420...,sms,scam
Списание 380 000 прошло успешно. Отменить: https://bit.ly/claim-527516 OK,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/859864 -,sms,scam
Госуслуги: Вам начислена выплата 554 000. http://pay-check.net/545065..,telegram,scam
Вы выиграли 568 000 рублей! Получите приз: https://t.me/prize_bot/994331 -,sms,scam
Оплата заказа №4003 не прошла. Повторите: https://t.me/prize_bot/200020 -,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-248181.,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/191292..,sms,scam
Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/191655 :),telegram,scam
Госуслуги: Вам начислена выплата 725 000. http://pay-check.net/902552 👍,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/733167...,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/65388..,telegram,scam
Списание 143 000 прошло успешно. Отменить: https://t.me/prize_bot/601397 ?,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/125673 ?,sms,scam
Госуслуги: Вам начислена выплата 139 000. https://bit.ly/claim-445565 ),sms,scam
Инвестиции в газ! Доход от 255 000 в неделю: https://t.me/prize_bot/799703!!,sms,scam
Списание 671 000 прошло успешно. Отменить: https://t.me/prize_bot/615860...,sms,scam
Оплата заказа №4834 не прошла. Повторите: https://bit.ly/claim-616610...,telegram,scam
Вы выиграли 248 000 рублей! Получите приз: https://t.me/prize_bot/382340..,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/896883..,telegram,scam
Списание 383 000 прошло успешно. Отменить: http://pay-check.net/16781 -,sms,scam
Списание 333 000 прошло успешно. Отменить: http://click-safety.uz/987258 ),telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/728799...,telegram,scam
Оплата заказа №1788 не прошла. Повторите: https://t.me/prize_bot/7290 (,sms,scam
Вы выиграли 752 000 рублей! Получите приз: http://uz-confirm.com/682321 OK,sms,scam
Оплата заказа №2198 не прошла. Повторите: http://pay-check.net/314223 ),sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/714223 ?,telegram,scam
Списание 225 000 прошло успешно. Отменить: https://t.me/prize_bot/574523 ?,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/629933 ?,sms,scam
Инвестиции в газ! Доход от 514 000 в неделю: http://click-safety.uz/607807!,sms,scam
Списание 547 000 прошло успешно. Отменить: https://bit.ly/claim-454492 -,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/423960 ?,sms,scam
Оплата заказа №5594 не прошла. Повторите: http://uz-confirm.com/664595 ?,telegram,scam
Вы выиграли 861 000 рублей! Получите приз: https://t.me/prize_bot/15100...,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/282075,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/163157 ?,telegram,scam
Инвестиции в газ! Доход от 754 000 в неделю: http://click-safety.uz/372650 :),telegram,scam
Оплата заказа №5431 не прошла. Повторите: http://pay-check.net/492015,telegram,scam
Оплата заказа №1869 не прошла. Повторите: http://pay-check.net/405735 (,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/645913...,telegram,scam
Инвестиции в газ! Доход от 286 000 в неделю: http://pay-check.net/888906!,sms,scam
Списание 862 000 прошло успешно. Отменить: https://t.me/prize_bot/927680 ),telegram,scam
Госуслуги: Вам начислена выплата 381 000. http://uz-confirm.com/445588 OK,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/416956 OK,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/862952 ),telegram,scam
Инвестиции в газ! Доход от 802 000 в неделю: https://bit.ly/claim-825161.,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/993427..,sms,scam
Госуслуги: Вам начислена выплата 682 000. http://uz-confirm.com/398716 :),telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/457405.,sms,scam
Списание 546 000 прошло успешно. Отменить: http://click-safety.uz/587605,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/297994 (,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/988268.,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/567856 👍,sms,scam
Списание 486 000 прошло успешно. Отменить: http://click-safety.uz/252185!,sms,scam
Вы выиграли 248 000 рублей! Получите приз: http://click-safety.uz/80182,sms,scam
Оплата заказа №1788 не прошла. Повторите: http://click-safety.uz/986225 -,telegram,scam
Оплата заказа №6765 не прошла. Повторите: http://uz-confirm.com/274806..,sms,scam
Оплата заказа №5849 не прошла. Повторите: http://uz-confirm.com/938199 OK,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/680304 OK,telegram,scam
Госуслуги: Вам начислена выплата 310 000. http://pay-check.net/357712.,sms,scam
Списание 84 000 прошло успешно. Отменить: http://uz-confirm.com/314881 :),sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/712156 -,telegram,scam
Списание 802 000 прошло успешно. Отменить: http://pay-check.net/839701 👍,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-65727...,sms,scam
Оплата заказа №7955 не прошла. Повторите: http://uz-confirm.com/941729 ),telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-886093 ),sms,scam
Вы выиграли 494 000 рублей! Получите приз: https://t.me/prize_bot/904760,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/382900 (,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/104488...,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/456929!,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-744678 👍,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/339095 ),sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/481586...,sms,scam
Инвестиции в газ! Доход от 558 000 в неделю: http://pay-check.net/798001 ),telegram,scam
Вы выиграли 610 000 рублей! Получите приз: http://pay-check.net/237665 OK,telegram,scam
Инвестиции в газ! Доход от 459 000 в неделю: https://t.me/prize_bot/37511!,telegram,scam
Вы выиграли 286 000 рублей! Получите приз: http://uz-confirm.com/365964!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/343975!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/668186,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-439053 :),telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/971197.,sms,scam
Инвестиции в газ! Доход от 546 000 в неделю: https://bit.ly/claim-867507!!,telegram,scam
Оплата заказа №2862 не прошла. Повторите: http://pay-check.net/462156...,sms,scam
Оплата заказа №5377 не прошла. Повторите: https://t.me/prize_bot/467565!!,telegram,scam
Инвестиции в газ! Доход от 406 000 в неделю: http://click-safety.uz/973538!!,telegram,scam
Оплата заказа №5017 не прошла. Повторите: http://pay-check.net/331403..,sms,scam
Списание 558 000 прошло успешно. Отменить: http://uz-confirm.com/598034 ),telegram,scam
Инвестиции в газ! Доход от 342 000 в неделю: https://t.me/prize_bot/253999 -,telegram,scam
Оплата заказа №6026 не прошла. Повторите: https://t.me/prize_bot/381777 ?,telegram,scam
Инвестиции в газ! Доход от 103 000 в неделю: https://t.me/prize_bot/810395..,telegram,scam
Инвестиции в газ! Доход от 143 000 в неделю: http://click-safety.uz/651077 👍,telegram,scam
Списание 879 000 прошло успешно. Отменить: http://click-safety.uz/848539.,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-911193 ),sms,scam
Списание 428 000 прошло успешно. Отменить: http://uz-confirm.com/265961 OK,telegram,scam
Инвестиции в газ! Доход от 665 000 в неделю: https://bit.ly/claim-845468!,sms,scam
Списание 386 000 прошло успешно. Отменить: http://click-safety.uz/315050 OK,sms,scam
Оплата заказа №4964 не прошла. Повторите: http://click-safety.uz/891854 👍,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-739834 (,sms,scam
Оплата заказа №6224 не прошла. Повторите: https://bit.ly/claim-172094..,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/964379 OK,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/47220 (,sms,scam
Оплата заказа №6327 не прошла. Повторите: https://bit.ly/claim-680511 👍,telegram,scam
Оплата заказа №2790 не прошла. Повторите: https://bit.ly/claim-495653 :),telegram,scam
Инвестиции в газ! Доход от 558 000 в неделю: http://pay-check.net/922752.,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-564884...,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/565906.,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/382107!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/152918 ),telegram,scam
Оплата заказа №1910 не прошла. Повторите: http://uz-confirm.com/424103 👍,sms,scam
Оплата заказа №2862 не прошла. Повторите: http://uz-confirm.com/240883!,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/345358...,sms,scam
Вы выиграли 377 000 рублей! Получите приз: http://uz-confirm.com/628866!!,sms,scam
Списание 758 000 прошло успешно. Отменить: http://uz-confirm.com/802650 (,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/113607 -,telegram,scam
Вы выиграли 754 000 рублей! Получите приз: https://t.me/prize_bot/268660 :),sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/594648 (,telegram,scam
Вы выиграли 152 000 рублей! Получите приз: http://pay-check.net/126367...,sms,scam
Вы выиграли 770 000 рублей! Получите приз: https://t.me/prize_bot/629743 -,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/213878 👍,sms,scam
Списание 778 000 прошло успешно. Отменить: https://t.me/prize_bot/989287!,sms,scam
Списание 879 000 прошло успешно. Отменить: http://uz-confirm.com/711914...,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/240880,telegram,scam
Оплата заказа №4964 не прошла. Повторите: https://bit.ly/claim-596588 ),sms,scam
Вы выиграли 879 000 рублей! Получите приз: https://bit.ly/claim-874110!,telegram,scam
Вы выиграли 54 000 рублей! Получите приз: https://t.me/prize_bot/176813 OK,telegram,scam
Оплата заказа №4873 не прошла. Повторите: http://pay-check.net/277388 OK,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/247652..,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/739500...,telegram,scam
Списание 225 000 прошло успешно. Отменить: https://t.me/prize_bot/505084,telegram,scam
Вы выиграли 779 000 рублей! Получите приз: https://t.me/prize_bot/919419 (,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/133168,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/156857 (,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/994177..,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-277606 :),telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/458525!!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/258959 :),telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/731286.,telegram,scam
Инвестиции в газ! Доход от 884 000 в неделю: http://uz-confirm.com/626634 👍,sms,scam
Оплата заказа №4909 не прошла. Повторите: http://click-safety.uz/289890 ),sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-342350,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/731596.,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/62874 (,telegram,scam
Госуслуги: Вам начислена выплата 488 000. https://bit.ly/claim-231594 OK,sms,scam
Госуслуги: Вам начислена выплата 258 000. https://bit.ly/claim-215447...,sms,scam
Списание 381 000 прошло успешно. Отменить: https://bit.ly/claim-17359 ),telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/210618 (,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/821176!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/502444 (,telegram,scam
Списание 457 000 прошло успешно. Отменить: https://bit.ly/claim-699026.,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-663019...,sms,scam
Списание 781 000 прошло успешно. Отменить: https://t.me/prize_bot/537125!!,sms,scam
Оплата заказа №3146 не прошла. Повторите: http://pay-check.net/880593 👍,telegram,scam
Инвестиции в газ! Доход от 558 000 в неделю: http://uz-confirm.com/104233 OK,sms,scam
Оплата заказа №7949 не прошла. Повторите: http://click-safety.uz/935105 OK,sms,scam
Инвестиции в газ! Доход от 104 000 в неделю: https://bit.ly/claim-98904 👍,sms,scam
Госуслуги: Вам начислена выплата 339 000. http://click-safety.uz/521516 👍,sms,scam
Оплата заказа №4909 не прошла. Повторите: https://bit.ly/claim-336814..,telegram,scam
Списание 514 000 прошло успешно. Отменить: http://click-safety.uz/996230 ?,sms,scam
Списание 778 000 прошло успешно. Отменить: http://click-safety.uz/949011 ),telegram,scam
Списание 779 000 прошло успешно. Отменить: https://bit.ly/claim-875656 ?,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-71524..,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/619405!,telegram,scam
Госуслуги: Вам начислена выплата 538 000. http://click-safety.uz/502112 :),sms,scam
Инвестиции в газ! Доход от 610 000 в неделю: http://click-safety.uz/251669.,sms,scam
Инвестиции в газ! Доход от 406 000 в неделю: https://bit.ly/claim-168424 OK,telegram,scam
Оплата заказа №6502 не прошла. Повторите: http://click-safety.uz/587165...,sms,scam
Инвестиции в газ! Доход от 310 000 в неделю: http://click-safety.uz/442692 (,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/769205 (,telegram,scam
Вы выиграли 381 000 рублей! Получите приз: http://click-safety.uz/297045 ),telegram,scam
Госуслуги: Вам начислена выплата 339 000. http://click-safety.uz/222874 :),sms,scam
Оплата заказа №9547 не прошла. Повторите: https://bit.ly/claim-481877 (,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/987928 (,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/16520!!,telegram,scam
Инвестиции в газ! Доход от 630 000 в неделю: https://bit.ly/claim-283589 :),telegram,scam
Списание 258 000 прошло успешно. Отменить: http://uz-confirm.com/309793,sms,scam
Списание 342 000 прошло успешно. Отменить: https://bit.ly/claim-290444 ?,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/696699 OK,telegram,scam
Списание 665 000 прошло успешно. Отменить: http://click-safety.uz/130377,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/513308 :),telegram,scam
Госуслуги: Вам начислена выплата 459 000. https://t.me/prize_bot/463659.,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/615456!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/538080!,telegram,scam
Оплата заказа №3280 не прошла. Повторите: https://bit.ly/claim-80524.,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-262494!,sms,scam
Оплата заказа №2862 не прошла. Повторите: http://click-safety.uz/554973...,sms,scam
Списание 493 000 прошло успешно. Отменить: https://t.me/prize_bot/120001,sms,scam
Вы выиграли 339 000 рублей! Получите приз: https://t.me/prize_bot/259648!,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/147650 (,sms,scam
Инвестиции в газ! Доход от 494 000 в неделю: http://pay-check.net/763729 (,sms,scam
Оплата заказа №2847 не прошла. Повторите: https://t.me/prize_bot/681676.,telegram,scam
Оплата заказа №4083 не прошла. Повторите: https://t.me/prize_bot/279737 OK,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/692376 (,sms,scam
Оплата заказа №4040 не прошла. Повторите: https://t.me/prize_bot/634299..,sms,scam
Инвестиции в газ! Доход от 671 000 в неделю: https://bit.ly/claim-933401 ),telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-595471 -,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/931486 ?,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/107306!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/747821,sms,scam
Оплата заказа №3323 не прошла. Повторите: http://click-safety.uz/420726 ?,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/480967..,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/305998!,telegram,scam
Оплата заказа №5529 не прошла. Повторите: https://t.me/prize_bot/176424 (,sms,scam
Списание 386 000 прошло успешно. Отменить: https://bit.ly/claim-123798 👍,sms,scam
Оплата заказа №5849 не прошла. Повторите: http://pay-check.net/167811 OK,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/996504...,telegram,scam
Вы выиграли 881 000 рублей! Получите приз: https://t.me/prize_bot/880109.,telegram,scam
Списание 339 000 прошло успешно. Отменить: https://t.me/prize_bot/764233.,sms,scam
Госуслуги: Вам начислена выплата 688 000. http://uz-confirm.com/322373 -,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/762563!!,telegram,scam
Вы выиграли 816 000 рублей! Получите приз: http://click-safety.uz/14394 OK,telegram,scam
Госуслуги: Вам начислена выплата 266 000. https://t.me/prize_bot/858642!,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/700032!!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/435083!!,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-8276...,telegram,scam
Оплата заказа №2862 не прошла. Повторите: http://click-safety.uz/611866 :),telegram,scam
Вы выиграли 503 000 рублей! Получите приз: https://t.me/prize_bot/42863 ),sms,scam
Вы выиграли 258 000 рублей! Получите приз: http://click-safety.uz/373659 :),telegram,scam
Инвестиции в газ! Доход от 547 000 в неделю: http://uz-confirm.com/219467 OK,sms,scam
Списание 658 000 прошло успешно. Отменить: http://pay-check.net/676378,telegram,scam
Оплата заказа №1910 не прошла. Повторите: http://uz-confirm.com/888273.,sms,scam
Инвестиции в газ! Доход от 610 000 в неделю: http://click-safety.uz/114039 (,telegram,scam
Инвестиции в газ! Доход от 610 000 в неделю: https://bit.ly/claim-405304 OK,sms,scam
Вы выиграли 679 000 рублей! Получите приз: https://bit.ly/claim-954908!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-454500 (,sms,scam
Госуслуги: Вам начислена выплата 778 000. http://uz-confirm.com/624777 ),telegram,scam
Списание 459 000 прошло успешно. Отменить: http://pay-check.net/525528 👍,sms,scam
Списание 770 000 прошло успешно. Отменить: http://click-safety.uz/84242 👍,sms,scam
Госуслуги: Вам начислена выплата 161 000. http://click-safety.uz/945020!!,sms,scam
Списание 243 000 прошло успешно. Отменить: https://bit.ly/claim-508577 -,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/950149 -,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/662225,sms,scam
Списание 94 000 прошло успешно. Отменить: https://t.me/prize_bot/169357!,sms,scam
Списание 459 000 прошло успешно. Отменить: http://pay-check.net/995167..,sms,scam
Оплата заказа №2198 не прошла. Повторите: http://click-safety.uz/889899 OK,telegram,scam
Вы выиграли 152 000 рублей! Получите приз: http://uz-confirm.com/352077 ?,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/23025 :),sms,scam
Госуслуги: Вам начислена выплата 84 000. http://pay-check.net/233349!,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/289119!!,telegram,scam
Вы выиграли 679 000 рублей! Получите приз: https://bit.ly/claim-870792,sms,scam
Госуслуги: Вам начислена выплата 103 000. https://bit.ly/claim-300011 ),sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/260002!!,sms,scam
Госуслуги: Вам начислена выплата 273 000. https://t.me/prize_bot/402640..,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/434756!,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-952534 -,sms,scam
Инвестиции в газ! Доход от 243 000 в неделю: https://t.me/prize_bot/990890,sms,scam
