text,label,category,language,source
"hey mate, have you read the new interpretation posted by that controversial scholar tbh",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"assalomu alaykum, tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi!",SAFE,ADULT,uz,semantic_context_v1
"Я думаю, что группа становится слишком радикальной в своих убеждениях",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
[ALERT] my doctor prescribed medication for a reproductive health issue !,SAFE,ADULT,en,semantic_context_v1
вы читали новости о новых правилах казино!,SAFE,GAMBLING,ru,semantic_context_v1
URGENT - we had a small group wager on the chess tournament but it was just for fun?,SAFE,GAMBLING,en,semantic_context_v1
"Они заслуживают насилия за то, что они сделали. Пришло время джихада...",DANGEROUS,EXTREMISM,ru,semantic_context_v1
Someone told me there's a loophole to earn money fast!!,SUSPICIOUS,GAMBLING,en,semantic_context_v1
Meet local girls tonight for private escort services t.me/fake_channel,DANGEROUS,ADULT,en,semantic_context_v1
"Привет, почему это приватное фото распространяется здесь?",SUSPICIOUS,ADULT,ru,semantic_context_v1
That channel is sharing ideas that oppose our current laws...,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Tezkor savdolar uchun yangi platforma topdim! tezroq,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Привет, в этом документальном фильме обсуждаются темы для взрослых и исторический контекст",SAFE,ADULT,ru,semantic_context_v1
Who distributed those strange pamphlets near the mosque today!!,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Некоторые считают, что для очищения общества необходимы жесткие меры",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
We had a small group wager on the chess tournament but it was just for fun?,SAFE,GAMBLING,en,semantic_context_v1
Kimdir pulni tez ishlashning siri borligini aytdi !  yozvor,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Hello, that channel is sharing ideas that oppose our current laws.",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Qalay, bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://scam.uz... yozvor",DANGEROUS,GAMBLING,uz,semantic_context_v1
URGENT - friday prayers will be held at the main mosque at 1:00 pm inshallah!,SAFE,EXTREMISM,en,semantic_context_v1
"Я посещаю исламские занятия, чтобы лучше изучать Коран",SAFE,EXTREMISM,ru,semantic_context_v1
"Hello, i've been lucky lately with these new games, want to see",SUSPICIOUS,GAMBLING,en,semantic_context_v1
Dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing bit.ly/uzb_link?,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"DIQQAT: shu yangi o'yinlarda omadim keldi, sen ham ko'rasanmi !  tezroq",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Uncensored adult videos and free nude pictures http://scam.uz,DANGEROUS,ADULT,en,semantic_context_v1
"Здарова, кто-то сказал мне, что есть лазейка, чтобы быстро заработать деньги",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
"Уважаемый клиент, кто-то поделился странной ссылкой на контент 18+ вчера!!",SUSPICIOUS,ADULT,ru,semantic_context_v1
"Hurmatli mijoz, 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas bit.ly/uzb_link !  dm",DANGEROUS,GAMBLING,uz,semantic_context_v1
Mahalliy futbol jamoasi kechagi o'yinda yutib chiqdi...,SAFE,GAMBLING,uz,semantic_context_v1
o'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring t.me/yopiq_guruh...,DANGEROUS,ADULT,uz,semantic_context_v1
URGENT - we had a small group wager on the chess tournament but it was just for fun !  ngl,SAFE,GAMBLING,en,semantic_context_v1
"URGENT - claim your $1000 casino bonus now, this is not a scam http://scam.uz!",DANGEROUS,GAMBLING,en,semantic_context_v1
Они обсуждают эскорт-услуги в главном чате...,SUSPICIOUS,ADULT,ru,semantic_context_v1
Ogohlantirish: dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing t.me/yopiq_guruh...,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Salom, dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing [havola]",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Yo, 100% guaranteed profit on the next match. buy vip signals here http://scam.uz!!",DANGEROUS,GAMBLING,en,semantic_context_v1
Tezkor savdolar uchun yangi platforma topdim !,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Dear user, watch the leaked private tape now before it gets deleted http://crypto-double.com !",DANGEROUS,ADULT,en,semantic_context_v1
Qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman... dm,SAFE,EXTREMISM,uz,semantic_context_v1
Inqilobni qo'llab-quvvatlash uchun ushbu hamyonga pul yuboring http://scam.uz!!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
muhim: ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi?,SAFE,ADULT,uz,semantic_context_v1
"Hello, have you read the new interpretation posted by that controversial scholar.",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Здравствуйте, присоединяйтесь к скрытому vip-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью bit.ly/rus_skam!!",DANGEROUS,ADULT,ru,semantic_context_v1
DIQQAT: shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi!!,SAFE,ADULT,uz,semantic_context_v1
we must practice patience and kindness as our religion teaches us!,SAFE,EXTREMISM,en,semantic_context_v1
DIQQAT: juma namozi inshaalloh soat 13:00 da markaziy masjidda o'qiladi!!,SAFE,EXTREMISM,uz,semantic_context_v1
"Salom, bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi.",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Yo, are you interested in a new group for making extra cash...",SUSPICIOUS,GAMBLING,en,semantic_context_v1
I need to discuss the stock market group meeting today?,SAFE,GAMBLING,en,semantic_context_v1
"Salom, biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. yashirin guruhimizga qo'shiling http://scam.uz! brat",DANGEROUS,EXTREMISM,uz,semantic_context_v1
ogohlantirish: o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang [havola],DANGEROUS,GAMBLING,uz,semantic_context_v1
Aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi... tezroq,SAFE,GAMBLING,uz,semantic_context_v1
"Hurmatli mijoz, qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi!",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Hurmatli mijoz, nima uchun bu shaxsiy rasm bu yerda tarqalmoqda !",SUSPICIOUS,ADULT,uz,semantic_context_v1
[ALERT] did you see that post about doubling crypto in a week. ASAP,SUSPICIOUS,GAMBLING,en,semantic_context_v1
Qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi... dm,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
ВНИМАНИЕ: вам интересна новая группа для дополнительного заработка. пжл,SUSPICIOUS,GAMBLING,ru,semantic_context_v1
Betting glitch found! Use this strategy to win every time http://crypto-double.com...,DANGEROUS,GAMBLING,en,semantic_context_v1
Muhim: bugun masjid yaqinida o'sha g'alati kitobchalarni kim tarqatdi,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish [havola].,DANGEROUS,GAMBLING,uz,semantic_context_v1
Learn how to build homemade explosives to defend our faith from the enemies t.me/fake_channel!,DANGEROUS,EXTREMISM,en,semantic_context_v1
100% guaranteed profit on the next match. Buy VIP signals here t.me/fake_channel!,DANGEROUS,GAMBLING,en,semantic_context_v1
nima uchun bu shaxsiy rasm bu yerda tarqalmoqda!!,SUSPICIOUS,ADULT,uz,semantic_context_v1
Have you read the news about the new state casino regulations... tbh,SAFE,GAMBLING,en,semantic_context_v1
[ALERT] earn money and become rich immediately with our crypto trading bot http://scam.uz,DANGEROUS,GAMBLING,en,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi! dm,SAFE,ADULT,uz,semantic_context_v1
I am attending Islamic classes to study the Quran better!,SAFE,EXTREMISM,en,semantic_context_v1
"Qalay, shaxmat o'yinida biroz garov bog'ladik, lekin bu shunchaki o'yin edi? uka",SAFE,GAMBLING,uz,semantic_context_v1
"Qalay, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi !",SAFE,ADULT,uz,semantic_context_v1
We must practice patience and kindness as our religion teaches us !,SAFE,EXTREMISM,en,semantic_context_v1
Muhim: shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi...,SAFE,ADULT,uz,semantic_context_v1
Ular qilgan ishlari uchun o'limga mahkumdir. Jihod vaqti keldi t.me/yopiq_guruh !,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Bugun masjid yaqinida o'sha g'alati kitobchalarni kim tarqatdi... brat,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi! tezroq,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Muhim: o'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring http://kripto-foyda.uz.,DANGEROUS,ADULT,uz,semantic_context_v1
Детей следует оградить от неприемлемых материалов в Интернете,SAFE,ADULT,ru,semantic_context_v1
Срочно: вы читали новости о новых правилах казино !,SAFE,GAMBLING,ru,semantic_context_v1
Nima uchun bu shaxsiy rasm bu yerda tarqalmoqda...,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Salom, bugun ochiq mavzular muhokama qilinganidan hayron qoldim...",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: [havola]?",DANGEROUS,GAMBLING,uz,semantic_context_v1
Религиозная группа организует благотворительное мероприятие для сирот.,SAFE,EXTREMISM,ru,semantic_context_v1
biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak,SAFE,ADULT,uz,semantic_context_v1
"hello, betting glitch found! use this strategy to win every time t.me/fake_channel !",DANGEROUS,GAMBLING,en,semantic_context_v1
Biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak!,SAFE,ADULT,uz,semantic_context_v1
Нам нужно запланировать занятие по половому воспитанию для класса биологии в лс,SAFE,ADULT,ru,semantic_context_v1
Yangi davlat qoidalari haqidagi yangiliklarni eshitdingizmi!! uka,SAFE,GAMBLING,uz,semantic_context_v1
Исследование изучает человеческую сексуальность с социологической точки зрения!,SAFE,ADULT,ru,semantic_context_v1
Meet local girls tonight for private escort services http://crypto-double.com.,DANGEROUS,ADULT,en,semantic_context_v1
Ogohlantirish: guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi!,SUSPICIOUS,ADULT,uz,semantic_context_v1
Meet local girls tonight for private escort services http://scam.uz.,DANGEROUS,ADULT,en,semantic_context_v1
"Ogohlantirish: bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://kripto-foyda.uz?",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Assalomu alaykum, kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish http://kripto-foyda.uz.",DANGEROUS,GAMBLING,uz,semantic_context_v1
Guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi!! iltimos,SUSPICIOUS,ADULT,uz,semantic_context_v1
Ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi !,SAFE,ADULT,uz,semantic_context_v1
"Qalay, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi!!",SAFE,ADULT,uz,semantic_context_v1
bolalarni nomaqbul internet materiallaridan himoya qilish kerak dm,SAFE,ADULT,uz,semantic_context_v1
ogohlantirish: yangi davlat qoidalari haqidagi yangiliklarni eshitdingizmi.,SAFE,GAMBLING,uz,semantic_context_v1
Пусть Аллах дарует мир и благословение вам и вашей семье!!,SAFE,EXTREMISM,ru,semantic_context_v1
Религиозная группа организует благотворительное мероприятие для сирот?,SAFE,EXTREMISM,ru,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: [havola]!",DANGEROUS,GAMBLING,uz,semantic_context_v1
DIQQAT: tezkor savdolar uchun yangi platforma topdim,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Kimdir pulni tez ishlashning siri borligini aytdi...,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Children should be protected from inappropriate internet material? dm me,SAFE,ADULT,en,semantic_context_v1
"Brothers, the time to fight and take action against the infidels is now! Rise up.",DANGEROUS,EXTREMISM,en,semantic_context_v1
"Assalomu alaykum, bugun ochiq mavzular muhokama qilinganidan hayron qoldim.",SUSPICIOUS,ADULT,uz,semantic_context_v1
That channel is sharing ideas that oppose our current laws? ASAP,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring http://scam.uz...,DANGEROUS,ADULT,uz,semantic_context_v1
"Вы читали новую интерпретацию, опубликованную тем скандальным ученым? срочно",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"здарова, забери свой бонус казино на 1000 долларов сейчас, это не скам [ссылка] !",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Hurmatli mijoz, bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi!!",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Muhim: bugun ochiq mavzular muhokama qilinganidan hayron qoldim!!,SUSPICIOUS,ADULT,uz,semantic_context_v1
Вы читали новости о новых правилах казино!!,SAFE,GAMBLING,ru,semantic_context_v1
"hurmatli mijoz, birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! qo'zg'alish kerak t.me/yopiq_guruh? iltimos",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Присоединяйтесь к скрытому VIP-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью bit.ly/rus_skam?",DANGEROUS,ADULT,ru,semantic_context_v1
I was surprised by the explicit topics they discussed today. dm me,SUSPICIOUS,ADULT,en,semantic_context_v1
"Assalomu alaykum, nima uchun bu shaxsiy rasm bu yerda tarqalmoqda... dm",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Salom, nima uchun bu shaxsiy rasm bu yerda tarqalmoqda!",SUSPICIOUS,ADULT,uz,semantic_context_v1
Inqilobni qo'llab-quvvatlash uchun ushbu hamyonga pul yuboring bit.ly/uzb_link! uka,DANGEROUS,EXTREMISM,uz,semantic_context_v1
[ALERT] 100% guaranteed profit on the next match. buy vip signals here http://scam.uz? ngl,DANGEROUS,GAMBLING,en,semantic_context_v1
"Claim your $1000 casino bonus now, this is not a scam bit.ly/123.",DANGEROUS,GAMBLING,en,semantic_context_v1
Вы читали новости о новых правилах казино,SAFE,GAMBLING,ru,semantic_context_v1
"Ogohlantirish: ro'yxatdan o'tmasdan to'liq porno videolarni yuklab oling, bu yerni bosing t.me/yopiq_guruh !",DANGEROUS,ADULT,uz,semantic_context_v1
Keyingi o'yinga 100% kafolatlangan yutuq. VIP signallarni bu yerdan sotib oling: http://kripto-foyda.uz...,DANGEROUS,GAMBLING,uz,semantic_context_v1
URGENT: 100% guaranteed profit on the next match. buy vip signals here http://scam.uz! plz,DANGEROUS,GAMBLING,en,semantic_context_v1
"Hurmatli mijoz, bugun masjid yaqinida o'sha g'alati kitobchalarni kim tarqatdi uka",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Hi, have you read the news about the new state casino regulations?",SAFE,GAMBLING,en,semantic_context_v1
[ALERT] join the hidden vip channel for exclusive 18+ leaked content tonight t.me/fake_channel. dm me,DANGEROUS,ADULT,en,semantic_context_v1
Срочно: мой врач прописал лекарство для решения проблемы репродуктивного здоровья? бро,SAFE,ADULT,ru,semantic_context_v1
"Yo, uncensored adult videos and free nude pictures http://scam.uz!",DANGEROUS,ADULT,en,semantic_context_v1
"Мы немного поспорили на шахматном турнире, но это было просто ради интереса!",SAFE,GAMBLING,ru,semantic_context_v1
"Братья, время бороться и действовать против неверных пришло! Восстаньте !",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Hello, friday prayers will be held at the main mosque at 1:00 pm inshallah...",SAFE,EXTREMISM,en,semantic_context_v1
"Смотри слитое видео сейчас, пока его не удалили http://scam.ru",DANGEROUS,ADULT,ru,semantic_context_v1
"Assalomu alaykum, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi.",SAFE,ADULT,uz,semantic_context_v1
"Здарова, гарантированная выплата 100 процентов сегодня! вложи 50 долларов, получи 500 за 2 часа http://zarabotok.ru?",DANGEROUS,GAMBLING,ru,semantic_context_v1
Qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman.,SAFE,EXTREMISM,uz,semantic_context_v1
"Ogohlantirish: shaxmat o'yinida biroz garov bog'ladik, lekin bu shunchaki o'yin edi !",SAFE,GAMBLING,uz,semantic_context_v1
URGENT: are you interested in a new group for making extra cash !,SUSPICIOUS,GAMBLING,en,semantic_context_v1
"гарантированная выплата 100 процентов сегодня! вложи 50 долларов, получи 500 за 2 часа http://zarabotok.ru.",DANGEROUS,GAMBLING,ru,semantic_context_v1
Видео для взрослых без цензуры и бесплатные голые фото bit.ly/rus_skam!!,DANGEROUS,ADULT,ru,semantic_context_v1
Qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi !  tezroq,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Срочно: почему это приватное фото распространяется здесь,SUSPICIOUS,ADULT,ru,semantic_context_v1
I was surprised by the explicit topics they discussed today!!,SUSPICIOUS,ADULT,en,semantic_context_v1
"Muhim: bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: t.me/yopiq_guruh",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Hey mate, i've been lucky lately with these new games, want to see !  tbh",SUSPICIOUS,GAMBLING,en,semantic_context_v1
"DIQQAT: shaxmat o'yinida biroz garov bog'ladik, lekin bu shunchaki o'yin edi!",SAFE,GAMBLING,uz,semantic_context_v1
"shu yangi o'yinlarda omadim keldi, sen ham ko'rasanmi !",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Познакомьтесь с местными девушками сегодня вечером для частных эскорт-услуг t.me/super_vzlom !,DANGEROUS,ADULT,ru,semantic_context_v1
"Qalay, bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing http://scam.uz uka",DANGEROUS,ADULT,uz,semantic_context_v1
"Мне везет в последнее время с этими новыми играми, хочешь посмотреть",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
my doctor prescribed medication for a reproductive health issue!,SAFE,ADULT,en,semantic_context_v1
Join the hidden VIP channel for exclusive 18+ leaked content tonight t.me/fake_channel!!,DANGEROUS,ADULT,en,semantic_context_v1
"Здравствуйте, ты видел контент для взрослых, который они прислали в группу",SUSPICIOUS,ADULT,ru,semantic_context_v1
"urgent: i've been lucky lately with these new games, want to see!",SUSPICIOUS,GAMBLING,en,semantic_context_v1
i was surprised by the explicit topics they discussed today.,SUSPICIOUS,ADULT,en,semantic_context_v1
Muhim: bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing bit.ly/uzb_link... tezroq,DANGEROUS,ADULT,uz,semantic_context_v1
"присоединяйтесь к скрытому vip-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью bit.ly/rus_skam!",DANGEROUS,ADULT,ru,semantic_context_v1
Aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi,SAFE,GAMBLING,uz,semantic_context_v1
Ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda!! yozvor,SUSPICIOUS,ADULT,uz,semantic_context_v1
URGENT - may god grant peace and blessings to you and your family!!,SAFE,EXTREMISM,en,semantic_context_v1
"Здравствуйте, кто-то сказал мне, что есть лазейка, чтобы быстро заработать деньги?",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
The study explores human sexuality from a sociological perspective. tbh,SAFE,ADULT,en,semantic_context_v1
"Assalomu alaykum, qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman?",SAFE,EXTREMISM,uz,semantic_context_v1
"Hello, they deserve violence for what they have done. it is time for jihad?",DANGEROUS,EXTREMISM,en,semantic_context_v1
The religious group is organizing a charity event for orphans?,SAFE,EXTREMISM,en,semantic_context_v1
"Birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! Qo'zg'alish kerak [havola]",DANGEROUS,EXTREMISM,uz,semantic_context_v1
URGENT: learn how to build homemade explosives to defend our faith from the enemies?,DANGEROUS,EXTREMISM,en,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring http://kripto-foyda.uz!,DANGEROUS,ADULT,uz,semantic_context_v1
Срочно: видео для взрослых без цензуры и бесплатные голые фото http://scam.ru !,DANGEROUS,ADULT,ru,semantic_context_v1
"Hi, meet local girls tonight for private escort services [link]!! ASAP",DANGEROUS,ADULT,en,semantic_context_v1
Bugun moliya bozori haqida guruh uchrashuvimiz bor...,SAFE,GAMBLING,uz,semantic_context_v1
Earn money and become rich immediately with our crypto trading bot bit.ly/123,DANGEROUS,GAMBLING,en,semantic_context_v1
Biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. Yashirin guruhimizga qo'shiling http://kripto-foyda.uz,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Нам нужно обсудить встречу группы фондового рынка сегодня! в лс,SAFE,GAMBLING,ru,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://kripto-foyda.uz!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
Qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman!!,SAFE,EXTREMISM,uz,semantic_context_v1
Вам интересна новая группа для дополнительного заработка срочно,SUSPICIOUS,GAMBLING,ru,semantic_context_v1
URGENT - have you read the new interpretation posted by that controversial scholar? ngl,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas [havola]...",DANGEROUS,GAMBLING,uz,semantic_context_v1
ogohlantirish: diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda! uka,SAFE,EXTREMISM,uz,semantic_context_v1
"Salom, o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang t.me/yopiq_guruh!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
are you interested in a new group for making extra cash...,SUSPICIOUS,GAMBLING,en,semantic_context_v1
Bolalarni nomaqbul internet materiallaridan himoya qilish kerak !,SAFE,ADULT,uz,semantic_context_v1
Срочно: кто сегодня раздавал эти странные брошюры возле мечети !,SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
Познакомьтесь с местными девушками сегодня вечером для частных эскорт-услуг http://scam.ru?,DANGEROUS,ADULT,ru,semantic_context_v1
"Здарова, вы читали новую интерпретацию, опубликованную тем скандальным ученым?",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
DIQQAT: biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak?,SAFE,ADULT,uz,semantic_context_v1
"Assalomu alaykum, ushbu kanal hozirgi qonunlarimizga zid g'oyalarni tarqatmoqda...",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Guaranteed 100 percent payout today! Invest $50, get $500 in 2 hours via http://scam.uz!!",DANGEROUS,GAMBLING,en,semantic_context_v1
"Hi, download full sex videos without registration click here t.me/fake_channel",DANGEROUS,ADULT,en,semantic_context_v1
Видео для взрослых без цензуры и бесплатные голые фото http://zarabotok.ru...,DANGEROUS,ADULT,ru,semantic_context_v1
Muhim: alloh sizga va oilangizga tinchlik va baraka bersin!!,SAFE,EXTREMISM,uz,semantic_context_v1
Ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda !,SUSPICIOUS,ADULT,uz,semantic_context_v1
bugun moliya bozori haqida guruh uchrashuvimiz bor!!,SAFE,GAMBLING,uz,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring t.me/yopiq_guruh yozvor,DANGEROUS,ADULT,uz,semantic_context_v1
"Salom, dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak...",SAFE,EXTREMISM,uz,semantic_context_v1
"Assalomu alaykum, ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi!",SAFE,ADULT,uz,semantic_context_v1
bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq vip guruhiga qo'shiling bit.ly/uzb_link !,DANGEROUS,ADULT,uz,semantic_context_v1
URGENT: may god grant peace and blessings to you and your family!!,SAFE,EXTREMISM,en,semantic_context_v1
"Срочно: некоторые считают, что для очищения общества необходимы жесткие меры!!",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
They deserve violence for what they have done. It is time for jihad bit.ly/123...,DANGEROUS,EXTREMISM,en,semantic_context_v1
That channel is sharing ideas that oppose our current laws.,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Salom, mahalliy futbol jamoasi kechagi o'yinda yutib chiqdi?",SAFE,GAMBLING,uz,semantic_context_v1
"Hey mate, my doctor prescribed medication for a reproductive health issue!!",SAFE,ADULT,en,semantic_context_v1
внимание: пятничная молитва состоится в главной мечети в 13:00 иншалла.,SAFE,EXTREMISM,ru,semantic_context_v1
Dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing http://kripto-foyda.uz!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing http://kripto-foyda.uz,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Hurmatli mijoz, tezkor savdolar uchun yangi platforma topdim!! yozvor",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
ular qilgan ishlari uchun o'limga mahkumdir. jihod vaqti keldi.,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Kimdir pulni tez ishlashning siri borligini aytdi!,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Assalomu alaykum, mahalliy futbol jamoasi kechagi o'yinda yutib chiqdi !",SAFE,GAMBLING,uz,semantic_context_v1
"URGENT: i've been lucky lately with these new games, want to see!",SUSPICIOUS,GAMBLING,en,semantic_context_v1
"ВНИМАНИЕ: мне везет в последнее время с этими новыми играми, хочешь посмотреть",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
"Привет, узнайте, как создать самодельную взрывчатку, чтобы защитить нашу веру от врагов http://scam.ru?",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Hurmatli mijoz, o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang [havola]...",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Yo, betting glitch found! use this strategy to win every time bit.ly/123!!",DANGEROUS,GAMBLING,en,semantic_context_v1
Кто-то поделился странной ссылкой на контент 18+ вчера.,SUSPICIOUS,ADULT,ru,semantic_context_v1
The religious group is organizing a charity event for orphans!!,SAFE,EXTREMISM,en,semantic_context_v1
Qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi !  iltimos,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring http://scam.uz !,DANGEROUS,ADULT,uz,semantic_context_v1
