text,language,source_dataset,original_label,normalized_text
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,en,sms_spam_collection.txt,ham,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,en,sms_spam_collection.txt,ham,if you were/are free i can give. otherwise nalla adi entey nattil kittum
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,en,sms_spam_collection.txt,ham,i've sent my wife your text. after we buy them she'll tell you what to do. so just relax. we should go get them this wkend.
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,en,sms_spam_collection.txt,ham,i am in escape theatre now. . going to watch kavalan in a few minutes
How much would it cost to hire a hitman,en,sms_spam_collection.txt,ham,how much would it cost to hire a hitman
I anything lor...,en,sms_spam_collection.txt,ham,i anything lor...
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,en,sms_spam_collection.txt,spam,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 08000930705
Huh but i cant go 2 ur house empty handed right?,en,sms_spam_collection.txt,ham,huh but i cant go 2 ur house empty handed right?
Good morning princess! Happy New Year!,en,sms_spam_collection.txt,ham,good morning princess! happy new year!
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,en,sms_spam_collection.txt,spam,congratulations you've won. you're a winner in our august £1000 prize draw. call 09066660100 now. prize code 2309.
"Aight, we'll head out in a few",en,sms_spam_collection.txt,ham,"aight, we'll head out in a few"
I know you mood off today,en,sms_spam_collection.txt,ham,i know you mood off today
"Jay told me already, will do",en,sms_spam_collection.txt,ham,"jay told me already, will do"
Cps is causing the outages to conserve energy.,en,sms_spam_collection.txt,ham,cps is causing the outages to conserve energy.
"I'm not sure, I was just checking out what was happening around the area",en,sms_spam_collection.txt,ham,"i'm not sure, i was just checking out what was happening around the area"
Hey morning what you come to ask:-) pa...,en,sms_spam_collection.txt,ham,hey morning what you come to ask:-) pa...
Jordan got voted out last nite!,en,sms_spam_collection.txt,ham,jordan got voted out last nite!
"That means you got an A in epi, she.s fine. She.s here now.",en,sms_spam_collection.txt,ham,"that means you got an a in epi, she.s fine. she.s here now."
I have no idea where you are,en,sms_spam_collection.txt,ham,i have no idea where you are
Pls come quick cant bare this.,en,sms_spam_collection.txt,ham,pls come quick cant bare this.
"Call me. I m unable to cal. Lets meet bhaskar, and deep",en,sms_spam_collection.txt,ham,"call me. i m unable to cal. lets meet bhaskar, and deep"
No. I.ll meet you in the library,en,sms_spam_collection.txt,ham,no. i.ll meet you in the library
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",en,sms_spam_collection.txt,ham,"k, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, i'll tell you when they know for sure"
Ok c ü then.,en,sms_spam_collection.txt,ham,ok c ü then.
I enjoy watching and playing football and basketball. Anything outdoors. And you?,en,sms_spam_collection.txt,ham,i enjoy watching and playing football and basketball. anything outdoors. and you?
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",en,sms_spam_collection.txt,ham,"can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold &lt;#&gt; or any bb"
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,en,sms_spam_collection.txt,ham,sorry sent blank msg again. yup but trying 2 do some serious studying now.
Hey check it da. I have listed da.,en,sms_spam_collection.txt,ham,hey check it da. i have listed da.
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,en,sms_spam_collection.txt,spam,8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed 08701417012 profit 2 charity
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,en,sms_spam_collection.txt,ham,i meant as an apology from me for texting you to get me drugs at &lt;#&gt; at night
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,en,sms_spam_collection.txt,ham,that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
Goin to workout lor... Muz lose e fats... ,en,sms_spam_collection.txt,ham,goin to workout lor... muz lose e fats...
"Damn, poor zac doesn't stand a chance",en,sms_spam_collection.txt,ham,"damn, poor zac doesn't stand a chance"
Yeah right! I'll bring my tape measure fri!,en,sms_spam_collection.txt,ham,yeah right! i'll bring my tape measure fri!
Should I head straight there or what,en,sms_spam_collection.txt,ham,should i head straight there or what
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,en,sms_spam_collection.txt,spam,get the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199. optout txt eng stop box39822 w111wx £1.50
Thank you princess! You are so sexy...,en,sms_spam_collection.txt,ham,thank you princess! you are so sexy...
Oooh I got plenty of those!,en,sms_spam_collection.txt,ham,oooh i got plenty of those!
Hui xin is in da lib.,en,sms_spam_collection.txt,ham,hui xin is in da lib.
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,en,sms_spam_collection.txt,ham,its a big difference. &lt;#&gt; versus &lt;#&gt; every &lt;#&gt; hrs
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",en,sms_spam_collection.txt,ham,"it's not that you make me cry. it's just that when all our stuff happens on top of everything else, it pushes me over the edge. you don't underdtand how often i cry over my sorry, sorry life."
You know what hook up means right?,en,sms_spam_collection.txt,ham,you know what hook up means right?
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",en,sms_spam_collection.txt,spam,"customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622"
Wat's da model num of ur phone?,en,sms_spam_collection.txt,ham,wat's da model num of ur phone?
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,en,sms_spam_collection.txt,ham,he's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",en,sms_spam_collection.txt,spam,"you can stop further club tones by replying ""stop mix"" see my-tone.com/enjoy. html for terms. club tones cost gbp4.50/week. mfl, po box 1146 mk45 2wt (2/3)"
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,en,sms_spam_collection.txt,ham,my house here e sky quite dark liao... if raining then got excuse not 2 run already rite... hee...
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",en,sms_spam_collection.txt,ham,"sorry, left phone upstairs. ok, might be hectic but would be all my birds with one fell swoop. it's a date."
* Thought I didn't see you.,en,sms_spam_collection.txt,ham,* thought i didn't see you.
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,en,sms_spam_collection.txt,spam,wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
Carlos says we can pick up from him later so yeah we're set,en,sms_spam_collection.txt,ham,carlos says we can pick up from him later so yeah we're set
"Hey babe, my friend had to cancel, still up for a visit ?",en,sms_spam_collection.txt,ham,"hey babe, my friend had to cancel, still up for a visit ?"
Hmm ill have to think about it... ok you're forgiven! =D,en,sms_spam_collection.txt,ham,hmm ill have to think about it... ok you're forgiven! =d
"We are hoping to get away by 7, from Langport. You still up for town tonight?",en,sms_spam_collection.txt,ham,"we are hoping to get away by 7, from langport. you still up for town tonight?"
Want to send me a virtual hug?... I need one,en,sms_spam_collection.txt,ham,want to send me a virtual hug?... i need one
"Probably not, still going over some stuff here",en,sms_spam_collection.txt,ham,"probably not, still going over some stuff here"
It has issues right now. Ill fix for her by tomorrow.,en,sms_spam_collection.txt,ham,it has issues right now. ill fix for her by tomorrow.
Why i come in between you people,en,sms_spam_collection.txt,ham,why i come in between you people
Senthil group company Apnt 5pm.,en,sms_spam_collection.txt,ham,senthil group company apnt 5pm.
Oh really?? Did you make it on air? What's your talent?,en,sms_spam_collection.txt,ham,oh really?? did you make it on air? what's your talent?
Studying. But i.ll be free next weekend.,en,sms_spam_collection.txt,ham,studying. but i.ll be free next weekend.
Wait.i will come out.. &lt;#&gt;  min:),en,sms_spam_collection.txt,ham,wait.i will come out.. &lt;#&gt; min:)
I will reach ur home in  &lt;#&gt;  minutes,en,sms_spam_collection.txt,ham,i will reach ur home in &lt;#&gt; minutes
Well then you have a great weekend!,en,sms_spam_collection.txt,ham,well then you have a great weekend!
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",en,sms_spam_collection.txt,ham,"what are you doing in langport? sorry, but i'll probably be in bed by 9pm. it sucks being ill at xmas! when do you and go2sri lanka?"
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",en,sms_spam_collection.txt,ham,"frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" i will be with you "" wherevr.. whenevr.. forevr... gudnyt dear.."
Huh? 6 also cannot? Then only how many mistakes?,en,sms_spam_collection.txt,ham,huh? 6 also cannot? then only how many mistakes?
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",en,sms_spam_collection.txt,ham,"honey ? sweetheart ? darling ? sexy buns ? sugar plum ? loverboy ? i miss you, boytoy ... *smacks your ass* did you go to the gym too ?"
Thanks for loving me so. You rock,en,sms_spam_collection.txt,ham,thanks for loving me so. you rock
Yeah imma come over cause jay wants to do some drugs,en,sms_spam_collection.txt,ham,yeah imma come over cause jay wants to do some drugs
Ok thanx... Take care then...,en,sms_spam_collection.txt,ham,ok thanx... take care then...
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",en,sms_spam_collection.txt,ham,"came to look at the flat, seems ok, in his 50s? * is away alot wiv work. got woman coming at 6.30 too."
Moji just informed me that you saved our lives. Thanks.,en,sms_spam_collection.txt,ham,moji just informed me that you saved our lives. thanks.
Whos this am in class:-),en,sms_spam_collection.txt,ham,whos this am in class:-)
Hey r ü still online? I've finished the formatting...,en,sms_spam_collection.txt,ham,hey r ü still online? i've finished the formatting...
Great! So what attracts you to the brothas?,en,sms_spam_collection.txt,ham,great! so what attracts you to the brothas?
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,en,sms_spam_collection.txt,spam,promotion number: 8714714 - ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub
LOL what happens in Vegas stays in vegas,en,sms_spam_collection.txt,ham,lol what happens in vegas stays in vegas
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",en,sms_spam_collection.txt,ham,"hello, hello, hi lou sorry it took so long 2 reply- i left mobile at friends in lancaster, just got it bak neway im sorry i couldnt make ur bday 2 hun!"
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,en,sms_spam_collection.txt,ham,when did i use soc... i use it only at home... ü dunno how 2 type it in word ar...
Dad says hurry the hell up,en,sms_spam_collection.txt,ham,dad says hurry the hell up
Wake me up at  &lt;#&gt;  am morning:),en,sms_spam_collection.txt,ham,wake me up at &lt;#&gt; am morning:)
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",en,sms_spam_collection.txt,ham,"i get out of class in bsn in like &lt;#&gt; minutes, you know where advising is?"
Great! I shoot big loads so get ready!,en,sms_spam_collection.txt,ham,great! i shoot big loads so get ready!
I'll meet you in the lobby,en,sms_spam_collection.txt,ham,i'll meet you in the lobby
You still coming tonight?,en,sms_spam_collection.txt,ham,you still coming tonight?
What happen dear tell me,en,sms_spam_collection.txt,ham,what happen dear tell me
"Sir, i am waiting for your call, once free please call me.",en,sms_spam_collection.txt,ham,"sir, i am waiting for your call, once free please call me."
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,en,sms_spam_collection.txt,ham,i was about to do it when i texted. i finished a long time ago and showered and er'ything!
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,en,sms_spam_collection.txt,ham,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! love me xxx
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",en,sms_spam_collection.txt,ham,"hello, as per request from &lt;#&gt; rs.5 has been transfered to you"
I am in tirupur.  call you da.,en,sms_spam_collection.txt,ham,i am in tirupur. call you da.
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,en,sms_spam_collection.txt,spam,you are a winner you have been specially selected to receive £1000 cash or a £2000 award. speak to a live operator to claim call 087147123779am-7pm. cost 10p
S:)but he had some luck.2 catches put down:),en,sms_spam_collection.txt,ham,s:)but he had some luck.2 catches put down:)
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,en,sms_spam_collection.txt,ham,how i noe... did ü specify da domain as nusstu... ü still in sch...
Oh...i asked for fun. Haha...take care. ü,en,sms_spam_collection.txt,ham,oh...i asked for fun. haha...take care. ü
Shall i get my pouch?,en,sms_spam_collection.txt,ham,shall i get my pouch?
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,en,sms_spam_collection.txt,ham,hey loverboy! i love you !! i had to tell ... i look at your picture and ache to feel you between my legs ... fuck i want you ... i need you ... i crave you .
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",en,sms_spam_collection.txt,ham,"how is my boy? no sweet words left for me this morning ... *sighs* ... how goes you day, my love ? did you start your studying?"
Kent vale lor... Ü wait 4 me there ar?,en,sms_spam_collection.txt,ham,kent vale lor... ü wait 4 me there ar?
Ok. Very good. Its all about making that money.,en,sms_spam_collection.txt,ham,ok. very good. its all about making that money.
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),en,sms_spam_collection.txt,ham,reading gud habit.. nan bari hudgi yorge pataistha ertini kano:-)
Aight do you still want to get money,en,sms_spam_collection.txt,ham,aight do you still want to get money
ARE YOU IN TOWN? THIS IS V. IMPORTANT,en,sms_spam_collection.txt,ham,are you in town? this is v. important
"Sorry pa, i dont knw who ru pa?",en,sms_spam_collection.txt,ham,"sorry pa, i dont knw who ru pa?"
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,en,sms_spam_collection.txt,ham,if i not meeting ü all rite then i'll go home lor. if ü dun feel like comin it's ok.
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",en,sms_spam_collection.txt,ham,"oh, i will get paid. the most outstanding one is for a commercial i did for hasbro...in august! they made us jump through so many hoops to get paid. still not."
Networking technical support associate.,en,sms_spam_collection.txt,ham,networking technical support associate.
I'm gonna rip out my uterus.,en,sms_spam_collection.txt,ham,i'm gonna rip out my uterus.
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,en,sms_spam_collection.txt,ham,cool. do you like swimming? i have a pool and jacuzzi at my house.
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",en,sms_spam_collection.txt,spam,"thanks for your ringtone order, reference number x49. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar"
"Yeah why not, is the gang all ready",en,sms_spam_collection.txt,ham,"yeah why not, is the gang all ready"
Blank is Blank. But wat is blank? Lol,en,sms_spam_collection.txt,ham,blank is blank. but wat is blank? lol
I'm in a movie... Collect car oredi...,en,sms_spam_collection.txt,ham,i'm in a movie... collect car oredi...
We left already we at orchard now.,en,sms_spam_collection.txt,ham,we left already we at orchard now.
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",en,sms_spam_collection.txt,spam,"hi there, 2nights ur lucky night! uve been invited 2 xchat, the uks wildest chat! txt chat to 86688 now! 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs"
No chikku nt yet.. Ya i'm free,en,sms_spam_collection.txt,ham,no chikku nt yet.. ya i'm free
"Aldrine, rakhesh ex RTM here.pls call.urgent.",en,sms_spam_collection.txt,ham,"aldrine, rakhesh ex rtm here.pls call.urgent."
"I guess you could be as good an excuse as any, lol.",en,sms_spam_collection.txt,ham,"i guess you could be as good an excuse as any, lol."
Old Orchard near univ. How about you?,en,sms_spam_collection.txt,ham,old orchard near univ. how about you?
"4 tacos + 1 rajas burrito, right?",en,sms_spam_collection.txt,ham,"4 tacos + 1 rajas burrito, right?"
"It‘s £6 to get in, is that ok?",en,sms_spam_collection.txt,ham,"it's £6 to get in, is that ok?"
Hows the street where the end of library walk is?,en,sms_spam_collection.txt,ham,hows the street where the end of library walk is?
We stopped to get ice cream and will go back after,en,sms_spam_collection.txt,ham,we stopped to get ice cream and will go back after
Did you stitch his trouser,en,sms_spam_collection.txt,ham,did you stitch his trouser
2/2 146tf150p,en,sms_spam_collection.txt,spam,2/2 146tf150p
"Nah, Wednesday. When should I bring the mini cheetos bag over?",en,sms_spam_collection.txt,ham,"nah, wednesday. when should i bring the mini cheetos bag over?"
Nobody names their penis a girls name this story doesn't add up at all,en,sms_spam_collection.txt,ham,nobody names their penis a girls name this story doesn't add up at all
"Aight, let me know when you're gonna be around usf",en,sms_spam_collection.txt,ham,"aight, let me know when you're gonna be around usf"
I'm not. She lip synced with shangela.,en,sms_spam_collection.txt,ham,i'm not. she lip synced with shangela.
Ü neva tell me how i noe... I'm not at home in da aft wat... ,en,sms_spam_collection.txt,ham,ü neva tell me how i noe... i'm not at home in da aft wat...
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,en,sms_spam_collection.txt,spam,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680. when booking quote 1st class x 2
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",en,sms_spam_collection.txt,ham,"buzz! hey, my love ! i think of you and hope your day goes well. did you sleep in ? i miss you babe. i long for the moment we are together again*loving smile*"
"Haha... Sounds crazy, dunno can tahan anot...",en,sms_spam_collection.txt,ham,"haha... sounds crazy, dunno can tahan anot..."
Ya that one is slow as poo,en,sms_spam_collection.txt,ham,ya that one is slow as poo
Im on gloucesterroad what are uup to later?,en,sms_spam_collection.txt,ham,im on gloucesterroad what are uup to later?
Lol no ouch but wish i'd stayed out a bit longer,en,sms_spam_collection.txt,ham,lol no ouch but wish i'd stayed out a bit longer
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",en,sms_spam_collection.txt,ham,"god asked, ""what is forgiveness?"" a little child gave lovely reply, ""it is d wonderful fruit that a tree gives when it is being hurt by a stone.. good night......"
We'll join the  &lt;#&gt;  bus,en,sms_spam_collection.txt,ham,we'll join the &lt;#&gt; bus
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,en,sms_spam_collection.txt,ham,was just about to ask. will keep this one. maybe that's why you didn't get all the messages we sent you on glo
K.i will send in  &lt;#&gt;  min:),en,sms_spam_collection.txt,ham,k.i will send in &lt;#&gt; min:)
Would me smoking you out help us work through this difficult time,en,sms_spam_collection.txt,ham,would me smoking you out help us work through this difficult time
Yes.mum lookin strong:),en,sms_spam_collection.txt,ham,yes.mum lookin strong:)
"Sir Goodmorning, Once free call me.",en,sms_spam_collection.txt,ham,"sir goodmorning, once free call me."
Where are you call me.,en,sms_spam_collection.txt,ham,where are you call me.
Love it! The girls at the office may wonder why you are smiling but sore...,en,sms_spam_collection.txt,ham,love it! the girls at the office may wonder why you are smiling but sore...
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",en,sms_spam_collection.txt,ham,"hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
Does uncle timi help in clearing cars,en,sms_spam_collection.txt,ham,does uncle timi help in clearing cars
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,en,sms_spam_collection.txt,ham,i came hostel. i m going to sleep. plz call me up before class. hrishi.
Ok... But bag again..,en,sms_spam_collection.txt,ham,ok... but bag again..
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",en,sms_spam_collection.txt,spam,"claim a 200 shopping spree, just call 08717895698 now! have you won! mobstorequiz10ppm"
Then ur physics get a-?,en,sms_spam_collection.txt,ham,then ur physics get a-?
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",en,sms_spam_collection.txt,ham,"dear friends, sorry for the late information. today is the birthday of our loving ar.praveesh. for more details log on to face book and see. its his number + &lt;#&gt; . dont miss a delicious treat."
How r ü going to send it to me?,en,sms_spam_collection.txt,ham,how r ü going to send it to me?
Can you do online transaction?,en,sms_spam_collection.txt,ham,can you do online transaction?
Dear got train and seat mine lower seat,en,sms_spam_collection.txt,ham,dear got train and seat mine lower seat
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,en,sms_spam_collection.txt,ham,let me know if you need anything else. salad or desert or something... how many beers shall i get?
WHORE YOU ARE UNBELIEVABLE.,en,sms_spam_collection.txt,ham,whore you are unbelievable.
"Are you sure you don't mean ""get here, we made you hold all the weed""",en,sms_spam_collection.txt,ham,"are you sure you don't mean ""get here, we made you hold all the weed"""
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",en,sms_spam_collection.txt,ham,"i love you !!! you know? can you feel it? does it make your belly warm? i wish it does, my love ... i shall meet you in your dreams, ahmad ... *adoring kiss*"
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",en,sms_spam_collection.txt,spam,"twinks, bears, scallies, skins and jocks are calling now. don't miss the weekend's fun. call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
Love it! I want to flood that pretty pussy with cum...,en,sms_spam_collection.txt,ham,love it! i want to flood that pretty pussy with cum...
Hey are you angry with me. Reply me dr.,en,sms_spam_collection.txt,ham,hey are you angry with me. reply me dr.
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",en,sms_spam_collection.txt,ham,"short but cute: ""be a good person, but dont try to prove it.."" .gud noon...."
Also remember the beads don't come off. Ever.,en,sms_spam_collection.txt,ham,also remember the beads don't come off. ever.
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,en,sms_spam_collection.txt,ham,they have a thread on the wishlist section of the forums where ppl post nitro requests. start from the last page and collect from the bottom up.
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,en,sms_spam_collection.txt,ham,for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt; petrol-rs. &lt;#&gt; beer-rs. &lt;#&gt; shesil &lt;#&gt;
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,en,sms_spam_collection.txt,spam,we tried to contact you re your reply to our offer of a video handset? 750 anytime any networks mins? unlimited text? camcorder? reply or call 08000930705 now
"It's ok, at least armand's still around",en,sms_spam_collection.txt,ham,"it's ok, at least armand's still around"
No da. I am happy that we sit together na,en,sms_spam_collection.txt,ham,no da. i am happy that we sit together na
Yup song bro. No creative. Neva test quality. He said check review online.,en,sms_spam_collection.txt,ham,yup song bro. no creative. neva test quality. he said check review online.
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,en,sms_spam_collection.txt,ham,dude while were makin those weirdy brownies my sister made awesome cookies. i took pics.
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,en,sms_spam_collection.txt,spam,urgent! we are trying to contact you. last weekends draw shows that you have won a £900 prize guaranteed. call 09061701851. claim code k61. valid 12hours only
Pls dont restrict her from eating anythin she likes for the next two days.,en,sms_spam_collection.txt,ham,pls dont restrict her from eating anythin she likes for the next two days.
Mm you ask him to come its enough :-),en,sms_spam_collection.txt,ham,mm you ask him to come its enough :-)
At the funeral home with Audrey and dad,en,sms_spam_collection.txt,ham,at the funeral home with audrey and dad
"Aight, can you text me the address?",en,sms_spam_collection.txt,ham,"aight, can you text me the address?"
Excellent! Wish we were together right now!,en,sms_spam_collection.txt,ham,excellent! wish we were together right now!
Yep then is fine 7.30 or 8.30 for ice age.,en,sms_spam_collection.txt,ham,yep then is fine 7.30 or 8.30 for ice age.
Pls i wont belive god.not only jesus.,en,sms_spam_collection.txt,ham,pls i wont belive god.not only jesus.
Can. Dunno wat to get 4 her...,en,sms_spam_collection.txt,ham,can. dunno wat to get 4 her...
How long does it take to get it.,en,sms_spam_collection.txt,ham,how long does it take to get it.
This is my number by vivek..,en,sms_spam_collection.txt,ham,this is my number by vivek..
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,en,sms_spam_collection.txt,spam,74355 xmas iscoming & ur awarded either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc
"sorry brah, just finished the last of my exams, what up",en,sms_spam_collection.txt,ham,"sorry brah, just finished the last of my exams, what up"
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",en,sms_spam_collection.txt,ham,"i got arrested for possession at, i shit you not, &lt;time&gt; pm"
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,en,sms_spam_collection.txt,ham,you are right though. i can't give you the space you want and need. this is really starting to become an issue. i was going to suggest setting a definite move out--if i'm still there-- after greece. but maybe you are ready and should do it now.
Just normal only here :),en,sms_spam_collection.txt,ham,just normal only here :)
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",en,sms_spam_collection.txt,ham,"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody."
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,en,sms_spam_collection.txt,ham,i miss you so much i'm so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. i love you
Hi. I'm always online on yahoo and would like to chat with you someday,en,sms_spam_collection.txt,ham,hi. i'm always online on yahoo and would like to chat with you someday
