text,source,label
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/812197,telegram,scam
"NBU: Hisobingizdan 4840,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=2026471",sms,scam
"Kriptovalyuta sarmoya qilib kuniga 4300,000 so'm toping: https://uz-yutuq.com/p=2329485",telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-8715075,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=6330054,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bit.ly/uz-2083576,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=8835761,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/3149953,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=495916,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=382647,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://uz-yutuq.com/p=7071145,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=9979407,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=1454666,telegram,scam
"Tabriklaymiz siz 2030,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-4207860",sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=417330,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 3980,000 so'm toping: http://pochta-uz.com/track=5234404",sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=7173873,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 2400,000 so'm toping: http://bit.ly/uz-1816824",sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=358854,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/7639952,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=108231,telegram,scam
"Davlat tomonidan 790,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=7868397",telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://18plus-video.apk/q=3287999,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=9773600,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/4860250,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=357111,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=1052825,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-2183768,sms,scam
"Davlat tomonidan 2280,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-9762446",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=9172041,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=4743656,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-6848784,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=2072646,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/5431598,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-9878329,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=6142917,sms,scam
"NBU: Hisobingizdan 4680,000 so'm yechib olindi! Bekor qilish: http://18plus-video.apk/q=3113508",sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=5478707,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 2860,000 so'm toping: http://18plus-video.apk/q=2813031",telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://pochta-uz.com/track=5153918,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://18plus-video.apk/q=2136152,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=8191924,telegram,scam
"Davlat tomonidan 1000,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=2700750",telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=9413666,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=8301232,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=5079325,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://bonus-uz.com/id/432873,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/3750880,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/9806115,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 2280,000 so'm toping: https://click-auth.uz/code=8282628",telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=1749183,sms,scam
"Davlat tomonidan 150,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=3334811",telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://click-auth.uz/code=543727,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=269924,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=1541598,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/266602,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=3715041,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/9560651,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/8803438,telegram,scam
"Sizga 3700,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6149150",sms,scam
"Davlat tomonidan 3770,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=7041232",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=8905436,telegram,scam
"Davlat tomonidan 2580,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=4127140",sms,scam
"Davlat tomonidan 2950,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/5193318",telegram,scam
"Davlat tomonidan 360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=5494714",telegram,scam
"Tabriklaymiz siz 2420,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3557780",sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=8465112,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-7394750,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=5632079,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=6917945,telegram,scam
"NBU: Hisobingizdan 3230,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-8629723",telegram,scam
"Davlat tomonidan 3980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/6878532",sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=6475647,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/8598008,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=4975123,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=9798486,sms,scam
"Davlat tomonidan 3880,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=3480033",sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://bit.ly/uz-2395669,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://pochta-uz.com/track=1033493,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=7109535,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=3608839,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=8162644,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 3280,000 so'm toping: http://18plus-video.apk/q=9400154",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=324375,sms,scam
"NBU: Hisobingizdan 360,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=61150",sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://bit.ly/uz-8181539,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 360,000 so'm toping: https://click-auth.uz/code=6404523",telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/6333467,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=8978356,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=2813597,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-8628357,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://click-auth.uz/code=6138168,sms,scam
"Davlat tomonidan 2990,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-1623620",sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/8445980,sms,scam
"NBU: Hisobingizdan 700,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-482038",sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=4311711,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=880759,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/9109479,sms,scam
"Davlat tomonidan 2420,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=85781",telegram,scam
"NBU: Hisobingizdan 1870,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=484306",telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 3340,000 so'm toping: http://pochta-uz.com/track=8113195",telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/9973102,sms,scam
"NBU: Hisobingizdan 360,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/8313447",telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=6469328,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=663200,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=189776,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=6875837,sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=5567710,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=1239658,sms,scam
"NBU: Hisobingizdan 3490,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/6036921",telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=5188232,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 700,000 so'm toping: http://bit.ly/uz-1969113",sms,scam
"Davlat tomonidan 900,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=7859215",telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-3006849,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=2787619,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://18plus-video.apk/q=3981418",sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=8383798,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=26579,sms,scam
"Tabriklaymiz siz 1460,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=9683774",sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=506389,sms,scam
"Sizga 4980,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=2034498",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-1622870,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bonus-uz.com/id/8005839,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1009808,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/7520894,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=7999623,sms,scam
"Sizga 4300,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5900071",sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=8556162,telegram,scam
"NBU: Hisobingizdan 790,000 so'm yechib olindi! Bekor qilish: https://t.me/premium_uz_bot?ref=9378878",sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=3042029,telegram,scam
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/5214262",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://uz-yutuq.com/p=4829706,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=7502238,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=4410878,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://bit.ly/uz-1234993,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=3226546,sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=5683961,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://bit.ly/uz-9721524,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=423902,telegram,scam
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1270889",sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=4313856,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=760212,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=7819439,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=4175006,sms,scam
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=7819034",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=6102704,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/7215185,telegram,scam
"Sizga 2020,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=9447814",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bonus-uz.com/id/5236017,sms,scam
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3714508",telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=9770356,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=1256159,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=1820899,sms,scam
"Sizga 180,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=270090",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=3759618,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=8091382,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=3769415,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=9622294,telegram,scam
"Tabriklaymiz siz 2860,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/9962656",telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=9155964,sms,scam
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=3832740",sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=1818748,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=7127833,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=286400,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=4956276,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=7281779,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 430,000 so'm toping: http://bonus-uz.com/id/5683580",telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-8834988,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=3370580,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=9441408,sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=8781447,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=3691833,telegram,scam
"Davlat tomonidan 430,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=9055481",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=2690536,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://uz-yutuq.com/p=7285060,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-3581544,telegram,scam
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=2263079",sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=5646294,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=5911760,telegram,scam
"Davlat tomonidan 3980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=8547454",sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=6861205,telegram,scam
"Sizga 3700,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=250249",sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-900429,telegram,scam
"Sizga 3190,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=8838101",sms,scam
"Tabriklaymiz siz 180,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8934103",sms,scam
"Davlat tomonidan 430,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=4335492",sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=3877784,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 1870,000 so'm toping: https://t.me/premium_uz_bot?ref=587142",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=6273306,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6128495,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=1216233,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 2860,000 so'm toping: https://uz-yutuq.com/p=8313006",sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=2192091,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=754803,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=478068,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=9925535,telegram,scam
"NBU: Hisobingizdan 3140,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/3841296",telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=5563836,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/3168824,sms,scam
"Davlat tomonidan 2400,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=8391529",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=7773107,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=2127792,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=2353742,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=2012946,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=5379164,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=2944698,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-1729703,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=9815610,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=4052003,sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/426024,sms,scam
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/8065895",sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=2528170,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=9372892,telegram,scam
"Tabriklaymiz siz 430,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=9350460",telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=5174770,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-1048105,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-6970071,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://bit.ly/uz-447466,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=3414272,sms,scam
"Davlat tomonidan 4680,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=5572508",telegram,scam
"Davlat tomonidan 1000,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-7579120",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bit.ly/uz-6727852,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=9435775,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/1788164,sms,scam
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5423281",telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=3845097,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=154388,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-6872860,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=6280026,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://18plus-video.apk/q=6285192,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=1687410,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://click-auth.uz/code=9107187,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=3567599,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=4981461,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=253040,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/4718096,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://click-auth.uz/code=3544498,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=7203129,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=7950908,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=2693426,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=7211042,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-1123578,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6474920,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=1604836,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-6301898,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=3472361,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/5556585,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=7018423,telegram,scam
"Davlat tomonidan 900,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=9117981",sms,scam
"NBU: Hisobingizdan 430,000 so'm yechib olindi! Bekor qilish: http://18plus-video.apk/q=2417959",sms,scam
