text,source,label,language_hint,priority,reason
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",sms,scam,en,high,high priority general scam
I doubt you could handle 5 times per night in any case...,sms,ham,en,medium,useful ham example for balance
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",sms,scam,en,high,high priority general scam
See you there!,sms,ham,en,medium,useful ham example for balance
Printer is cool. I mean groovy. Wine is groovying,sms,ham,en,medium,useful ham example for balance
Shuhui has bought ron's present it's a swatch watch...,sms,ham,en,medium,useful ham example for balance
K...k...yesterday i was in cbe .,sms,ham,en,medium,useful ham example for balance
Went to ganesh dress shop,sms,ham,en,medium,useful ham example for balance
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,sms,scam,en,medium,medium priority scam style
Tell me pa. How is pain de.,sms,ham,en,medium,useful ham example for balance
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
How do you guys go to see movies on your side.,sms,ham,en,medium,useful ham example for balance
"Yo, any way we could pick something up tonight?",sms,ham,en,medium,useful ham example for balance
Fine am simply sitting.,sms,ham,en,medium,useful ham example for balance
Thts god's gift for birds as humans hav some natural gift frm god..,sms,ham,en,medium,useful ham example for balance
Im done. Just studyn in library,sms,ham,en,medium,useful ham example for balance
"Yeah, we got one lined up for us",sms,ham,en,medium,useful ham example for balance
Hey i've booked the pilates and yoga lesson already... Haha,sms,ham,en,medium,useful ham example for balance
Leave it. U will always be ignorant.,sms,ham,en,medium,useful ham example for balance
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",sms,scam,en,high,strong prize scam pattern
Id have to check but there's only like 1 bowls worth left,sms,ham,en,medium,useful ham example for balance
Yes there were many sweets,sms,ham,en,medium,useful ham example for balance
"Tonight? Yeah, I'd be down for that",sms,ham,en,medium,useful ham example for balance
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,sms,scam,en,high,strong prize scam pattern
Do you still have the grinder?,sms,ham,en,medium,useful ham example for balance
K.i did't see you.:)k:)where are you now?,sms,ham,en,medium,useful ham example for balance
So i'm doing a list of buyers.,sms,ham,en,medium,useful ham example for balance
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,sms,ham,en,medium,useful ham example for balance
No b4 Thursday,sms,ham,en,medium,useful ham example for balance
"Excellent, I'll see what riley's plans are",sms,ham,en,medium,useful ham example for balance
Also hi wesley how've you been,sms,ham,en,medium,useful ham example for balance
"Hm good morning, headache anyone? :-)",sms,ham,en,medium,useful ham example for balance
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,sms,scam,en,medium,medium priority scam style
&lt;#&gt;  mins but i had to stop somewhere first.,sms,ham,en,medium,useful ham example for balance
I didn't get the second half of that message,sms,ham,en,medium,useful ham example for balance
Am in film ill call you later.,sms,ham,en,medium,useful ham example for balance
How dare you change my ring,sms,ham,en,medium,useful ham example for balance
You still at the game?,sms,ham,en,medium,useful ham example for balance
Cos darren say ü considering mah so i ask ü...,sms,ham,en,medium,useful ham example for balance
You are not bothering me but you have to trust my answers. Pls.,sms,ham,en,medium,useful ham example for balance
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,sms,scam,en,medium,medium priority scam style
There is no sense in my foot and penis.,sms,ham,en,medium,useful ham example for balance
S.s:)i thinl role is like sachin.just standing. Others have to hit.,sms,ham,en,medium,useful ham example for balance
K..k:)how about your training process?,sms,ham,en,medium,useful ham example for balance
In da car park,sms,ham,en,medium,useful ham example for balance
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,sms,scam,en,high,strong prize scam pattern
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,sms,ham,en,medium,useful ham example for balance
Even if he my friend he is a priest call him now,sms,ham,en,medium,useful ham example for balance
I wait 4 ü inside da car park...,sms,ham,en,medium,useful ham example for balance
Wat r u doing now?,sms,ham,en,medium,useful ham example for balance
"Sorry,  in meeting I'll call you later",sms,ham,en,medium,useful ham example for balance
Yeah but which is worse for i,sms,ham,en,medium,useful ham example for balance
Long time. You remember me today.,sms,ham,en,medium,useful ham example for balance
I can't describe how lucky you are that I'm actually awake by noon,sms,ham,en,medium,useful ham example for balance
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,sms,scam,en,high,strong prize scam pattern
Cheers for the card ... Is it that time of year already?,sms,ham,en,medium,useful ham example for balance
"Haven't seen my facebook, huh? Lol!",sms,ham,en,medium,useful ham example for balance
"Mah b, I'll pick it up tomorrow",sms,ham,en,medium,useful ham example for balance
Do u still have plumbers tape and a wrench we could borrow?,sms,ham,en,medium,useful ham example for balance
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",sms,scam,en,high,strong prize scam pattern
It vl bcum more difficult..,sms,ham,en,medium,useful ham example for balance
Havent still waitin as usual... Ü come back sch oredi?,sms,ham,en,medium,useful ham example for balance
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",sms,scam,en,high,strong prize scam pattern
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,sms,scam,en,high,strong prize scam pattern
Just curious because my cuz asked what I was up to,sms,ham,en,medium,useful ham example for balance
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
Come to mahal bus stop.. &lt;DECIMAL&gt;,sms,ham,en,medium,useful ham example for balance
Well that must be a pain to catch,sms,ham,en,medium,useful ham example for balance
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,sms,scam,en,medium,medium priority scam style
"Yes, princess. Toledo.",sms,ham,en,medium,useful ham example for balance
Also track down any lighters you can find,sms,ham,en,medium,useful ham example for balance
"No, but you told me you were going, before you got drunk!",sms,ham,en,medium,useful ham example for balance
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",sms,scam,en,high,strong prize scam pattern
So u gonna get deus ex?,sms,ham,en,medium,useful ham example for balance
Ok then i come n pick u at engin?,sms,ham,en,medium,useful ham example for balance
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",sms,scam,en,medium,medium priority scam style
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,sms,scam,en,high,strong prize scam pattern
But i'm surprised she still can guess right lor...,sms,ham,en,medium,useful ham example for balance
Kay... Since we are out already,sms,ham,en,medium,useful ham example for balance
Nope... Juz off from work...,sms,ham,en,medium,useful ham example for balance
Then u go back urself lor...,sms,ham,en,medium,useful ham example for balance
I AM AT THE GAS STATION. GO THERE.,sms,ham,en,medium,useful ham example for balance
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,sms,ham,en,medium,useful ham example for balance
Still i have not checked it da. . .,sms,ham,en,medium,useful ham example for balance
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",sms,ham,en,medium,useful ham example for balance
"Yo my trip got postponed, you still stocked up?",sms,ham,en,medium,useful ham example for balance
Hey what are you doing. Y no reply pa..,sms,ham,en,medium,useful ham example for balance
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sms,ham,en,medium,useful ham example for balance
Dear umma she called me now :-),sms,ham,en,medium,useful ham example for balance
"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",sms,scam,en,high,high priority general scam
So u workin overtime nigpun?,sms,ham,en,medium,useful ham example for balance
Please CALL 08712402972 immediately as there is an urgent message waiting for you,sms,scam,en,high,high priority general scam
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
Thanks honey. Have a great day.,sms,ham,en,medium,useful ham example for balance
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",sms,scam,en,high,strong prize scam pattern
True. Its easier with her here.,sms,ham,en,medium,useful ham example for balance
Yes but I don't care cause I know its there!,sms,ham,en,medium,useful ham example for balance
Ok. I.ll do you right later.,sms,ham,en,medium,useful ham example for balance
Have your lunch and come quickly and open the door:),sms,ham,en,medium,useful ham example for balance
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,sms,scam,en,medium,medium priority scam style
My phone,sms,ham,en,medium,useful ham example for balance
"Haha figures, well I found the piece and priscilla's bowl",sms,ham,en,medium,useful ham example for balance
You getting back any time soon?,sms,ham,en,medium,useful ham example for balance
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",sms,scam,en,medium,medium priority scam style
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",sms,scam,en,high,strong prize scam pattern
Nite...,sms,ham,en,medium,useful ham example for balance
Try neva mate!!,sms,ham,en,medium,useful ham example for balance
Should i send you naughty pix? :),sms,ham,en,medium,useful ham example for balance
"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",sms,scam,en,high,strong prize scam pattern
Prepare to be pounded every night...,sms,ham,en,medium,useful ham example for balance
Ü come lt 25 n pass to me lar,sms,ham,en,medium,useful ham example for balance
Thank You meet you monday,sms,ham,en,medium,useful ham example for balance
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",sms,scam,en,medium,medium priority scam style
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,sms,scam,en,high,strong prize scam pattern
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,sms,scam,en,medium,medium priority scam style
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",sms,scam,en,medium,medium priority scam style
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,sms,scam,en,high,strong prize scam pattern
You are right. Meanwhile how's project twins comin up,sms,ham,en,medium,useful ham example for balance
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,sms,scam,en,medium,medium priority scam style
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,sms,scam,en,high,strong prize scam pattern
Then wat r u doing now? Busy wif work?,sms,ham,en,medium,useful ham example for balance
Cps is causing the outages to conserve energy.,sms,ham,en,medium,useful ham example for balance
"I'm not sure, I was just checking out what was happening around the area",sms,ham,en,medium,useful ham example for balance
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,sms,scam,en,medium,medium priority scam style
Goin to workout lor... Muz lose e fats...,sms,ham,en,medium,useful ham example for balance
"Damn, poor zac doesn't stand a chance",sms,ham,en,medium,useful ham example for balance
Thank you princess! You are so sexy...,sms,ham,en,medium,useful ham example for balance
You know what hook up means right?,sms,ham,en,medium,useful ham example for balance
* Thought I didn't see you.,sms,ham,en,medium,useful ham example for balance
"Hey babe, my friend had to cancel, still up for a visit ?",sms,ham,en,medium,useful ham example for balance
Hmm ill have to think about it... ok you're forgiven! =D,sms,ham,en,medium,useful ham example for balance
It has issues right now. Ill fix for her by tomorrow.,sms,ham,en,medium,useful ham example for balance
Why i come in between you people,sms,ham,en,medium,useful ham example for balance
Wait.i will come out.. &lt;#&gt;  min:),sms,ham,en,medium,useful ham example for balance
I will reach ur home in  &lt;#&gt;  minutes,sms,ham,en,medium,useful ham example for balance
Thanks for loving me so. You rock,sms,ham,en,medium,useful ham example for balance
Yeah imma come over cause jay wants to do some drugs,sms,ham,en,medium,useful ham example for balance
Ok thanx... Take care then...,sms,ham,en,medium,useful ham example for balance
Whos this am in class:-),sms,ham,en,medium,useful ham example for balance
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,sms,scam,en,high,strong prize scam pattern
LOL what happens in Vegas stays in vegas,sms,ham,en,medium,useful ham example for balance
Dad says hurry the hell up,sms,ham,en,medium,useful ham example for balance
"Sir, i am waiting for your call, once free please call me.",sms,ham,en,medium,useful ham example for balance
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,sms,scam,en,high,strong prize scam pattern
S:)but he had some luck.2 catches put down:),sms,ham,en,medium,useful ham example for balance
Oh...i asked for fun. Haha...take care. ü,sms,ham,en,medium,useful ham example for balance
Networking technical support associate.,sms,ham,en,medium,useful ham example for balance
Did you stitch his trouser,sms,ham,en,medium,useful ham example for balance
"Aight, let me know when you're gonna be around usf",sms,ham,en,medium,useful ham example for balance
I'm not. She lip synced with shangela.,sms,ham,en,medium,useful ham example for balance
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,sms,scam,en,high,strong prize scam pattern
We'll join the  &lt;#&gt;  bus,sms,ham,en,medium,useful ham example for balance
Would me smoking you out help us work through this difficult time,sms,ham,en,medium,useful ham example for balance
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",sms,scam,en,medium,medium priority scam style
"Sir Goodmorning, Once free call me.",sms,ham,en,medium,useful ham example for balance
Where are you call me.,sms,ham,en,medium,useful ham example for balance
Ok lor. Msg me b4 u call.,sms,ham,en,medium,useful ham example for balance
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",sms,scam,en,high,strong prize scam pattern
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",sms,scam,en,high,strong prize scam pattern
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",sms,ham,en,medium,useful ham example for balance
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,sms,scam,en,high,strong prize scam pattern
Excellent! Wish we were together right now!,sms,ham,en,medium,useful ham example for balance
Can. Dunno wat to get 4 her...,sms,ham,en,medium,useful ham example for balance
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,sms,scam,en,medium,medium priority scam style
"sorry brah, just finished the last of my exams, what up",sms,ham,en,medium,useful ham example for balance
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",sms,ham,en,medium,useful ham example for balance
Just normal only here :),sms,ham,en,medium,useful ham example for balance
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,sms,scam,en,high,strong prize scam pattern
"Sure, I'll see if I can come by in a bit",sms,ham,en,medium,useful ham example for balance
Watching tv lor. Nice one then i like lor.,sms,ham,en,medium,useful ham example for balance
Then ü come n pick me at 530 ar?,sms,ham,en,medium,useful ham example for balance
Early bird! Any purchases yet?,sms,ham,en,medium,useful ham example for balance
"Yeah that's what I thought, lemme know if anything's goin on later",sms,ham,en,medium,useful ham example for balance
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",sms,ham,en,medium,useful ham example for balance
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",sms,scam,en,high,strong prize scam pattern
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,sms,scam,en,high,high priority general scam
Like a personal sized or what,sms,ham,en,medium,useful ham example for balance
Unlimited texts. Limited minutes.,sms,ham,en,medium,useful ham example for balance
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,sms,scam,en,high,strong prize scam pattern
Have you heard from this week?,sms,ham,en,medium,useful ham example for balance
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,sms,scam,en,high,strong prize scam pattern
That depends. How would you like to be treated? :),sms,ham,en,medium,useful ham example for balance
Waiting in e car 4 my mum lor. U leh? Reach home already?,sms,ham,en,medium,useful ham example for balance
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,sms,scam,en,high,strong prize scam pattern
Ard 530 lor. I ok then message ü lor.,sms,ham,en,medium,useful ham example for balance
How? Izzit still raining?,sms,ham,en,medium,useful ham example for balance
How come guoyang go n tell her? Then u told her?,sms,ham,en,medium,useful ham example for balance
I sent lanre fakeye's Eckankar details to the mail box,sms,ham,en,medium,useful ham example for balance
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,sms,scam,en,high,strong prize scam pattern
Roger that. We‘re probably going to rem in about 20,sms,ham,en,medium,useful ham example for balance
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",sms,ham,en,medium,useful ham example for balance
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,sms,ham,en,medium,useful ham example for balance
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,sms,scam,en,high,high priority general scam
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",sms,scam,en,high,strong prize scam pattern
I'm reaching home in 5 min.,sms,ham,en,medium,useful ham example for balance
In which place i can get rooms cheap:-),sms,ham,en,medium,useful ham example for balance
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",sms,scam,en,high,strong prize scam pattern
Well. Balls. Time to make calls,sms,ham,en,medium,useful ham example for balance
&lt;#&gt;  in mca. But not conform.,sms,ham,en,medium,useful ham example for balance
Lol its ok I didn't remember til last nite,sms,ham,en,medium,useful ham example for balance
"[…] anyway, many good evenings to u! s",sms,ham,en,medium,useful ham example for balance
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,sms,scam,en,high,strong prize scam pattern
Win a £1000 cash prize or a prize worth £5000,sms,scam,en,high,strong prize scam pattern
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,sms,ham,en,medium,useful ham example for balance
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,sms,scam,en,high,strong prize scam pattern
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,sms,scam,en,high,high priority general scam
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,sms,scam,en,medium,medium priority scam style
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",sms,scam,en,medium,medium priority scam style
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,sms,scam,en,medium,medium priority scam style
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,sms,scam,en,medium,medium priority scam style
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,sms,scam,en,high,strong prize scam pattern
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",sms,scam,en,high,high priority general scam
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",sms,ham,en,medium,useful ham example for balance
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,sms,scam,en,high,strong prize scam pattern
"Cool, want me to go to kappa or should I meet you outside mu",sms,ham,en,medium,useful ham example for balance
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",sms,scam,en,medium,medium priority scam style
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,sms,scam,en,medium,medium priority scam style
No need to say anything to me. I know i am an outsider,sms,ham,en,medium,useful ham example for balance
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,sms,scam,en,high,strong prize scam pattern
I told that am coming on wednesday.,sms,ham,en,medium,useful ham example for balance
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",sms,scam,en,high,strong prize scam pattern
Are you at work right now ?,sms,ham,en,medium,useful ham example for balance
And pls pls drink plenty plenty water,sms,ham,en,medium,useful ham example for balance
How are you doing. How's the queen. Are you going for the royal wedding,sms,ham,en,medium,useful ham example for balance
Two teams waiting for some players,sms,ham,en,medium,useful ham example for balance
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",sms,ham,en,medium,useful ham example for balance
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",sms,scam,en,high,high priority general scam
Mm umma ask vava also to come tell him can play later together,sms,ham,en,medium,useful ham example for balance
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,sms,scam,en,high,strong prize scam pattern
Er mw im filled tuth is aight,sms,ham,en,medium,useful ham example for balance
Actually i'm waiting for 2 weeks when they start putting ad.,sms,ham,en,medium,useful ham example for balance
Double eviction this week - Spiral and Michael and good riddance to them!,sms,ham,en,medium,useful ham example for balance
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,sms,scam,en,high,strong prize scam pattern
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,sms,scam,en,high,strong prize scam pattern
Is toshiba portege m100 gd?,sms,ham,en,medium,useful ham example for balance
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,sms,scam,en,medium,medium priority scam style
Loosu go to hospital. De dont let it careless.,sms,ham,en,medium,useful ham example for balance
How much for an eighth?,sms,ham,en,medium,useful ham example for balance
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,sms,scam,en,high,strong prize scam pattern
You'll never believe this but i have actually got off at taunton. Wow,sms,ham,en,medium,useful ham example for balance
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,sms,scam,en,medium,medium priority scam style
Ball is moving a lot.will spin in last :)so very difficult to bat:),sms,ham,en,medium,useful ham example for balance
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",sms,scam,en,high,strong prize scam pattern
"Okay, good, no problem, and thanx!",sms,ham,en,medium,useful ham example for balance
G.W.R,sms,ham,en,medium,useful ham example for balance
Please CALL 08712402578 immediately as there is an urgent message waiting for you,sms,scam,en,high,high priority general scam
Yup i'm free...,sms,ham,en,medium,useful ham example for balance
Ha ha - had popped down to the loo when you hello-ed me. Hello!,sms,ham,en,medium,useful ham example for balance
That seems unnecessarily hostile,sms,ham,en,medium,useful ham example for balance
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",sms,scam,en,medium,medium priority scam style
i thought we were doing a king of the hill thing there.,sms,ham,en,medium,useful ham example for balance
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,sms,scam,en,high,strong prize scam pattern
Great. So should i send you my account number.,sms,ham,en,medium,useful ham example for balance
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",sms,scam,en,medium,medium priority scam style
Mm yes dear look how i am hugging you both. :-P,sms,ham,en,medium,useful ham example for balance
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,sms,scam,en,high,high priority general scam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",sms,scam,en,high,strong prize scam pattern
"Doing nothing, then u not having dinner w us?",sms,ham,en,medium,useful ham example for balance
Mathews or tait or edwards or anderson,sms,ham,en,medium,useful ham example for balance
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,sms,ham,en,medium,useful ham example for balance
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,sms,scam,en,medium,medium priority scam style
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",sms,scam,en,high,strong prize scam pattern
You also didnt get na hi hi hi hi hi,sms,ham,en,medium,useful ham example for balance
Update your face book status frequently :),sms,ham,en,medium,useful ham example for balance
Sounds great! Im going to sleep now. Have a good night!,sms,ham,en,medium,useful ham example for balance
How come u got nothing to do?,sms,ham,en,medium,useful ham example for balance
Hey u still at the gym?,sms,ham,en,medium,useful ham example for balance
S but not able to sleep.,sms,ham,en,medium,useful ham example for balance
We will meet soon princess! Ttyl!,sms,ham,en,medium,useful ham example for balance
Oh :-)only 4 outside players allowed to play know,sms,ham,en,medium,useful ham example for balance
I anything lor.,sms,ham,en,medium,useful ham example for balance
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",sms,ham,en,medium,useful ham example for balance
