text,clean_text,label,language,source
Also hi wesley how've you been,also hi wesley how've you been,SAFE,en,v10_eng_foundation
"New rewards available, chheck youur eligibility..",new rewards available chheck youur eligibility..,SUSPICIOUS,en,synthetic_suspicious_v1
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now.,SAFE,en,v10_eng_foundation
Bugun 20:45 da ko'rishamiz. tezroq,bugun 20:45 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation
I have gone into get info bt dont know what to do,i have gone into get info bt dont know what to do,SAFE,en,v10_eng_foundation
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://click-safety.uz/691275!!,sizning kartangiz bloklandi. tasdiqlash uchun: http://click safety.uz/691275,DANGEROUS,uz,v10_uzb_foundation
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns have i told you i adore you loverboy. i hope you remember to thank your sister in law for those meatballs grins ... i love you babe,SAFE,en,v10_eng_foundation
"Hisobingiz vaqtincha cheklangan, tadsiqlang...",hisobingiz vaqtincha cheklangan tadsiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,click.uz to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: https://payme help.uz,DANGEROUS,uz,v10_uzb_foundation
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratulations thanks to a good friend u have won the 2 000 xmas prize. 2 claim is easy just call 08712103738 now only 10p per minute. bt national rate,SUSPICIOUS,uz,v10_uzb_foundation
O'tkazma qabul qilindi: 40599 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 40599 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation
"Menga 339 000 tashlab ber, ertaga qaytaraman.!!",menga 339 000 tashlab ber ertaga qaytaraman.,SAFE,uz,v10_uzb_foundation
Muvaffaqiyatli to'lov! Miqdor: 368963 so'm. Uzum,muvaffaqiyatli to'lov miqdor: 368963 so'm. uzum,SAFE,uz,v10_uzb_foundation
"Oбyчy как получать 8-10% в день на paзницe кypcов внутри Вуbit 
Aктивы или данные в упpaвление не запpaшиваю - пеpeводите % от peзультата раз в неделю 
Oпыт не обязателен 
Нужно уделять до часу в день",oбyчy как получать 8 10 в день на paзницe кypcов внутри вуbit aктивы или данные в упpaвление не запpaшиваю пеpeводите от peзультата раз в неделю oпыт не обязателен нужно уделять до часу в день,SUSPICIOUS,ru,v10_rus_foundation
"Contcat support iltimos, muamo bor",contcat support iltimos muamo bor,SUSPICIOUS,uz,synthetic_suspicious_v1
Taka lor. Wat time u wan 2 come n look 4 us?,taka lor. wat time u wan 2 come n look 4 us,SAFE,uz,v10_uzb_foundation
ÃÃ dun need to pick ur gf?,ã ã dun need to pick ur gf,SAFE,en,v10_eng_foundation
Tizigma kirish uchun hisobni qayta faollashtiring,tizigma kirish uchun hisobni qayta faollashtiring,SUSPICIOUS,uz,synthetic_suspicious_v1
"Kriptovalyuta sarmoya qilib kuniga 2950,000 so'm toping: https://click-auth.uz/code=7005744",kriptovalyuta sarmoya qilib kuniga 2950 000 so'm toping: https://click auth.uz/code 7005744,DANGEROUS,uz,v10_uzb_foundation
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/304786 -,click payment failed. tasdiqlash uchun linkga o'ting: http://pay check.net/304786,DANGEROUS,uz,v10_uzb_foundation
"Sizning Humo kartangizdan 50,000 so'm yechildi. Tafsilotlar: http://bank.uz/stats",sizning humo kartangizdan 50 000 so'm yechildi. tafsilotlar: http://bank.uz/stats,SAFE,uz,v10_uzb_foundation
"Menga 900,000 so'm tashlab tura olasanmi? tezroq",menga 900 000 so'm tashlab tura olasanmi tezroq,SAFE,uz,v10_uzb_foundation
"Sizga 50,000 so'm cashback berilishi mumkin!",sizga 50 000 so'm cashback berilishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693,SUSPICIOUS,en,v10_eng_foundation
"I call you later, don't have network. If urgnt, sms me.",i call you later don't have network. if urgnt sms me.,SAFE,en,v10_eng_foundation
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=8730968,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot ref 8730968,DANGEROUS,uz,v10_uzb_foundation
Списание 386 000 прошло успешно. Отменить: http://pay-check.net/844284 👍,списание 386 000 прошло успешно. отменить: http://pay check.net/844284,DANGEROUS,ru,v10_rus_foundation
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,oson to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum tasdiq.uz,DANGEROUS,uz,v10_uzb_foundation
Инвестиции в газ! Доход от 767 000 в неделю: http://uz-confirm.com/680113,инвестиции в газ доход от 767 000 в неделю: http://uz confirm.com/680113,DANGEROUS,ru,v10_rus_foundation
Anything lar then Ã_ not going home 4 dinner?,anything lar then ã _ not going home 4 dinner,SAFE,en,v10_eng_foundation
Karta faollashtirildi. Kod: 214957,karta faollashtirildi. kod: 214957,SAFE,uz,v10_uzb_foundation
How? Izzit still raining?,how izzit still raining,SAFE,en,v10_eng_foundation
Sizga 211682 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 211682 so'm bonus berildi olish uchun: http://lucky draw.net,SUSPICIOUS,uz,v10_uzb_foundation
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=3632106,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: https://t.me/premium_uz_bot ref 3632106,DANGEROUS,uz,v10_uzb_foundation
Profile ni update qilish kerak...,profile ni update qilish kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=7636798,click to'lovi amalga oshmadi. tasdiqlash: http://pochta uz.com/track 7636798,DANGEROUS,uz,v10_uzb_foundation
Списание 862 000 прошло успешно. Отменить: https://t.me/prize_bot/927680 ),списание 862 000 прошло успешно. отменить: https://t.me/prize_bot/927680,DANGEROUS,ru,v10_rus_foundation
Akkaunntingiz xavfsizlik sababli tekshirilmoqda...,akkaunntingiz xavfsizlik sababli tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1
Diqqat! Akkauntingiz xavf ostida ID-1001. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/1,diqqat akkauntingiz xavf ostida id 1001. shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash uz.com/1,DANGEROUS,uz,v10_uzb_foundation
Bugungi majlis 13:00 ga surildi..,bugungi majlis 13:00 ga surildi..,SAFE,en,v10_eng_foundation
Hisobingiz faoliyatida o'zgariish mavujd...,hisobingiz faoliyatida o'zgariish mavujd...,SUSPICIOUS,uz,synthetic_suspicious_v1
"Tasdiqlash kodi: 1212. Uni hech kimga bermang, xodimlarimiz ham so'ramaydi.",tasdiqlash kodi: 1212. uni hech kimga bermang xodimlarimiz ham so'ramaydi.,SAFE,uz,v10_uzb_foundation
A new device signed into yoru accoutn..,a new device signed into yoru accoutn..,SUSPICIOUS,en,synthetic_suspicious_v1
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",hurmatli mijoz nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank uz.com,DANGEROUS,uz,v10_uzb_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=5090911,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot ref 5090911,DANGEROUS,uz,v10_uzb_foundation
I notced your profile matches our criteria...,i notced your profile matches our criteria...,SUSPICIOUS,en,synthetic_suspicious_v1
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/775694.,ваша карта заблокирована. подтвердите по ссылке: https://t.me/prize_bot/775694.,DANGEROUS,ru,v10_rus_foundation
"Do'stingiz sizga sovgg'a yubordi, tasdiqlang...",do'stingiz sizga sovgg'a yubordi tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,depends on individual lor e hair dresser say pretty but my parents say look gong. u kaypoh.. i also dunno wat she collecting.,SAFE,uz,v10_uzb_foundation
"Yangi qurilmadan (Samsung Galaxy, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=29",yangi qurilmadan samsung galaxy tashkent hisobingizga kirish aniqlandi. xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq id 29,DANGEROUS,uz,v10_uzb_foundation
Telegram Admin: Profilingiz qoidabuzarlik uchun o'chirilishi mumkin. Kodni kiriting: http://check-user.online,telegram admin: profilingiz qoidabuzarlik uchun o'chirilishi mumkin. kodni kiriting: http://check user.online,DANGEROUS,uz,v10_uzb_foundation
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/931486 ?,вход в личный кабинет с нового устройства. это не вы http://pay check.net/931486,DANGEROUS,ru,v10_rus_foundation
Profilingizda o'zgarishlar aniqlandi!,profilingizda o'zgarishlar aniqlandi,SUSPICIOUS,uz,synthetic_suspicious_v1
Госуслуги: Вам начислена выплата 381 000. https://t.me/prize_bot/766152!,госуслуги: вам начислена выплата 381 000. https://t.me/prize_bot/766152,DANGEROUS,ru,v10_rus_foundation
Szga Xavfsizlik dan xabar keldi,szga xavfsizlik dan xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1
Финансовый отдел: несоответствие в платежах!,финансовый отдел: несоответствие в платежах,SUSPICIOUS,ru,synthetic_suspicious_v1
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,how i noe... did ü specify da domain as nusstu... ü still in sch...,SAFE,en,v10_eng_foundation
"Ya tel, wats ur problem..",ya tel wats ur problem..,SAFE,en,v10_eng_foundation
Kodingiz: 846001. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 846001. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one ringtone and now getting texts costing 3 pound offering more tones etc,SUSPICIOUS,en,v10_eng_foundation
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works for me. i am lt gt years old. hope that doesnt bother you.,SAFE,en,v10_eng_foundation
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=1358300,yangi video yuklandi 18 apk yuklab oling: http://18plus video .apk /q 1358300,DANGEROUS,en,v10_eng_foundation
Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/246737 OK,davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/246737 ok,DANGEROUS,uz,v10_uzb_foundation
At 7 we will go ok na.,at 7 we will go ok na.,SAFE,en,v10_eng_foundation
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,uzum pay to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet verify.com,DANGEROUS,uz,v10_uzb_foundation
Ваш еженедельный отчет готов!,ваш еженедельный отчет готов,SUSPICIOUS,ru,synthetic_suspicious_v1
Xizmat haqi: 375320 so'm. Uzcard xizmati.,xizmat haqi: 375320 so'm. uzcard xizmati.,SAFE,uz,v10_uzb_foundation
Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leave it wif me lar... ìï wan to carry meh so heavy... is da num 98321561 familiar to ì_,SAFE,en,v10_eng_foundation
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=1839344,telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot ref 1839344,DANGEROUS,uz,v10_uzb_foundation
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",u r subscribed 2 textcomp 250 wkly comp. 1st wk s free question follows subsequent wks charged 150p/msg.2 unsubscribe txt stop 2 84128 custcare 08712405020,SUSPICIOUS,uz,v10_uzb_foundation
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 1527). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/29",sizning hisobingizdan 500 000 so'm yechib olindi ref: 1527 . bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz bank cancel.com/29,DANGEROUS,uz,v10_uzb_foundation
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save yourself the stress. if the person has a dorm account just send your account details and the money will be sent to you.,SAFE,en,v10_eng_foundation
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,SAFE,en,v10_eng_foundation
Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope i didn't wake u up,SAFE,uz,v10_uzb_foundation
"Menga 4980,000 so'm tashlab tura olasanmi? :)",menga 4980 000 so'm tashlab tura olasanmi :,SAFE,uz,v10_uzb_foundation
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",i got like lt gt i can get some more later though. get whatever you feel like,SAFE,en,v10_eng_foundation
will you like to be spoiled? :),will you like to be spoiled :,SAFE,en,v10_eng_foundation
Karta faollashtirildi. Kod: 621824,karta faollashtirildi. kod: 621824,SAFE,uz,v10_uzb_foundation
Akkauntingiz xavfsizlik tekshiruvidan o'tihsi lozim..,akkauntingiz xavfsizlik tekshiruvidan o'tihsi lozim..,SUSPICIOUS,uz,synthetic_suspicious_v1
Bugungi majlis 10:30 ga surildi..,bugungi majlis 10:30 ga surildi..,SAFE,en,v10_eng_foundation
Oh k k:)but he is not a big hitter.anyway good,oh k k: but he is not a big hitter.anyway good,SAFE,en,v10_eng_foundation
How come i din c Ì_... Yup i cut my hair...,how come i din c ì_... yup i cut my hair...,SAFE,en,v10_eng_foundation
Got it! It looks scrumptious... daddy wants to eat you all night long!,got it it looks scrumptious... daddy wants to eat you all night long,SAFE,en,v10_eng_foundation
Do u hav any frnd by name ashwini in ur college?,do u hav any frnd by name ashwini in ur college,SAFE,uz,v10_uzb_foundation
U vas noviy yutuq! 511 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-367036 (,u vas noviy yutuq 511 000 yutib oldingiz. claim your prize: https://bit.ly/claim 367036,DANGEROUS,uz,v10_uzb_foundation
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. busy transcribing. :,SAFE,en,v10_eng_foundation
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,you have won a guaranteed å 1000 cash or a å 2000 prize. to claim yr prize call our customer service representative on 08714712412 between 10am 7pm cost 10p,SUSPICIOUS,en,v10_eng_foundation
"Tabriklaymiz siz 790,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=3391796",tabriklaymiz siz 790 000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta uz.com/track 3391796,DANGEROUS,uz,v10_uzb_foundation
U vas noviy yutuq! 383 000 yutib oldingiz. Claim your prize: http://click-safety.uz/615744 :),u vas noviy yutuq 383 000 yutib oldingiz. claim your prize: http://click safety.uz/615744 :,DANGEROUS,uz,v10_uzb_foundation
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=23,diqqat hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck uz user 23,DANGEROUS,uz,v10_uzb_foundation
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",sorry i'll call later in meeting any thing related to trade please call arul. lt gt,SAFE,en,v10_eng_foundation
I'm working technical support :)voice process.,i'm working technical support : voice process.,SAFE,en,v10_eng_foundation
Telegram premium sovg'a claim qiling: https://bit.ly/claim-351758..,telegram premium sovg'a claim qiling: https://bit.ly/claim 351758..,DANGEROUS,uz,v10_uzb_foundation
From 5 to 2 only my work timing.,from 5 to 2 only my work timing.,SAFE,en,v10_eng_foundation
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,your unique user id is 1172. for removal send stop to 87239 customer services 08708034412,SUSPICIOUS,en,v10_eng_foundation
Keep my payasam there if rinu brings,keep my payasam there if rinu brings,SAFE,en,v10_eng_foundation
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe have you got enough money to pick up bread and milk and i'll give you it back when you get home,SAFE,en,v10_eng_foundation
Kodingiz: 178801. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 178801. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation
Time-sensiitive: confirm your account details,time sensiitive: confirm your account details,SUSPICIOUS,en,synthetic_suspicious_v1
Ertaga dars 10:00 da boshlanadi...,ertaga dars 10:00 da boshlanadi...,SAFE,uz,v10_uzb_foundation
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,how dare you stupid. i wont tell anything to you. hear after i wont talk to you: .,SAFE,en,v10_eng_foundation
O'tkazma qabul qilindi: 374832 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 374832 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation
Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre doing it to lots of places. only hospitals and medical places are safe.,SAFE,en,v10_eng_foundation
Xavfsizlik mrkazi: hisobingiz tekshirilmoqda...,xavfsizlik mrkazi: hisobingiz tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1
IT-отдел: смените паорль в целях безопасности,it отдел: смените паорль в целях безопасности,SUSPICIOUS,ru,synthetic_suspicious_v1
Balansingiz: 294963 so'm. To'lov muvaffaqiyatli.,balansingiz: 294963 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation
Вы выиграли 273 000 рублей! Получите приз: https://bit.ly/claim-423261 -,вы выиграли 273 000 рублей получите приз: https://bit.ly/claim 423261,DANGEROUS,ru,v10_rus_foundation
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balance is now å 600. next question: complete the landmark big a. bob b. barry or c. ben . text a b or c to 83738. good luck,SUSPICIOUS,en,v10_eng_foundation
Veriyf your email to keep yur account actiive,veriyf your email to keep yur account actiive,SUSPICIOUS,en,synthetic_suspicious_v1
Long after I quit. I get on only like 5 minutes a day as it is.,long after i quit. i get on only like 5 minutes a day as it is.,SAFE,en,v10_eng_foundation
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought: 'its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt...: gud nyt,SAFE,en,v10_eng_foundation
"Hisobingiz balansi 15,000 so'mdan past",hisobingiz balansi 15 000 so'mdan past,SUSPICIOUS,uz,synthetic_suspicious_v1
"Hurmatli mioz, akkauntingiz bo'yicha aniqlik kiritish kerak...",hurmatli mioz akkauntingiz bo'yicha aniqlik kiritish kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1
Must come later.. I normally bathe him in da afternoon mah..,must come later.. i normally bathe him in da afternoon mah..,SAFE,en,v10_eng_foundation
Oshga kelasizmi?...,oshga kelasizmi ...,SAFE,en,v10_eng_foundation
Xizmat haqi: 174412 so'm. Click xizmati.,xizmat haqi: 174412 so'm. click xizmati.,SAFE,uz,v10_uzb_foundation
Sizga 607265 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 607265 so'm bonus berildi olish uchun: http://promo gift.ml,SUSPICIOUS,uz,v10_uzb_foundation
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",oh shit i thought that was your trip loooooool ... that just makes so much more sense now ... grins and the sofa reference was ... the sleep on a couch link you sent me ... wasn't that how you went on your trip oh ... and didn't your babe go with you for that celebration with your rents,SAFE,en,v10_eng_foundation
"Sizga 1750,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=7948926",sizga 1750 000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click auth.uz/code 7948926,DANGEROUS,uz,v10_uzb_foundation
Dude how do you like the buff wind.,dude how do you like the buff wind.,SAFE,en,v10_eng_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=8194922,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://click auth.uz/code 8194922,DANGEROUS,uz,v10_uzb_foundation
"Tabriklaymiz siz 2860,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/9962656",tabriklaymiz siz 2860 000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus uz.com/id/9962656,DANGEROUS,uz,v10_uzb_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=8529876,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://pochta uz.com/track 8529876,DANGEROUS,uz,v10_uzb_foundation
"Davlat tomonidan 3770,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=7041232",davlat tomonidan 3770 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://pochta uz.com/track 7041232,DANGEROUS,uz,v10_uzb_foundation
That's the way you should stay oh.,that's the way you should stay oh.,SAFE,en,v10_eng_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=7019414,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://18plus video .apk /q 7019414,DANGEROUS,uz,v10_uzb_foundation
Tizzim hisobingizni tekshirish so'ramoqda...,tizzim hisobingizni tekshirish so'ramoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk. txt vpod to 81303 ts cs www.textpod.net custcare 08712405020.,SUSPICIOUS,en,v10_eng_foundation
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,SUSPICIOUS,en,v10_eng_foundation
"Menga 900,000 so'm tashlab tura olasanmi??",menga 900 000 so'm tashlab tura olasanmi,SAFE,uz,v10_uzb_foundation
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6978321,yangi video yuklandi 18 apk yuklab oling: https://t.me/premium_uz_bot ref 6978321,DANGEROUS,en,v10_eng_foundation
"NBU: Hisobingizdan 850,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=5543890",nbu: hisobingizdan 850 000 so'm yechib olindi bekor qilish: https://uz yutuq.com/p 5543890,DANGEROUS,uz,v10_uzb_foundation
Sizga 450 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/533639 ),sizga 450 000 som perevod keldi. podtverdite po ssilke: http://pay check.net/533639,DANGEROUS,uz,v10_uzb_foundation
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/608156 :),mts: hisobingizda kutilmagan faollik. http://click safety.uz/608156 :,DANGEROUS,en,v10_eng_foundation
Is ur lecture over?,is ur lecture over,SAFE,en,v10_eng_foundation
Uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=7642660,uzcard xavfsizlik botiga ulaning va bonus oling: https://click auth.uz/code 7642660,DANGEROUS,uz,v10_uzb_foundation
Hisobingizdan 679 000 yechildi. Bekor qilish http://pay-check.net/519384 OK,hisobingizdan 679 000 yechildi. bekor qilish http://pay check.net/519384 ok,DANGEROUS,uz,v10_uzb_foundation
Hisobingizdan 3200000 so'm yechib olindi (Kod: 284). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/26,hisobingizdan 3200000 so'm yechib olindi kod: 284 . agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz bank cancel.com/verify/26,DANGEROUS,uz,v10_uzb_foundation
Hisobingizni verify qiling,hisobingizni verify qiling,SUSPICIOUS,uz,synthetic_suspicious_v1
Uyga qaytayotganda sut olib kel.?,uyga qaytayotganda sut olib kel.,SAFE,en,v10_eng_foundation
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent your mobile was awarded a å 1 500 bonus caller prize on 27/6/03. our final attempt 2 contact u call 08714714011,SUSPICIOUS,uz,v10_uzb_foundation
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,oson to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov xato,DANGEROUS,uz,v10_uzb_foundation
Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo please. last thing i need is stress. for once in your life be fair.,SAFE,en,v10_eng_foundation
Dunno lei shd b driving lor cos i go sch 1 hr oni.,dunno lei shd b driving lor cos i go sch 1 hr oni.,SAFE,en,v10_eng_foundation
Kechikaman biroz 11:15 da boraman....,kechikaman biroz 11:15 da boraman....,SAFE,uz,v10_uzb_foundation
Sizning kodingiz: 567750,sizning kodingiz: 567750,SAFE,uz,v10_uzb_foundation
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent your mobile number has been awarded with a å 2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,SUSPICIOUS,en,v10_eng_foundation
I'm already back home so no probably not,i'm already back home so no probably not,SAFE,en,v10_eng_foundation
Hisobingizga 351334 so'm kelib tushdi. Manba: Payme,hisobingizga 351334 so'm kelib tushdi. manba: payme,SAFE,uz,v10_uzb_foundation
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/846035..,sizning limitiz ispolzovan. uvelichit limit: https://t.me/prize_bot/846035..,DANGEROUS,uz,v10_uzb_foundation
Sizga cshback offer bor!,sizga cshback offer bor,SUSPICIOUS,uz,synthetic_suspicious_v1
Ok lor...,ok lor...,SAFE,en,v10_eng_foundation
I.ll get there tomorrow and send it to you,i.ll get there tomorrow and send it to you,SAFE,en,v10_eng_foundation
Payme: 50 000 so'm tushum!,payme: 50 000 so'm tushum,SAFE,uz,v10_uzb_foundation
