text,clean_text,label,language,source,is_synthetic,length,has_url,has_number
"Sizning Humo kartangizdan 50,000 so'm yechildi. Tafsilotlar: http://bank.uz/stats",sizning humo kartangizdan 50 000 so'm yechildi. tafsilotlar: http://bank.uz/stats,SAFE,uz,v10_uzb_foundation,False,81,True,True
Balansingiz: 305241 so'm. To'lov muvaffaqiyatli.,balansingiz: 305241 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation,False,48,False,True
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),it's é only 140 ard...é rest all ard 180 at least...which is é price 4 é 2 bedrm 900,SAFE,en,v10_eng_foundation,False,89,False,True
Quick questin abot the document you shared,quick questin abot the document you shared,SUSPICIOUS,en,synthetic_suspicious_v1,True,42,False,False
Sorry * was at the grocers.,sorry was at the grocers.,SAFE,en,v10_eng_foundation,False,27,False,False
Valentines Day Special! Win over Ã¥Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentines day special win over ã â 1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now. 150p/msg rcvd. custcare:08718720201,DANGEROUS,en,v10_eng_foundation,False,160,False,True
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,SAFE,uz,v10_uzb_foundation,False,100,False,False
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/842791...,click: to'lov xatosi. kartani qayta bog'lang http://click safety.uz/842791...,DANGEROUS,uz,v10_uzb_foundation,False,77,True,True
"Davlat tomonidan 410,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/6009847",davlat tomonidan 410 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bonus uz.com/id/6009847,DANGEROUS,uz,v10_uzb_foundation,False,111,True,True
Diqqat! Akkauntingiz xavf ostida ID-1031. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://profil-tasdiq.com/31,diqqat akkauntingiz xavf ostida id 1031. shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://profil tasdiq.com/31,DANGEROUS,uz,v10_uzb_foundation,False,117,True,True
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/701398 (,click payment failed. tasdiqlash uchun linkga o'ting: http://click safety.uz/701398,DANGEROUS,uz,v10_uzb_foundation,False,85,True,True
Profile ni update qilish keark,profile ni update qilish keark,SUSPICIOUS,uz,synthetic_suspicious_v1,True,30,False,False
Zavtra v 20:00 vstrechaemsya....,zavtra v 20:00 vstrechaemsya....,SAFE,en,v10_eng_foundation,False,32,False,True
Yutuq sohibi bo'ldingiz! 294 000 so'm yutdingiz. http://pay-check.net/433017 OK,yutuq sohibi bo'ldingiz 294 000 so'm yutdingiz. http://pay check.net/433017 ok,DANGEROUS,uz,v10_uzb_foundation,False,79,True,True
New connection request pending,new connection request pending,SUSPICIOUS,en,synthetic_suspicious_v1,True,30,False,False
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,can u get 2 phone now i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx callså 1/minmoremobsemspobox45po139wa,SUSPICIOUS,uz,v10_uzb_foundation,False,147,False,True
Congratulations YOU'VE Won. You're a Winner in our August Ã¥Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,congratulations you've won. you're a winner in our august ã â 1000 prize draw. call 09066660100 now. prize code 2309.,DANGEROUS,en,v10_eng_foundation,False,117,False,True
Short But Cute : \ Be a good person ,short but cute : be a good person,SAFE,en,v10_eng_foundation,False,36,False,False
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah i imagine he would be really gentle. unlike the other docs who treat their patients like turkeys.,SAFE,en,v10_eng_foundation,False,102,False,False
Uyga qaytayotganda ruchka olib kel..,uyga qaytayotganda ruchka olib kel..,SAFE,en,v10_eng_foundation,False,36,False,False
Pllesae confirm the recent chnages to your account!,pllesae confirm the recent chnages to your account,SUSPICIOUS,en,synthetic_suspicious_v1,True,51,False,False
Texnik bo'lim: tizim yangilanishi amalag oshirilmoqda,texnik bo'lim: tizim yangilanishi amalag oshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,53,False,False
Your account settings need attentioon,your account settings need attentioon,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
Verify your kartangizni pleas.e..,verify your kartangizni pleas.e..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
Sizga 357 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-993086.,sizga 357 000 som perevod keldi. podtverdite po ssilke: https://bit.ly/claim 993086.,DANGEROUS,uz,v10_uzb_foundation,False,84,True,True
FROM 88066 LOST Ã¥Â£12 HELP,from 88066 lost ã â 12 help,DANGEROUS,en,v10_eng_foundation,False,27,False,True
Xizmat haqi: 253860 so'm. Uzcard xizmati.,xizmat haqi: 253860 so'm. uzcard xizmati.,SAFE,uz,v10_uzb_foundation,False,41,False,True
You've ben chosen for a 10% discount..,you've ben chosen for a 10 discount..,SUSPICIOUS,en,synthetic_suspicious_v1,True,38,False,True
Bugun 19:15 da ko'rishamiz. tezroq,bugun 19:15 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation,False,34,False,True
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/738773 OK,click: to'lov xatosi. kartani qayta bog'lang http://uz confirm.com/738773 ok,DANGEROUS,uz,v10_uzb_foundation,False,76,True,True
Yes i will be there. Glad you made it.,yes i will be there. glad you made it.,SAFE,en,v10_eng_foundation,False,38,False,False
Kod: 0000. Xavfsizligingiz uchun kodni maxfiy saqlang.,kod: 0000. xavfsizligingiz uchun kodni maxfiy saqlang.,SAFE,uz,v10_uzb_foundation,False,54,False,True
Msg me when rajini comes.,msg me when rajini comes.,SAFE,en,v10_eng_foundation,False,25,False,False
Sizga yangi transfer keldi 339 000. Qabul qiling http://click-safety.uz/694062 ?,sizga yangi transfer keldi 339 000. qabul qiling http://click safety.uz/694062,DANGEROUS,uz,v10_uzb_foundation,False,80,True,True
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=7109535,telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot ref 7109535,DANGEROUS,uz,v10_uzb_foundation,False,89,True,True
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena:,SAFE,uz,v10_uzb_foundation,False,116,False,False
But you were together so you should be thinkin about him,but you were together so you should be thinkin about him,SAFE,en,v10_eng_foundation,False,56,False,False
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/928581..,mts: hisobingizda kutilmagan faollik. http://pay check.net/928581..,DANGEROUS,en,v10_eng_foundation,False,67,True,True
Госуслуги: Вам начислена выплата 225 000. https://t.me/prize_bot/289736 ),госуслуги: вам начислена выплата 225 000. https://t.me/prize_bot/289736,DANGEROUS,ru,v10_rus_foundation,False,73,True,True
Karta faollashtirildi. Kod: 326075,karta faollashtirildi. kod: 326075,SAFE,uz,v10_uzb_foundation,False,34,False,True
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: https://t.me/premium_uz_bot?ref=4637482",kriptovalyuta sarmoya qilib kuniga 3770 000 so'm toping: https://t.me/premium_uz_bot ref 4637482,DANGEROUS,uz,v10_uzb_foundation,False,96,True,True
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",thats a bit weird even where is the do supposed to be happening but good idea sure they will be in pub,SAFE,en,v10_eng_foundation,False,109,False,False
O'tkazma qabul qilindi: 50000 so'm,o'tkazma qabul qilindi: 50000 so'm,SAFE,uz,v10_uzb_foundation,False,34,False,True
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=30,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. bekor qilish uchun bosing: http://security uz.com/alert id 30,DANGEROUS,uz,v10_uzb_foundation,False,136,True,True
Hope youÃ¥Ãre not having too much fun without me!! see u tomorrow love jess x,hope youã ã re not having too much fun without me see u tomorrow love jess x,SAFE,uz,v10_uzb_foundation,False,78,False,False
Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east,SAFE,en,v10_eng_foundation,False,34,False,False
Zavtra v obid vstrechaemsya.,zavtra v obid vstrechaemsya.,SAFE,en,v10_eng_foundation,False,28,False,False
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,for real when u getting on yo i only need 2 more tickets and one more jacket and i'm done. i already used all my multis.,SAFE,uz,v10_uzb_foundation,False,121,False,True
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=3472361,shifrdan nusxa olindi. parolni yangilang: https://click auth.uz/code 3472361,DANGEROUS,en,v10_eng_foundation,False,76,True,True
Ok how you dear. Did you call chechi,ok how you dear. did you call chechi,SAFE,en,v10_eng_foundation,False,36,False,False
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-517863 (,click: to'lov xatosi. kartani qayta bog'lang https://bit.ly/claim 517863,DANGEROUS,uz,v10_uzb_foundation,False,74,True,True
Kodingiz: 408798. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 408798. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation,False,60,False,True
Updte required profilingiz uchun!,updte required profilingiz uchun,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat my mums 2nite what about 2moro,SAFE,en,v10_eng_foundation,False,49,False,True
Автоплатеж запланиован на через 24 чаас...,автоплатеж запланиован на через 24 чаас...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,42,False,True
Внимание! Hisobingiz bloklandi. Akkauntingizni login orqali tasdiqlang: http://login-uz.xyz,внимание hisobingiz bloklandi. akkauntingizni login orqali tasdiqlang: http://login uz.xyz,DANGEROUS,uz,v10_uzb_foundation,False,91,True,False
New device dan login bo'di...,new device dan login bo'di...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,29,False,False
Someone mentined you in a group!,someone mentined you in a group,SUSPICIOUS,en,synthetic_suspicious_v1,True,32,False,False
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=17,diqqat asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo unlock.com/kod user 17,DANGEROUS,uz,v10_uzb_foundation,False,154,True,True
"Пожлауйста, проверьте настройки безопасности",пожлауйста проверьте настройки безопасности,SUSPICIOUS,ru,synthetic_suspicious_v1,True,44,False,False
Tranzaksiya tasdilash kutilmoqda,tranzaksiya tasdilash kutilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,32,False,False
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes..he is really great..bhaji told kallis best cricketer after sachin in world: .very tough to get out.,SAFE,en,v10_eng_foundation,False,104,False,False
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=7111437,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://18plus video .apk /q 7111437,DANGEROUS,uz,v10_uzb_foundation,False,82,True,True
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,i meant as an apology from me for texting you to get me drugs at lt gt at night,SAFE,en,v10_eng_foundation,False,84,False,False
Kechikaman biroz 17:15 da boraman..,kechikaman biroz 17:15 da boraman..,SAFE,uz,v10_uzb_foundation,False,35,False,True
"Davlat tomonidan 1650,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=9924372",davlat tomonidan 1650 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://pochta uz.com/track 9924372,DANGEROUS,uz,v10_uzb_foundation,False,116,True,True
Bugun 19:30 da ko'rishamiz.?,bugun 19:30 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation,False,28,False,True
Uyga qaytayotganda meva olib kel....,uyga qaytayotganda meva olib kel....,SAFE,en,v10_eng_foundation,False,36,False,False
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=1080487,shifrdan nusxa olindi. parolni yangilang: http://18plus video .apk /q 1080487,DANGEROUS,en,v10_eng_foundation,False,75,True,True
Ooooooh I forgot to tell u I can get on yoville on my phone,ooooooh i forgot to tell u i can get on yoville on my phone,SAFE,uz,v10_uzb_foundation,False,59,False,False
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,SUSPICIOUS,en,v10_eng_foundation,False,137,False,True
Fine if thatÃ¥Ãs the way u feel. ThatÃ¥Ãs the way its gota b,fine if thatã ã s the way u feel. thatã ã s the way its gota b,SAFE,uz,v10_uzb_foundation,False,62,False,False
Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balance is now å 500. ur next question is: who sang 'uptown girl' in the 80's 2 answer txt ur answer to 83600. good luck,SUSPICIOUS,en,v10_eng_foundation,False,126,False,True
Muvaffaqiyatli to'lov! Miqdor: 224207 so'm. Click,muvaffaqiyatli to'lov miqdor: 224207 so'm. click,SAFE,uz,v10_uzb_foundation,False,49,False,True
Managmeent: new policy requires your agreement..,managmeent: new policy requires your agreement..,SUSPICIOUS,en,synthetic_suspicious_v1,True,48,False,False
IÂÃÃ·m going to try for 2 months ha ha only joking,iâ ã ã m going to try for 2 months ha ha only joking,SAFE,en,v10_eng_foundation,False,52,False,True
Alright. I'm out--have a good night!,alright. i'm out have a good night,SAFE,en,v10_eng_foundation,False,36,False,False
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=5911760,sizga davlat subsidiyasi ajratildi. olish uchun: https://t.me/premium_uz_bot ref 5911760,DANGEROUS,uz,v10_uzb_foundation,False,88,True,True
Uyga qaytayotganda go'sht olib kel..,uyga qaytayotganda go'sht olib kel..,SAFE,uz,v10_uzb_foundation,False,36,False,False
O'tkazma qabul qilindi: 263820 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 263820 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation,False,48,False,True
Hisobingiz uchun new offer bro!,hisobingiz uchun new offer bro,SUSPICIOUS,uz,synthetic_suspicious_v1,True,31,False,False
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,payme.uz to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet verify.com,DANGEROUS,uz,v10_uzb_foundation,False,105,True,False
"&lt;#&gt; , that's all? Guess that's easy enough",lt gt that's all guess that's easy enough,SAFE,en,v10_eng_foundation,False,48,False,False
Uzcard xavfsizlik botiga ulaning va bonus oling: http://18plus-video.apk/q=728706,uzcard xavfsizlik botiga ulaning va bonus oling: http://18plus video .apk /q 728706,DANGEROUS,uz,v10_uzb_foundation,False,81,True,True
USEERNAME YKI PASSWORD XATO,useername yki password xato,SUSPICIOUS,uz,synthetic_suspicious_v1,True,27,False,False
Nope i waiting in sch 4 daddy... ,nope i waiting in sch 4 daddy...,SAFE,en,v10_eng_foundation,False,33,False,True
Bugungi taklif: maxsus bonus siizni kutmoqda...,bugungi taklif: maxsus bonus siizni kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",hmmm ... and imagine after you've come home from that having to rub my feet make me dinner and help me get ready for my date are you sure your ready for that kind of life,SAFE,en,v10_eng_foundation,False,175,False,False
Hi where you. You in home or calicut?,hi where you. you in home or calicut,SAFE,en,v10_eng_foundation,False,37,False,False
Hisobingizga bonus qo'hilishi kutilmoqda...,hisobingizga bonus qo'hilishi kutilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,43,False,False
Sizga 170541 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 170541 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
"Menga 410,000 so'm tashlab tura olasanmi? tezroq",menga 410 000 so'm tashlab tura olasanmi tezroq,SAFE,uz,v10_uzb_foundation,False,48,False,True
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/700032!!,ваша карта заблокирована. подтвердите по ссылке: https://t.me/prize_bot/700032,DANGEROUS,ru,v10_rus_foundation,False,80,True,True
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=1477495,yangi video yuklandi 18 apk yuklab oling: https://click auth.uz/code 1477495,DANGEROUS,en,v10_eng_foundation,False,77,True,True
Sizga 714633 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 714633 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
"Sizga 3490,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-8153175",sizga 3490 000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz 8153175,DANGEROUS,uz,v10_uzb_foundation,False,100,True,True
Karta faollashtirildi. Kod: 196996,karta faollashtirildi. kod: 196996,SAFE,uz,v10_uzb_foundation,False,34,False,True
If I was I wasn't paying attention,if i was i wasn't paying attention,SAFE,en,v10_eng_foundation,False,34,False,False
Ertaga dars 14:30 da boshlanadi...,ertaga dars 14:30 da boshlanadi...,SAFE,uz,v10_uzb_foundation,False,34,False,True
I like cheap! But iÂÃÃ·m happy to splash out on the wine if it makes you feel better..,i like cheap but iâ ã ã m happy to splash out on the wine if it makes you feel better..,SAFE,en,v10_eng_foundation,False,88,False,False
Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/649555 (,davlat subsidiyasi uchun ariza qoldiring http://pay check.net/649555,DANGEROUS,uz,v10_uzb_foundation,False,70,True,True
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=7127833,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: http://pochta uz.com/track 7127833,DANGEROUS,uz,v10_uzb_foundation,False,95,True,True
Diqqat! Akkauntingiz xavf ostida ID-1039. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://verify-account.uz/39,diqqat akkauntingiz xavf ostida id 1039. shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://verify account.uz/39,DANGEROUS,uz,v10_uzb_foundation,False,117,True,True
Новый зпрос авторизации зафиксирован...,новый зпрос авторизации зафиксирован...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,39,False,False
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/830516 ?,ваша карта заблокирована. подтвердите по ссылке: http://click safety.uz/830516,DANGEROUS,ru,v10_rus_foundation,False,80,True,True
Karta faollashtirildi. Kod: 9093,karta faollashtirildi. kod: 9093,SAFE,uz,v10_uzb_foundation,False,32,False,True
Sizga 69504 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 69504 so'm bonus berildi olish uchun: http://prize win.top,SUSPICIOUS,uz,v10_uzb_foundation,False,65,True,True
Kartangiz bo'yicha operatsiya amalga oshiridli!,kartangiz bo'yicha operatsiya amalga oshiridli,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Profilingizga kimdir kirgaan bo'lishi mumkin,profilingizga kimdir kirgaan bo'lishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,True,44,False,False
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u so poor thing... i give u my support k... jia you i'll think of u...,SAFE,uz,v10_uzb_foundation,False,77,False,False
"Auction round 4. The highest bid is now Ã¥Â£54. Next maximum bid is Ã¥Â£71. To bid, send BIDS e. g. 10 (to bid Ã¥Â£10) to 83383. Good luck.",auction round 4. the highest bid is now ã â 54. next maximum bid is ã â 71. to bid send bids e. g. 10 to bid ã â 10 to 83383. good luck.,DANGEROUS,en,v10_eng_foundation,False,139,False,True
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,yar lor actually we quite fast... cos da ge slow wat... haha...,SAFE,en,v10_eng_foundation,False,63,False,False
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 704553",bu kodni hech kimga bermang xodimlarimiz uni so'ramaydi. kod: 704553,SAFE,uz,v10_uzb_foundation,False,69,False,True
Bugungi majlis 21:45 ga surildi..,bugungi majlis 21:45 ga surildi..,SAFE,en,v10_eng_foundation,False,33,False,True
"Menga 3980,000 so'm tashlab tura olasanmi?.",menga 3980 000 so'm tashlab tura olasanmi .,SAFE,uz,v10_uzb_foundation,False,43,False,True
Y Ã_ wan to go there? C doctor?,y ã _ wan to go there c doctor,SAFE,en,v10_eng_foundation,False,32,False,False
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentines day special win over 1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now. 150p/msg rcvd. custcare:08718720201.,SUSPICIOUS,en,v10_eng_foundation,False,158,False,True
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,rt king pro video club need help info ringtoneking.co.uk or call 08701237397 you must be 16 club credits redeemable at www.ringtoneking.co.uk enjoy,SUSPICIOUS,en,v10_eng_foundation,False,153,True,True
Do you stlil need help wiith the project...,do you stlil need help wiith the project...,SUSPICIOUS,en,synthetic_suspicious_v1,True,43,False,False
"Win the newest Ã¥ÃHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win the newest ã ã harry potter and the order of the phoenix book 5 reply harry answer 5 questions chance to be the first among readers,DANGEROUS,en,v10_eng_foundation,False,141,False,True
Bugun 10:00 da ko'rishamiz. tezroq,bugun 10:00 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation,False,34,False,True
Sizga 983442 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 983442 so'm bonus berildi olish uchun: http://promo gift.ml,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
Kechikaman biroz 21:00 da boraman. :),kechikaman biroz 21:00 da boraman. :,SAFE,uz,v10_uzb_foundation,False,37,False,True
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/714510!,vasha karta bloklandi. tasdiqlash uchun linkni bosing: http://click safety.uz/714510,DANGEROUS,uz,v10_uzb_foundation,False,85,True,True
Today my system sh get ready.all is well and i am also in the deep well,today my system sh get ready.all is well and i am also in the deep well,SAFE,en,v10_eng_foundation,False,71,False,False
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=4508307,shifrdan nusxa olindi. parolni yangilang: https://uz yutuq.com/p 4508307,DANGEROUS,uz,v10_uzb_foundation,False,72,True,True
Sizning kodingiz: 807515,sizning kodingiz: 807515,SAFE,uz,v10_uzb_foundation,False,24,False,True
Bugun 14:15 da ko'rishamiz. tezroq,bugun 14:15 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation,False,34,False,True
Uka qalesan,uka qalesan,SAFE,uz,v10_uzb_foundation,False,11,False,False
Muvaffaqiyatli to'lov! Miqdor: 443700 so'm. Uzum,muvaffaqiyatli to'lov miqdor: 443700 so'm. uzum,SAFE,uz,v10_uzb_foundation,False,48,False,True
"Kriptovalyuta sarmoya qilib kuniga 3980,000 so'm toping: http://pochta-uz.com/track=4061894",kriptovalyuta sarmoya qilib kuniga 3980 000 so'm toping: http://pochta uz.com/track 4061894,DANGEROUS,uz,v10_uzb_foundation,False,91,True,True
Hisobingizdan 816 000 yechildi. Bekor qilish https://bit.ly/claim-309802.,hisobingizdan 816 000 yechildi. bekor qilish https://bit.ly/claim 309802.,DANGEROUS,uz,v10_uzb_foundation,False,73,True,True
Bugungi majlis 12:15 ga surildi..,bugungi majlis 12:15 ga surildi..,SAFE,en,v10_eng_foundation,False,33,False,True
Bugun 18:15 da ko'rishamiz.!,bugun 18:15 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation,False,28,False,True
Списание 167 000 прошло успешно. Отменить: https://bit.ly/claim-704647!,списание 167 000 прошло успешно. отменить: https://bit.ly/claim 704647,DANGEROUS,ru,v10_rus_foundation,False,71,True,True
Verify your email to keep your account active...,verify your email to keep your account active...,SUSPICIOUS,en,synthetic_suspicious_v1,True,48,False,False
Sizga 527400 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 527400 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=3586318,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://pochta uz.com/track 3586318,DANGEROUS,uz,v10_uzb_foundation,False,93,True,True
Tasdiqlash kodi: 482901,tasdiqlash kodi: 482901,SAFE,uz,v10_uzb_foundation,False,23,False,True
Bugungi majlis 16:30 ga surildi. :),bugungi majlis 16:30 ga surildi. :,SAFE,en,v10_eng_foundation,False,35,False,True
Sizning kodingiz: 389321,sizning kodingiz: 389321,SAFE,uz,v10_uzb_foundation,False,24,False,True
Telegram premium sovg'a claim qiling: http://pay-check.net/952493 (,telegram premium sovg'a claim qiling: http://pay check.net/952493,DANGEROUS,uz,v10_uzb_foundation,False,67,True,True
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,SAFE,uz,v10_uzb_foundation,False,146,False,False
"Davlat tomonidan 2360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=6074685",davlat tomonidan 2360 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://t.me/premium_uz_bot ref 6074685,DANGEROUS,uz,v10_uzb_foundation,False,121,True,True
Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei ì_ all decide lor. how abt leona oops i tot ben is going n i msg him.,SAFE,en,v10_eng_foundation,False,80,False,False
Not sure I have the stomach for it ...,not sure i have the stomach for it ...,SAFE,en,v10_eng_foundation,False,38,False,False
Telegram Stars bepul oling! Faqat botga star3 bosing,telegram stars bepul oling faqat botga star3 bosing,DANGEROUS,uz,v10_uzb_foundation,False,52,False,True
tuxum narxi qancha ekan hozir? :),tuxum narxi qancha ekan hozir :,SAFE,uz,v10_uzb_foundation,False,33,False,False
Bugun 18:45 da ko'rishamiz. :),bugun 18:45 da ko'rishamiz. :,SAFE,uz,v10_uzb_foundation,False,30,False,True
Xizmat haqi: 125305 so'm. Hamkorbank xizmati.,xizmat haqi: 125305 so'm. hamkorbank xizmati.,SAFE,uz,v10_uzb_foundation,False,45,False,True
HISOBINGIZ HOLATI YANGILANDI,hisobingiz holati yangilandi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,28,False,False
Sizning kodingiz: 976629,sizning kodingiz: 976629,SAFE,uz,v10_uzb_foundation,False,24,False,True
