text,clean_text,label,language,source,category
Did you sennd me a file? I receved something...,did you sennd me a file i receved something...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
IT Deaprtmennt: password change recommended,it deaprtmennt: password change recommended,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Maxsus taklif sizni kutmoqda,maxsus taklif sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Hisboingiz holati yangilandi...,hisboingiz holati yangilandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Can you confirm if this email is yours?,can you confirm if this email is yours,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Message pending bor sizda,message pending bor sizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Финансовый отдел: несоовтетствие в платежах,финансовый отдел: несоовтетствие в платежах,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Your access may be limited without verification!,your access may be limited without verification,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Password ni o'zgartiring please..,password ni o'zgartiring please..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
New cnonection request pending,new cnonection request pending,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Sigza yaaqin odamdan xabar bor, oching",sigza yaaqin odamdan xabar bor oching,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Texnik xizzmat xabari: tizim yangianishi rejalashtirilgan,texnik xizzmat xabari: tizim yangianishi rejalashtirilgan,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Salom, men opertaordan. Hisobbingiz haqida gaplashhishimiz kerak!",salom men opertaordan. hisobbingiz haqida gaplashhishimiz kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Can you confirm if this email is yours..,can you confirm if this email is yours..,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Служба безопасности: проверте вашу учетню запись..,служба безопасности: проверте вашу учетню запись..,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Szga Xavfsizlik dan xabar keldi,szga xavfsizlik dan xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Ma'lumotlaringizni 3 kun da yangilang!,ma'lumotlaringizni 3 kun da yangilang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Akkauntingiz xavfsizlik tekshiruvidan o'tihsi lozim..,akkauntingiz xavfsizlik tekshiruvidan o'tihsi lozim..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Profilingiz faollashtirish kuutmoqdda!,profilingiz faollashtirish kuutmoqdda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Buuyurmtangiz hoalti o'zgardi, tekshiring",buuyurmtangiz hoalti o'zgardi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
System: your API key is about to expire!,system: your api key is about to expire,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Your loyalty points are about to expire!,your loyalty points are about to expire,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Kartangiz holati yangilandi, tekshiring",kartangiz holati yangilandi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Sigza yaaqin odamdan xabar bor, oching...",sigza yaaqin odamdan xabar bor oching...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Sizning noingizga ariza tushdi,sizning noingizga ariza tushdi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Guruhda sizni eslatishhdi, tekshiiring",guruhda sizni eslatishhdi tekshiiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Szinig account temporarily suspended!,szinig account temporarily suspended,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Bugungi taklif: maxsus bonus sizni kutmoqda..,bugungi taklif: maxsus bonus sizni kutmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
You were reccommended by a mutual friend!,you were reccommended by a mutual friend,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Hisobingiz uchun yagi xavfsizlik talabi mavjud,hisobingiz uchun yagi xavfsizlik talabi mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Yor session will epxire soon, pease re-authenticate...",yor session will epxire soon pease re authenticate...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Profilingiz faollashtirish kutmoqda,profilingiz faollashtirish kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Hisobingiz holati o''zgardi, qayta tasdiqlang",hisobingiz holati o''zgardi qayta tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingiz uchun yngi xavfsizlik talabi mavjud...,hisobingiz uchun yngi xavfsizlik talabi mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Новй запрос автризации зафиксирован,новй запрос автризации зафиксирован,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
"Transaction failed bo'ldi, tekshiirng",transaction failed bo'ldi tekshiirng,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Your name came up during the meetnig!,your name came up during the meetnig,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Sizga UzCard tomonidan maxsus taklif yuborildi...,sizga uzcard tomonidan maxsus taklif yuborildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Your recent activity has been flaggde,your recent activity has been flaggde,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Ваш номер указан в нашей баззе, это вы...",ваш номер указан в нашей баззе это вы...,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
"Iltimos, ma'lumotlarinigzni 24 soat ichida tasdiqlang..",iltimos ma'lumotlarinigzni 24 soat ichida tasdiqlang..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
I NOTICED YOUR PROFILE MATCHES OUR CRITERRIA,i noticed your profile matches our criterria,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Re-autheenticate to maintain access...,re autheenticate to maintain access...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Profilingizda o''zgarishlar aniqlandi,profilingizda o''zgarishlar aniqlandi,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Members-only discount available now!,members only discount available now,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Someone meentioned you in a group,someone meentioned you in a group,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Hisobingizni yangilash talab qilinmoqda!,hisobingizni yangilash talab qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Please complete the verification process...,please complete the verification process...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Kimdir sizning akkauntingizga kirmoqchi bo'dli...,kimdir sizning akkauntingizga kirmoqchi bo'dli...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Account revview: suspicious activity dettected,account revview: suspicious activity dettected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Yangi to'lov so'rovi qaubl qilindi..,yangi to'lov so'rovi qaubl qilindi..,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
To'lovingiz qayta ishlash jaraayonida,to'lovingiz qayta ishlash jaraayonida,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Akkauntingiz xavfsizlik tekshriuvidan o'tishi lozim,akkauntingiz xavfsizlik tekshriuvidan o'tishi lozim,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"SALO,M SIZNING RAQAMINNGIZ CLICK DA RO'YXATDAN O'TGAN",salo m sizning raqaminngiz click da ro'yxatdan o'tgan,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Yor contact was lsed in our directory,yor contact was lsed in our directory,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Sizga UzCard tomonidan maaxsus taklif yuborildi..,sizga uzcard tomonidan maaxsus taklif yuborildi..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Пожалуййст,а подтвердиет свой акккаунт в течение 48 часов!",пожалуййст а подтвердиет свой акккаунт в течение 48 часов,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Kartangz expired bo'lid,kartangz expired bo'lid,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
SIZNING NOMINGIZGA ARIZA TUSHDI!,sizning nomingizga ariza tushdi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Security update qiling illtimos,security update qiling illtimos,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Sizning account reestricted...,sizning account reestricted...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Exclusive deal for selected users!,exclusive deal for selected users,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Tizimda sizning nomingizga ro'yxatdan o'tilgan, sizmisiz...",tizimda sizning nomingizga ro'yxatdan o'tilgan sizmisiz...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Ваш аккаунт ожидает верификации,ваш аккаунт ожидает верификации,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
"Здравствуйте, подтвердите получение сообщения!",здравствуйте подтвердите получение сообщения,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Yangi kirish urinishi qayd qiliind!,yangi kirish urinishi qayd qiliind,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
To'lov amalga oshirish uchun tasdiqlash kerak!,to'lov amalga oshirish uchun tasdiqlash kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Buyurmtangiz holati o'zgardi, tekshiring...",buyurmtangiz holati o'zgardi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Sizga urgnt xbara kelid,sizga urgnt xbara kelid,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Служба безопасности: проверьте вашу уетную запись...,служба безопасности: проверьте вашу уетную запись...,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
"Ваш баланс был обновлен, проверьте...",ваш баланс был обновлен проверьте...,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Verification pending for your recent activity!,verification pending for your recent activity,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Profilingiz faollashtirish kutmoqda...,profilingiz faollashtirish kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Profile ni update qilish keark...,profile ni update qilish keark...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Cheklangan vatq ichida bonus olish imkoniyai,cheklangan vatq ichida bonus olish imkoniyai,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Texniik xizmat xabari: tizim yangilanishi rejalashtirilgan!,texniik xizmat xabari: tizim yangilanishi rejalashtirilgan,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Чек по операции доступен для скачивания...,чек по операции доступен для скачивания...,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Premiuum obuna uchun maxuss chegirma!,premiuum obuna uchun maxuss chegirma,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
So'ngi faoliyyatingiz bo'yicha eslatma!,so'ngi faoliyyatingiz bo'yicha eslatma,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"Hisobingiz vaqtincha cheklangan, tadsiqlang!",hisobingiz vaqtincha cheklangan tadsiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Kartangiz bo'yicha operatsiya amlaga oshirildi,kartangiz bo'yicha operatsiya amlaga oshirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Profilingiz bugun ichida tasdiqlannisshi kerak..,profilingiz bugun ichida tasdiqlannisshi kerak..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Sizning proilingiz ko'rildi, kim ekanligini bilasizmi...",sizning proilingiz ko'rildi kim ekanligini bilasizmi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Hisobingiz xavfsizligi uhcun ma'lumotlaringizni tekhiring,hisobingiz xavfsizligi uhcun ma'lumotlaringizni tekhiring,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Verify your email to keeep your account active!,verify your email to keeep your account active,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Are you the David who applied for the position?,are you the david who applied for the position,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Service udate: migration in progreess,service udate: migration in progreess,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Вас порекомендовал знакомый, свяжитесь с нами",вас порекомендовал знакомый свяжитесь с нами,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Ssytem: your API key is about to expire...,ssytem: your api key is about to expire...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Списание с карты: 500 руб. Это вы!,списание с карты: 500 руб. это вы,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
VIP status olish imkoniyati mavjud...,vip status olish imkoniyati mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Ваш номер указан в нашей базе, это вы?",ваш номер указан в нашей базе это вы,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
VIP STATUS OLISH IMKONYIATI MAVJUD,vip status olish imkonyiati mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
New device dan logni bo'dli...,new device dan logni bo'dli...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingizda shubhali operatsiay kuzatildi..,hisobingizda shubhali operatsiay kuzatildi..,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Balans tekshiruvi: hisobinngizga kiring!,balans tekshiruvi: hisobinngizga kiring,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Ma'lmuotlaringizni 3 kun da yangilang...,ma'lmuotlaringizni 3 kun da yangilang...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Ma'lumotlaringizni ertaga da yangilang!,ma'lumotlaringizni ertaga da yangilang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Billing isseu aniqlandi hisobiingizda,billing isseu aniqlandi hisobiingizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Служба безопасности: проверте вашу учетню запись!,служба безопасности: проверте вашу учетню запись,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
"SIZGA YAQIN ODAMDAN XABBAR BOR, OHCING",sizga yaqin odamdan xabbar bor ohcing,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Ma'lumotlaringizni 3 kun da yangilag...,ma'lumotlaringizni 3 kun da yangilag...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Hi, I thnik we have a mutual connection",hi i thnik we have a mutual connection,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Iltimos, ma'lumotlringizni 24 soat ichida tasdiqlang..",iltimos ma'lumotlringizni 24 soat ichida tasdiqlang..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Yangi to'lov so'rvi qabul qilindi...,yangi to'lov so'rvi qabul qilindi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
You were recommended by a muual firend..,you were recommended by a muual firend..,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Sizning ma'ulmotlaringiz bo'yicha tushuntirish kerak..,sizning ma'ulmotlaringiz bo'yicha tushuntirish kerak..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
We have an opportunity that might interest you..,we have an opportunity that might interest you..,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Tizm hisobingizni tekshirish so'ramoqqda!,tizm hisobingizni tekshirish so'ramoqqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Contact support iltimos, muamo bor",contact support iltimos muamo bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Your account settings need attention...,your account settings need attention...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Maxsus takllif sizni kutmoqda,maxsus takllif sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Upgade yor account with a limited offeer,upgade yor account with a limited offeer,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Discount olish uchun regitser qiling...,discount olish uchun regitser qiling...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Custmer service: your ticket requires a response,custmer service: your ticket requires a response,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Hey, this is Mike. Can you cal me back on tis number!",hey this is mike. can you cal me back on tis number,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Xavfsizlik: oxirgi kirishlar tekshirlimoqda...,xavfsizlik: oxirgi kirishlar tekshirlimoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Members-only discount available now..,members only discount available now..,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisboingiz hoolati yangilandi...,hisboingiz hoolati yangilandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Security updatte qiling iltimos!,security updatte qiling iltimos,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Actoin taken on your behhalf, please review",actoin taken on your behhalf please review,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Hisobingiz balansi 15,000 so'mdan past...",hisobingiz balansi 15 000 so'mdan past...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
YOUR ACCOUNT SETTIGS NEED ATTENTION,your account settigs need attention,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
You may qualliffy for a special offer...,you may qualliffy for a special offer...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Network alert: connctivity changes detected!,network alert: connctivity changes detected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Уточните, вы регистрировались на нашем сервисе...",уточните вы регистрировались на нашем сервисе...,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Hisobingiz xafsizligi uchun kartangiz ma'lumotlarini tasdiqqlang!,hisobingiz xafsizligi uchun kartangiz ma'lumotlarini tasdiqqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
ОПЕРАЦИЯ ПО КАРТЕ ОЖИДАЕТ ПОДТВЕРЖДЕНИЯ,операция по карте ожидает подтверждения,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Do you still need hlp with the project?,do you still need hlp with the project,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Quick question abot the documennt you shared,quick question abot the documennt you shared,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Biling: invoice diiscrepancy found...,biling: invoice diiscrepancy found...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Foydalanuvchilarga masus imkonyiat taqdim etilmoqda..,foydalanuvchilarga masus imkonyiat taqdim etilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Oxigri faoliyat bo'yicha ogohlantiris...,oxigri faoliyat bo'yicha ogohlantiris...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
I NOTICED YOUR PROFILE MATCHES OUR CRITERIA,i noticed your profile matches our criteria,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Hiisobingiz uchun new offer bo!,hiisobingiz uchun new offer bo,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
System adminnistrato: maintenance scheduled..,system adminnistrato: maintenance scheduled..,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Buyurtmangiz hoolati o'zgardi, tekshiring",buyurtmangiz hoolati o'zgardi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
BONUS POINTS EXPIRIING IN 3 DAYS..,bonus points expiriing in 3 days..,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Ваш аккааунт ожидает верификации!,ваш аккааунт ожидает верификации,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Hiosbingiz uchun new offer bor..,hiosbingiz uchun new offer bor..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Balans tekshiruvi: hisbingizga kiring..,balans tekshiruvi: hisbingizga kiring..,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
COMPLIANCE TEAM: DOCUMENTATON UPDATE NEEDED....,compliance team: documentaton update needed....,SUSPICIOUS,en,synthetic_suspicious_v1,authority
You qaulify for priority support upgrade,you qaulify for priority support upgrade,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Нам нужно уточнить данные по вашему обраещнию...,нам нужно уточнить данные по вашему обраещнию...,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Your weekly report is rady,your weekly report is rady,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Akkauntingiiz uchun 15% chegirmaga haqingiz bor...,akkauntingiiz uchun 15 chegirmaga haqingiz bor...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
SIZNIING MA'LUMOTLARINGIZ BO'YICHA TUSHUNTIRISH KERAK!,sizniing ma'lumotlaringiz bo'yicha tushuntirish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Account reacctivtion kerak,account reacctivtion kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
У ВАС ЕСТЬ НЕПРОЧИТТАННОЕ УВЕДОМЛЕНИЕ,у вас есть непрочиттанное уведомление,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Action needed: confirm your identity,action needed: confirm your identity,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Compliance team: documentation udpate needed,compliance team: documentation udpate needed,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Hisobingiz holati o'zgaardi, qayta tasdiqlang",hisobingiz holati o'zgaardi qayta tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Audit team: records need your confirmtion!,audit team: records need your confirmtion,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Maxsus takllif sizni kutmoqda...,maxsus takllif sizni kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
НОВЙЫ ЗАПРОС НА ПЕРЕВОД СРЕДСТВ,новйы запрос на перевод средств,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Hisobingiz faoliyatida o'zgarish mvajud!,hisobingiz faoliyatida o'zgarish mvajud,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
AUDIT TEAM: RECORDS NEDE YOUR CONFIRMTION,audit team: records nede your confirmtion,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Quick question abot the document you shared...,quick question abot the document you shared...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Please reveiw and update your seccurity info,please reveiw and update your seccurity info,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Xvfsizlik mrkazi: hisobingiz tekshirilmoqda,xvfsizlik mrkazi: hisobingiz tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Proflingiz 3 kun ichida tasdiqlanishi kreak,proflingiz 3 kun ichida tasdiqlanishi kreak,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Verify your email to keep your account active!,verify your email to keep your account active,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Sizga yangi xabar keli,d tekshiring",sizga yangi xabar keli d tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Please review and update yoru seccurity info,please review and update yoru seccurity info,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
You hvae 8 unread messages,you hvae 8 unread messages,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Siz uchuun yangilik bor, tasdiqlang...",siz uchuun yangilik bor tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Hisbingiz ucuhn new offer bor,hisbingiz ucuhn new offer bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Xavfsizlik mrkazi: hisobingiz tekshirilmoqda...,xavfsizlik mrkazi: hisobingiz tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Tanishingiz sizni tavsiya qildi, tekshiring...",tanishingiz sizni tavsiya qildi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Tizim hisobingizni tekshirih so'ramoqda!,tizim hisobingizni tekshirih so'ramoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Following up on our conversatioon earllier!,following up on our conversatioon earllier,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Sizning account under reviwe!,sizning account under reviwe,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
MA'MURIYAT: AKKAUNTINGIZ HLOATI YANGILANDI...,ma'muriyat: akkauntingiz hloati yangilandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Texik bo'lim: tiizm yangilanishi amalga oshirilmoqda...,texik bo'lim: tiizm yangilanishi amalga oshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
It Deaprtment: password change recommended..,it deaprtment: password change recommended..,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Following up on our conversatioon earlier,following up on our conversatioon earlier,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Sizga yaqin odamdan xabra bor, oching!",sizga yaqin odamdan xabra bor oching,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Hisobingizni verify qiling..,hisobingizni verify qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
System administrator: maintenance scheduled...,system administrator: maintenance scheduled...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Foydalanuvchilarga maxsus imkoniyat taqqdim etilmoqda...,foydalanuvchilarga maxsus imkoniyat taqqdim etilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Kartangiz bo'yicha operatsyia amalga oshirildi...,kartangiz bo'yicha operatsyia amalga oshirildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
NEW FEATURES AVAILABLE FOR YOUR ACCOUUNT,new features available for your accouunt,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Чек по операции достпуен для скачивания...,чек по операции достпуен для скачивания...,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Tizimga kirish uchun hisoni qata faollashtiring,tizimga kirish uchun hisoni qata faollashtiring,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
I notced your profile mathes our criteria,i notced your profile mathes our criteria,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Обновите информацию о безопасности...,обновите информацию о безопасности...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Hisobingizdan noma'lum manzilga pul o'tkazildi...,hisobingizdan noma'lum manzilga pul o'tkazildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Uunsual sign-in acitvity on your account!,uunsual sign in acitvity on your account,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
We have an opportunity that might interest you...,we have an opportunity that might interest you...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Siz uchun yangilik bor, tasdiqang...",siz uchun yangilik bor tasdiqang...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Kartangiz bilan yangi qurilmadan operatsiya qilindi!,kartangiz bilan yangi qurilmadan operatsiya qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Chegirma muddati ertaga da tugaydi...,chegirma muddati ertaga da tugaydi...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Банк: верификация вашй кары необходима!,банк: верификация вашй кары необходима,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Login qilib tekshriib koo'ring,login qilib tekshriib koo'ring,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingiz muddati tugash arafasida,hisobingiz muddati tugash arafasida,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
