text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=5441790,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=5441790,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=2010606,yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=2010606,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=1358300,yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=1358300,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-8603595,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-8603595,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-8993766,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-8993766,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=1674939,yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=1674939,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=4729708,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=4729708,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6634899,yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6634899,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-9578901,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-9578901,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/1096084,yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/1096084,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=9704248,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=9704248,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/6532896,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/6532896,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=3797175,yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=3797175,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6978321,yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6978321,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=6107439,yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=6107439,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=890406,yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=890406,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/6014105,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/6014105,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/4023319,yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/4023319,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=8080656,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=8080656,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=582845,yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=582845,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=9543615,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=9543615,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=1526943,yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=1526943,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=4919786,yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=4919786,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-5221300,yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-5221300,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-6516128,yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-6516128,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-1232839,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-1232839,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=3356571,yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=3356571,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=8986041,yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=8986041,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=9830778,yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=9830778,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=7938855,yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=7938855,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=603932,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=603932,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=8665294,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=8665294,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=3025282,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=3025282,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/7409606,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/7409606,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=5812614,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=5812614,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-135112,yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-135112,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-9640343,yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-9640343,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=6473147,yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=6473147,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=2672518,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=2672518,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/8743570,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/8743570,DANGEROUS,en,high,messages_cleaned_v5.csv
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=4531007,yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=4531007,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=7448675,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=7448675,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=4886107,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=4886107,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/2496931,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/2496931,DANGEROUS,en,high,messages_cleaned_v5.csv
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=4241887,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=4241887,DANGEROUS,en,high,messages_cleaned_v5.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/908565!!,telegram premium free! botga kiring http://uz-confirm.com/908565!!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/928581..,mts: hisobingizda kutilmagan faollik. http://pay-check.net/928581..,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/55238!,mts: hisobingizda kutilmagan faollik. http://click-safety.uz/55238!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-540228 (,telegram premium free! botga kiring https://bit.ly/claim-540228 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/659677...,telegram premium free! botga kiring https://t.me/prize_bot/659677...,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-137476 ?,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-137476 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 679 000 yechildi. Bekor qilish http://uz-confirm.com/520819..,hisobingizdan 679 000 yechildi. bekor qilish http://uz-confirm.com/520819..,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-788536 👍,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-788536 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-527700 (,telegram premium free! botga kiring https://bit.ly/claim-527700 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/644271 ?,telegram premium free! botga kiring https://t.me/prize_bot/644271 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/47659 (,telegram premium free! botga kiring http://uz-confirm.com/47659 (,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/484123..,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/484123..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 619 000 yechildi. Bekor qilish http://pay-check.net/41919 OK,hisobingizdan 619 000 yechildi. bekor qilish http://pay-check.net/41919 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/976878 ?,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/976878 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/375996 :),telegram premium free! botga kiring http://pay-check.net/375996 :),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/608156 :),mts: hisobingizda kutilmagan faollik. http://click-safety.uz/608156 :),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-645563 👍,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-645563 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/963708 -,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/963708 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/137928 ),telegram premium free! botga kiring http://uz-confirm.com/137928 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 760 000 yechildi. Bekor qilish https://t.me/prize_bot/960535!,hisobingizdan 760 000 yechildi. bekor qilish https://t.me/prize_bot/960535!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/896945...,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/896945...,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/402950 -,mts: hisobingizda kutilmagan faollik. http://pay-check.net/402950 -,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-475788 ?,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-475788 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/243356...,telegram premium free! botga kiring http://pay-check.net/243356...,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 406 000 yechildi. Bekor qilish https://t.me/prize_bot/823169!!,hisobingizdan 406 000 yechildi. bekor qilish https://t.me/prize_bot/823169!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/981664 👍,telegram premium free! botga kiring http://uz-confirm.com/981664 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/548647 ?,mts: hisobingizda kutilmagan faollik. http://click-safety.uz/548647 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/895036...,mts: hisobingizda kutilmagan faollik. http://pay-check.net/895036...,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://click-safety.uz/372503 ?,telegram premium free! botga kiring http://click-safety.uz/372503 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-197761 👍,telegram premium free! botga kiring https://bit.ly/claim-197761 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 511 000 yechildi. Bekor qilish https://bit.ly/claim-604820,hisobingizdan 511 000 yechildi. bekor qilish https://bit.ly/claim-604820,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 619 000 yechildi. Bekor qilish http://uz-confirm.com/57649 :),hisobingizdan 619 000 yechildi. bekor qilish http://uz-confirm.com/57649 :),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/258603 (,mts: hisobingizda kutilmagan faollik. http://pay-check.net/258603 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 167 000 yechildi. Bekor qilish http://uz-confirm.com/608761,hisobingizdan 167 000 yechildi. bekor qilish http://uz-confirm.com/608761,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 167 000 yechildi. Bekor qilish http://pay-check.net/385526..,hisobingizdan 167 000 yechildi. bekor qilish http://pay-check.net/385526..,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/174633 ?,telegram premium free! botga kiring https://t.me/prize_bot/174633 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/826560 -,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/826560 -,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-512148 ),mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-512148 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-753519 ),telegram premium free! botga kiring https://bit.ly/claim-753519 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 152 000 yechildi. Bekor qilish http://uz-confirm.com/74602 ),hisobingizdan 152 000 yechildi. bekor qilish http://uz-confirm.com/74602 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/484631 ?,telegram premium free! botga kiring http://uz-confirm.com/484631 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/208818 ),telegram premium free! botga kiring https://t.me/prize_bot/208818 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/777728 👍,telegram premium free! botga kiring http://pay-check.net/777728 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/818913 ?,telegram premium free! botga kiring http://pay-check.net/818913 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/664531 👍,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/664531 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 263 000 yechildi. Bekor qilish http://click-safety.uz/161487 -,hisobingizdan 263 000 yechildi. bekor qilish http://click-safety.uz/161487 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/162842 ),telegram premium free! botga kiring http://pay-check.net/162842 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-571175 OK,telegram premium free! botga kiring https://bit.ly/claim-571175 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/888220!!,telegram premium free! botga kiring http://pay-check.net/888220!!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/618513 ?,mts: hisobingizda kutilmagan faollik. http://pay-check.net/618513 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/381613..,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/381613..,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/73182 ?,telegram premium free! botga kiring https://t.me/prize_bot/73182 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 725 000 yechildi. Bekor qilish https://bit.ly/claim-120061 -,hisobingizdan 725 000 yechildi. bekor qilish https://bit.ly/claim-120061 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/706628 👍,telegram premium free! botga kiring https://t.me/prize_bot/706628 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/893102 ),mts: hisobingizda kutilmagan faollik. http://pay-check.net/893102 ),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/40061 ),mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/40061 ),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/605044.,mts: hisobingizda kutilmagan faollik. http://pay-check.net/605044.,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/772192 -,mts: hisobingizda kutilmagan faollik. http://click-safety.uz/772192 -,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/583294 (,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/583294 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-641297 -,telegram premium free! botga kiring https://bit.ly/claim-641297 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 90 000 yechildi. Bekor qilish http://pay-check.net/540646..,hisobingizdan 90 000 yechildi. bekor qilish http://pay-check.net/540646..,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/722057,mts: hisobingizda kutilmagan faollik. http://pay-check.net/722057,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-72051 OK,telegram premium free! botga kiring https://bit.ly/claim-72051 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 289 000 yechildi. Bekor qilish https://t.me/prize_bot/852252!!,hisobingizdan 289 000 yechildi. bekor qilish https://t.me/prize_bot/852252!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 658 000 yechildi. Bekor qilish http://uz-confirm.com/75752,hisobingizdan 658 000 yechildi. bekor qilish http://uz-confirm.com/75752,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/142719!,telegram premium free! botga kiring http://uz-confirm.com/142719!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/993028!!,telegram premium free! botga kiring http://pay-check.net/993028!!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/846875.,mts: hisobingizda kutilmagan faollik. http://pay-check.net/846875.,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-3671!,telegram premium free! botga kiring https://bit.ly/claim-3671!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/772556 👍,telegram premium free! botga kiring http://uz-confirm.com/772556 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 94 000 yechildi. Bekor qilish https://t.me/prize_bot/786608...,hisobingizdan 94 000 yechildi. bekor qilish https://t.me/prize_bot/786608...,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-34501!!,telegram premium free! botga kiring https://bit.ly/claim-34501!!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/694710..,mts: hisobingizda kutilmagan faollik. http://click-safety.uz/694710..,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/15606,telegram premium free! botga kiring https://t.me/prize_bot/15606,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 547 000 yechildi. Bekor qilish http://click-safety.uz/111337,hisobingizdan 547 000 yechildi. bekor qilish http://click-safety.uz/111337,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://click-safety.uz/326833 -,telegram premium free! botga kiring http://click-safety.uz/326833 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 339 000 yechildi. Bekor qilish https://t.me/prize_bot/239674!,hisobingizdan 339 000 yechildi. bekor qilish https://t.me/prize_bot/239674!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/880562 👍,telegram premium free! botga kiring http://pay-check.net/880562 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 104 000 yechildi. Bekor qilish https://bit.ly/claim-472554,hisobingizdan 104 000 yechildi. bekor qilish https://bit.ly/claim-472554,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 538 000 yechildi. Bekor qilish https://bit.ly/claim-283370 (,hisobingizdan 538 000 yechildi. bekor qilish https://bit.ly/claim-283370 (,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/350369.,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/350369.,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 342 000 yechildi. Bekor qilish http://uz-confirm.com/952183 -,hisobingizdan 342 000 yechildi. bekor qilish http://uz-confirm.com/952183 -,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/465494.,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/465494.,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://uz-confirm.com/328485!,mts: hisobingizda kutilmagan faollik. http://uz-confirm.com/328485!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/427606...,mts: hisobingizda kutilmagan faollik. http://pay-check.net/427606...,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-529900,telegram premium free! botga kiring https://bit.ly/claim-529900,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/332941...,mts: hisobingizda kutilmagan faollik. http://pay-check.net/332941...,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 167 000 yechildi. Bekor qilish http://uz-confirm.com/63112!,hisobingizdan 167 000 yechildi. bekor qilish http://uz-confirm.com/63112!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 816 000 yechildi. Bekor qilish https://bit.ly/claim-309802.,hisobingizdan 816 000 yechildi. bekor qilish https://bit.ly/claim-309802.,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 103 000 yechildi. Bekor qilish http://uz-confirm.com/148211 (,hisobingizdan 103 000 yechildi. bekor qilish http://uz-confirm.com/148211 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 84 000 yechildi. Bekor qilish http://uz-confirm.com/146283 👍,hisobingizdan 84 000 yechildi. bekor qilish http://uz-confirm.com/146283 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-80684 OK,telegram premium free! botga kiring https://bit.ly/claim-80684 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 514 000 yechildi. Bekor qilish http://pay-check.net/208098 :),hisobingizdan 514 000 yechildi. bekor qilish http://pay-check.net/208098 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/288876 OK,telegram premium free! botga kiring http://uz-confirm.com/288876 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 167 000 yechildi. Bekor qilish http://click-safety.uz/639980 👍,hisobingizdan 167 000 yechildi. bekor qilish http://click-safety.uz/639980 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 143 000 yechildi. Bekor qilish https://t.me/prize_bot/629154..,hisobingizdan 143 000 yechildi. bekor qilish https://t.me/prize_bot/629154..,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-690778 👍,telegram premium free! botga kiring https://bit.ly/claim-690778 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 752 000 yechildi. Bekor qilish https://bit.ly/claim-894632 :),hisobingizdan 752 000 yechildi. bekor qilish https://bit.ly/claim-894632 :),DANGEROUS,en,high,messages_cleaned_v6.csv
