idx,text_preview,existing_lang,detected_lang,method,source
72241,"Tabriklaymiz siz 790,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring:",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72242,Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=689,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72244,"Tabriklaymiz siz 2360,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72245,Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/5875386,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72249,Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/3833227,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72251,Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=5875,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72252,"Kriptovalyuta sarmoya qilib kuniga 360,000 so'm toping: http://18plus-video.apk/",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72253,Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=8106853,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72254,"Davlat tomonidan 2420,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72255,"Sizga 3700,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72256,Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=8124078,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72257,Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?re,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72259,Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72260,Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=122,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72261,Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=603932,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72262,Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=8665294,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72263,"Kriptovalyuta sarmoya qilib kuniga 410,000 so'm toping: http://bit.ly/uz-3168526",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72265,"Kriptovalyuta sarmoya qilib kuniga 2280,000 so'm toping: https://uz-yutuq.com/p=",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72267,"Sizga 180,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72269,"Davlat tomonidan 2010,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72272,Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=155,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72273,Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-2488695,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72274,Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=61944,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72275,"Davlat tomonidan 2280,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72276,"Davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72278,Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=3025282,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72279,Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-274545,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72280,"Davlat tomonidan 2860,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72281,Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/7409606,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72284,Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=5812614,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72285,"Kriptovalyuta sarmoya qilib kuniga 900,000 so'm toping: http://18plus-video.apk/",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72289,Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=88008,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72290,"Tabriklaymiz siz 2580,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72291,"Tabriklaymiz siz 3880,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72295,"Tabriklaymiz siz 180,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring:",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72297,Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bit.ly/uz-95,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72302,"Davlat tomonidan 4840,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72304,"Kriptovalyuta sarmoya qilib kuniga 3490,000 so'm toping: https://uz-yutuq.com/p=",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72305,Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=267251,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72308,"Sizga 4680,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72309,"Sizga 3490,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72311,Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?re,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72313,Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72314,Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=2667199,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72315,"Kriptovalyuta sarmoya qilib kuniga 410,000 so'm toping: http://pochta-uz.com/tra",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72316,"Kriptovalyuta sarmoya qilib kuniga 900,000 so'm toping: http://bit.ly/uz-2908287",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72317,Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=10478,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72318,"Kriptovalyuta sarmoya qilib kuniga 2450,000 so'm toping: https://click-auth.uz/c",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72320,Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=983,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72321,Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=7470960,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72324,Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=15677,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72325,Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=5707170,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72326,Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/8743570,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72327,Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/6853358,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72330,Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=7448675,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72332,Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=7835068,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72333,Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.co,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72334,"Davlat tomonidan 2630,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72337,Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=4886107,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72338,Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/2496931,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72339,Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=2168618,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72342,"Kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://pochta-uz.com/tr",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72345,Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premiu,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72347,Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72349,Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=424188,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72350,Sizga yangi transfer keldi 54 000. Qabul qiling http://click-safety.uz/927633 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72354,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/437623!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72356,Sizga yangi transfer keldi 752 000. Qabul qiling http://pay-check.net/411271 :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72358,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/148569 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72368,Hisobingizdan 679 000 yechildi. Bekor qilish http://uz-confirm.com/520819..,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72369,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/42706 :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72372,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/797936 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72375,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/86104 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72376,Sizga yangi transfer keldi 459 000. Qabul qiling http://click-safety.uz/394020 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72383,Hisobingizdan 619 000 yechildi. Bekor qilish http://pay-check.net/41919 OK,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72385,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/729111 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72387,Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/446567 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72388,Sizga yangi transfer keldi 493 000. Qabul qiling https://bit.ly/claim-548276 :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72391,Sizga yangi transfer keldi 217 000. Qabul qiling https://bit.ly/claim-830683 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72392,Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/399146 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72395,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-697208...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72397,Sizga yangi transfer keldi 619 000. Qabul qiling https://bit.ly/claim-382308..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72399,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/990311!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72400,Sizga yangi transfer keldi 153 000. Qabul qiling https://bit.ly/claim-678662.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72402,Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/170754!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72404,Hisobingizdan 760 000 yechildi. Bekor qilish https://t.me/prize_bot/960535!,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72405,Sizga yangi transfer keldi 294 000. Qabul qiling http://uz-confirm.com/284615 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72406,Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-517863 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72407,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/649555 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72410,Sizga yangi transfer keldi 339 000. Qabul qiling http://pay-check.net/147121 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72412,Sizga yangi transfer keldi 546 000. Qabul qiling http://click-safety.uz/287045!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72414,Sizga yangi transfer keldi 339 000. Qabul qiling http://click-safety.uz/481531..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72419,Sizga yangi transfer keldi 294 000. Qabul qiling https://t.me/prize_bot/4054.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72422,Sizga yangi transfer keldi 168 000. Qabul qiling https://t.me/prize_bot/584575 ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72423,Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/863376..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72424,Hisobingizdan 406 000 yechildi. Bekor qilish https://t.me/prize_bot/823169!!,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72426,Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-604590 👍,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72430,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/151156!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72439,Hisobingizdan 511 000 yechildi. Bekor qilish https://bit.ly/claim-604820,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72440,Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/350423...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72441,Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/887306 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72442,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/816202 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72443,Hisobingizdan 619 000 yechildi. Bekor qilish http://uz-confirm.com/57649 :),uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72444,Sizga yangi transfer keldi 514 000. Qabul qiling https://bit.ly/claim-594509,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72446,Hisobingizdan 167 000 yechildi. Bekor qilish http://uz-confirm.com/608761,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72448,Hisobingizdan 167 000 yechildi. Bekor qilish http://pay-check.net/385526..,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72451,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/627860,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72456,Hisobingizdan 152 000 yechildi. Bekor qilish http://uz-confirm.com/74602 ),uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72457,Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/940349.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72458,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/785180 ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72459,Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-310035.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72462,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-494191...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72463,Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-327797..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72466,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/871595,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72467,Sizga yangi transfer keldi 758 000. Qabul qiling http://pay-check.net/583623!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72469,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-438965 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72472,Hisobingizdan 263 000 yechildi. Bekor qilish http://click-safety.uz/161487 -,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72473,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/195386 👍,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72474,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/872838!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72481,Sizga yangi transfer keldi 280 000. Qabul qiling https://bit.ly/claim-399193 ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72483,Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/721009,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72486,Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/91802,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72488,Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/977701!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72489,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/3735 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72492,Sizga yangi transfer keldi 266 000. Qabul qiling http://uz-confirm.com/692336!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72493,Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/404849 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72494,Sizga yangi transfer keldi 383 000. Qabul qiling http://click-safety.uz/763927 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72497,Sizga yangi transfer keldi 417 000. Qabul qiling https://t.me/prize_bot/366067 👍,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72501,Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/334058 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72502,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/766509..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72503,Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/226238 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72506,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-607611 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72507,Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/564787!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72508,Sizga yangi transfer keldi 450 000. Qabul qiling https://bit.ly/claim-688370 :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72509,Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-75187 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72512,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/68444 ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72513,Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-309218 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72514,Hisobingizdan 725 000 yechildi. Bekor qilish https://bit.ly/claim-120061 -,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72517,Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/664490 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72518,Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/563659 (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72521,Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/267991.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72522,Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/170644...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72523,Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/352987,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72524,Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/831210 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72525,Sizga yangi transfer keldi 94 000. Qabul qiling http://pay-check.net/724928...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72526,Sizga yangi transfer keldi 778 000. Qabul qiling http://pay-check.net/511593!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72529,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/246737 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72531,Sizga yangi transfer keldi 377 000. Qabul qiling http://pay-check.net/512657 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72532,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/843777,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72533,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-971041...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72535,Sizga yangi transfer keldi 380 000. Qabul qiling http://click-safety.uz/964331 :,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72536,Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/852180 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72539,Hisobingizdan 90 000 yechildi. Bekor qilish http://pay-check.net/540646..,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72540,Sizga yangi transfer keldi 760 000. Qabul qiling https://t.me/prize_bot/640323 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72541,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/468541.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72544,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/620052 ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72545,Hisobingizdan 289 000 yechildi. Bekor qilish https://t.me/prize_bot/852252!!,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72546,Hisobingizdan 658 000 yechildi. Bekor qilish http://uz-confirm.com/75752,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72548,Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/714394.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72556,Sizga yangi transfer keldi 493 000. Qabul qiling https://t.me/prize_bot/423875,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72559,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-445197 OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72560,Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/306662 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72561,Hisobingizdan 94 000 yechildi. Bekor qilish https://t.me/prize_bot/786608...,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72564,Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/626509 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72566,Hisobingizdan 547 000 yechildi. Bekor qilish http://click-safety.uz/111337,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72569,Sizga yangi transfer keldi 310 000. Qabul qiling http://click-safety.uz/101431 ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72574,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/948094!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72576,Hisobingizdan 339 000 yechildi. Bekor qilish https://t.me/prize_bot/239674!,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72579,Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/947195!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72580,Hisobingizdan 104 000 yechildi. Bekor qilish https://bit.ly/claim-472554,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72581,Hisobingizdan 538 000 yechildi. Bekor qilish https://bit.ly/claim-283370 (,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72582,Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/363386...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72585,Hisobingizdan 342 000 yechildi. Bekor qilish http://uz-confirm.com/952183 -,uz,en,latin_default,master_semantic_dataset_v7_cleaned.csv
72586,Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/727499!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72592,Sizga yangi transfer keldi 225 000. Qabul qiling https://t.me/prize_bot/665653 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72593,Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/704019 👍,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72595,Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-868420 -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
72598,Sizga yangi transfer keldi 258 000. Qabul qiling http://pay-check.net/708893 :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
