text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
"Sizga 2400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=7568116","sizga 2400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=7568116",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 1000,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=4037810","tabriklaymiz siz 1000,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=4037810",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8350662","tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8350662",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3140,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=1356246","sizga 3140,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=1356246",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-3079627","sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-3079627",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1098728","tabriklaymiz siz 3700,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1098728",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2950,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=4677346","tabriklaymiz siz 2950,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=4677346",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 150,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=3650105","sizga 150,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=3650105",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1000,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=5486599","sizga 1000,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=5486599",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/3675421","sizga 1920,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/3675421",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 1000,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=5973806","tabriklaymiz siz 1000,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=5973806",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4200,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/2266666","sizga 4200,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/2266666",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 180,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1688654","tabriklaymiz siz 180,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1688654",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 4420,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/6284334","tabriklaymiz siz 4420,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/6284334",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=3154368","tabriklaymiz siz 3140,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=3154368",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3230,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=118916","tabriklaymiz siz 3230,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=118916",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 180,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=6864625","sizga 180,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=6864625",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8264235","sizga 4420,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8264235",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 850,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=6978011","sizga 850,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=6978011",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 430,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=5780370","tabriklaymiz siz 430,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=5780370",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 900,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=7579076","tabriklaymiz siz 900,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=7579076",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2450,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=4795634","tabriklaymiz siz 2450,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=4795634",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 150,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=7604753","sizga 150,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=7604753",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2860,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-361762","sizga 2860,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-361762",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 150,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=8949657","sizga 150,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=8949657",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2030,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-4207860","tabriklaymiz siz 2030,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-4207860",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3700,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6149150","sizga 3700,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6149150",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2420,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3557780","tabriklaymiz siz 2420,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3557780",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 1460,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=9683774","tabriklaymiz siz 1460,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=9683774",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4980,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=2034498","sizga 4980,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=2034498",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4300,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5900071","sizga 4300,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5900071",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/5214262","tabriklaymiz siz 2280,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/5214262",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1270889","tabriklaymiz siz 3140,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1270889",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=7819034","sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=7819034",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2020,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=9447814","sizga 2020,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=9447814",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3714508","tabriklaymiz siz 2020,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3714508",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 180,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=270090","sizga 180,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=270090",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2860,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/9962656","tabriklaymiz siz 2860,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/9962656",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=3832740","sizga 4400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=3832740",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=2263079","sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=2263079",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3700,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=250249","sizga 3700,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=250249",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3190,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=8838101","sizga 3190,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=8838101",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 180,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8934103","tabriklaymiz siz 180,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8934103",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/8065895","sizga 1920,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/8065895",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 430,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=9350460","tabriklaymiz siz 430,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=9350460",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5423281","sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5423281",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3926054","tabriklaymiz siz 2280,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3926054",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3490,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-8153175","sizga 3490,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-8153175",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3880,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-7118483","tabriklaymiz siz 3880,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-7118483",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2360,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=621139","tabriklaymiz siz 2360,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=621139",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=6430353","sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=6430353",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3980,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-2024932","tabriklaymiz siz 3980,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-2024932",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1671890","tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1671890",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=3545983","sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=3545983",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3280,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/7348505","sizga 3280,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/7348505",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3230,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=9209997","tabriklaymiz siz 3230,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=9209997",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/871565","sizga 2400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/871565",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1941056","tabriklaymiz siz 3140,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1941056",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4200,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/1093809","sizga 4200,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/1093809",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2346633","sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2346633",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2580,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8518274","tabriklaymiz siz 2580,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8518274",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8776724","tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8776724",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6638589","sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6638589",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8620583","sizga 4400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8620583",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 1650,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=914451","tabriklaymiz siz 1650,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=914451",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 430,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8700658","tabriklaymiz siz 430,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8700658",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2950,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5706261","sizga 2950,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5706261",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=6614993","tabriklaymiz siz 2020,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta-uz.com/track=6614993",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2950,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=2280173","tabriklaymiz siz 2950,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=2280173",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5628144","sizga 1920,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5628144",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=1465171","tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta-uz.com/track=1465171",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3140,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/9667373","sizga 3140,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/9667373",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3340,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=4906780","sizga 3340,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=4906780",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4120,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-236655","sizga 4120,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-236655",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 150,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=9280928","tabriklaymiz siz 150,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=9280928",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9170544","sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9170544",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1460,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9064516","sizga 1460,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9064516",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=8260735","sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=8260735",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2360,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8190362","sizga 2360,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8190362",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=604561","tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=604561",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4300,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=3857669","sizga 4300,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=3857669",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=7551228","sizga 2420,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=7551228",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=3370776","tabriklaymiz siz 700,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=3370776",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=19213","tabriklaymiz siz 3700,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=19213",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2020,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8902156","sizga 2020,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8902156",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=1997744","tabriklaymiz siz 2020,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=1997744",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3770,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-9364627","tabriklaymiz siz 3770,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-9364627",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=1363767","tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=1363767",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 4680,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=4652478","tabriklaymiz siz 4680,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=4652478",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2811414","sizga 4400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2811414",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 4300,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/7641924","tabriklaymiz siz 4300,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/7641924",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 900,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/4734883","sizga 900,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/4734883",DANGEROUS,uz,high,messages_cleaned_v5.csv
