text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence,is_maj,lp,cp
Pul o'tkazib yubordim,en,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,pul o'tkazib yubordim,en,SAFE,uz,uz,low,True,1,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5107684,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/5107684,uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/2020236,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/2020236,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://click-auth.uz/code=9647481,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://click-auth.uz/code=9647481,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/9757195,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/9757195,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=6564474,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=6564474,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://18plus-video.apk/q=785158",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://18plus-video.apk/q=785158",uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=1920252",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=1920252",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=4651029,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=4651029,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://bit.ly/uz-3806500",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://bit.ly/uz-3806500",uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://pochta-uz.com/track=6833804,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://pochta-uz.com/track=6833804,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 3340,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=1738544",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3340,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://18plus-video.apk/q=1738544",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5595969,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/5595969,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=66674,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://click-auth.uz/code=66674,uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-6787853,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-6787853,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=8073454,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://18plus-video.apk/q=8073454,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=4073890,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=4073890,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://bit.ly/uz-2415972",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://bit.ly/uz-2415972",uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=4080609,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=4080609,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=3714945,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=3714945,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=7637246",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=7637246",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/9517315,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/9517315,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=2912764,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://uz-yutuq.com/p=2912764,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: https://t.me/premium_uz_bot?ref=4637482",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: https://t.me/premium_uz_bot?ref=4637482",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=7927420,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=7927420,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3588897,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot?ref=3588897,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 1460,000 so'm toping: http://pochta-uz.com/track=2514013",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 1460,000 so'm toping: http://pochta-uz.com/track=2514013",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/6473454,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/6473454,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=2791341,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=2791341,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 2030,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=6445265",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 2030,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=6445265",uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 3540,000 so'm toping: http://pochta-uz.com/track=6913888",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3540,000 so'm toping: http://pochta-uz.com/track=6913888",uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/7985296,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bonus-uz.com/id/7985296,uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=8427128,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=8427128,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=141713,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://18plus-video.apk/q=141713,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/8144397,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/8144397,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: https://uz-yutuq.com/p=7361979",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: https://uz-yutuq.com/p=7361979",uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7925486,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/7925486,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=9868904",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://pochta-uz.com/track=9868904",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=2852285,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=2852285,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/2073995,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/2073995,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 4840,000 so'm toping: http://18plus-video.apk/q=8158494",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4840,000 so'm toping: http://18plus-video.apk/q=8158494",uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-3625532,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz-3625532,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=1700440,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=1700440,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-5979393,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bit.ly/uz-5979393,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=1888335,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://pochta-uz.com/track=1888335,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4391749,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz-yutuq.com/p=4391749,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: http://pochta-uz.com/track=4368581",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: http://pochta-uz.com/track=4368581",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/1230,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/1230,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/3449430,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/3449430,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 1460,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=2888928",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1460,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://18plus-video.apk/q=2888928",uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 1000,000 so'm toping: https://uz-yutuq.com/p=7283870",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 1000,000 so'm toping: https://uz-yutuq.com/p=7283870",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=4800480,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://uz-yutuq.com/p=4800480,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 790,000 so'm toping: http://bit.ly/uz-4853992",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 790,000 so'm toping: http://bit.ly/uz-4853992",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=9274123,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://18plus-video.apk/q=9274123,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=1513279,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=1513279,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 3340,000 so'm toping: http://18plus-video.apk/q=7595606",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3340,000 so'm toping: http://18plus-video.apk/q=7595606",uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=7818836,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot?ref=7818836,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4043131,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz-yutuq.com/p=4043131,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=9062456,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=9062456,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=9497617,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=9497617,uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=5343120,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=5343120,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=1246832",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://uz-yutuq.com/p=1246832",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bit.ly/uz-6239040,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bit.ly/uz-6239040,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=3030825,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://t.me/premium_uz_bot?ref=3030825,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3673642,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot?ref=3673642,uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-9278342,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-9278342,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=5264415",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://uz-yutuq.com/p=5264415",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=5332322,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://18plus-video.apk/q=5332322,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=4545284,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=4545284,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 2580,000 so'm toping: https://uz-yutuq.com/p=3595882",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 2580,000 so'm toping: https://uz-yutuq.com/p=3595882",uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 3700,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/1013578",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3700,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bonus-uz.com/id/1013578",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/2479290,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/2479290,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://18plus-video.apk/q=5404505",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://18plus-video.apk/q=5404505",uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 1870,000 so'm toping: http://pochta-uz.com/track=2140759",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 1870,000 so'm toping: http://pochta-uz.com/track=2140759",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=6911172,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=6911172,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 2420,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=3421613",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 2420,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://t.me/premium_uz_bot?ref=3421613",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/6984737,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/6984737,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=1491943,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://pochta-uz.com/track=1491943,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-5937833,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bit.ly/uz-5937833,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=9347533,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://uz-yutuq.com/p=9347533,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-163328,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bit.ly/uz-163328,uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=5992897,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=5992897,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 2860,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=6560868",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 2860,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=6560868",uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 2950,000 so'm toping: http://pochta-uz.com/track=9291814",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 2950,000 so'm toping: http://pochta-uz.com/track=9291814",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=4978516,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://click-auth.uz/code=4978516,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7859299,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/7859299,uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=2080828,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://pochta-uz.com/track=2080828,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/7234943,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bonus-uz.com/id/7234943,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://pochta-uz.com/track=8014892",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://pochta-uz.com/track=8014892",uz,DANGEROUS,en,en,low,True,2,3
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=8626837,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://uz-yutuq.com/p=8626837,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/4552222",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 360,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bonus-uz.com/id/4552222",uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 4980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=519591",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 4980,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=519591",uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7790115,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/7790115,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=1448059,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=1448059,uz,DANGEROUS,en,en,low,True,2,3
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-7176213,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz-7176213,uz,DANGEROUS,en,en,low,True,2,3
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4041702,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz-yutuq.com/p=4041702,uz,DANGEROUS,en,en,low,True,2,3
"Davlat tomonidan 3190,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=263573",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3190,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=263573",uz,DANGEROUS,en,en,low,True,2,3
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-3322330,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-3322330,uz,DANGEROUS,en,en,low,True,2,3
"Kriptovalyuta sarmoya qilib kuniga 4680,000 so'm toping: https://click-auth.uz/code=3391208",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4680,000 so'm toping: https://click-auth.uz/code=3391208",uz,DANGEROUS,en,en,low,True,2,3
