text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence
"Davlat tomonidan 1920,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=987625",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1920,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://pochta-uz.com/track=987625",uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=6036207,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://18plus-video.apk/q=6036207,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3230,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=5011805",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3230,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://t.me/premium_uz_bot?ref=5011805",uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 3700,000 so'm toping: http://pochta-uz.com/track=3210363",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3700,000 so'm toping: http://pochta-uz.com/track=3210363",uz,DANGEROUS,en,en,low
"Davlat tomonidan 900,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-1202778",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 900,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bit.ly/uz-1202778",uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=9239423,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://pochta-uz.com/track=9239423,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=1616859,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://18plus-video.apk/q=1616859,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=1299787,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=1299787,uz,DANGEROUS,en,en,low
"Davlat tomonidan 430,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=1836427",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 430,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://18plus-video.apk/q=1836427",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bonus-uz.com/id/5309779,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://bonus-uz.com/id/5309779,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=9022328,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=9022328,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=127863,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://uz-yutuq.com/p=127863,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-7413105,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz-7413105,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=8962294,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=8962294,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=6513369,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://pochta-uz.com/track=6513369,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=6257328,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://uz-yutuq.com/p=6257328,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5107684,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/5107684,uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/2020236,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/2020236,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://click-auth.uz/code=9647481,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://click-auth.uz/code=9647481,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/9757195,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/9757195,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=6564474,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=6564474,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=8112641,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=8112641,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://18plus-video.apk/q=785158",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://18plus-video.apk/q=785158",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=8194922,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://click-auth.uz/code=8194922,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=1920252",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=1920252",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=4651029,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=4651029,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 3880,000 so'm yechib olindi! Bekor qilish: http://18plus-video.apk/q=7259036",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 3880,000 so'm yechib olindi! bekor qilish: http://18plus-video.apk/q=7259036",uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://bit.ly/uz-3806500",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://bit.ly/uz-3806500",uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1945982,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1945982,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 150,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=6950113",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 150,000 so'm yechib olindi! bekor qilish: https://click-auth.uz/code=6950113",uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://pochta-uz.com/track=6833804,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://pochta-uz.com/track=6833804,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/120857,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/120857,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3340,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=1738544",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3340,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://18plus-video.apk/q=1738544",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5595969,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/5595969,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=4244228,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=4244228,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=66674,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://click-auth.uz/code=66674,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=7931570,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=7931570,uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-6787853,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-6787853,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=8073454,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://18plus-video.apk/q=8073454,uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=6936402,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://click-auth.uz/code=6936402,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=4073890,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=4073890,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=9164717,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://t.me/premium_uz_bot?ref=9164717,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://bit.ly/uz-2415972",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://bit.ly/uz-2415972",uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=4097507,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=4097507,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=4080609,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=4080609,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=3714945,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=3714945,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=7637246",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=7637246",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/9517315,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/9517315,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=9822055,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=9822055,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=2912764,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://uz-yutuq.com/p=2912764,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=975052,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=975052,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: https://t.me/premium_uz_bot?ref=4637482",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: https://t.me/premium_uz_bot?ref=4637482",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=7927420,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=7927420,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3588897,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot?ref=3588897,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 1460,000 so'm toping: http://pochta-uz.com/track=2514013",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 1460,000 so'm toping: http://pochta-uz.com/track=2514013",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/6473454,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/6473454,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=2791341,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=2791341,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-4714212,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-4714212,uz,DANGEROUS,en,en,low
"Davlat tomonidan 2030,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=6445265",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 2030,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=6445265",uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=3329513,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=3329513,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/6892528,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/6892528,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 3540,000 so'm toping: http://pochta-uz.com/track=6913888",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3540,000 so'm toping: http://pochta-uz.com/track=6913888",uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://bit.ly/uz-1557066,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://bit.ly/uz-1557066,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/7985296,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bonus-uz.com/id/7985296,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 1000,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-4510137",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 1000,000 so'm yechib olindi! bekor qilish: http://bit.ly/uz-4510137",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=8427128,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=8427128,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=141713,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://18plus-video.apk/q=141713,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=1154998,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=1154998,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=5963643,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=5963643,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=6192834,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=6192834,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/8144397,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/8144397,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://click-auth.uz/code=9637226,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://click-auth.uz/code=9637226,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: https://uz-yutuq.com/p=7361979",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: https://uz-yutuq.com/p=7361979",uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 2630,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=8887029",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 2630,000 so'm yechib olindi! bekor qilish: https://uz-yutuq.com/p=8887029",uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7925486,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/7925486,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=7983634,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://pochta-uz.com/track=7983634,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/1495001,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/1495001,uz,DANGEROUS,en,en,low
"Davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=9868904",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://pochta-uz.com/track=9868904",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=2852285,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=2852285,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/2073995,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/2073995,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=3326836,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://18plus-video.apk/q=3326836,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 4840,000 so'm toping: http://18plus-video.apk/q=8158494",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4840,000 so'm toping: http://18plus-video.apk/q=8158494",uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=3039594,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=3039594,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-3625532,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz-3625532,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=1700440,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=1700440,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-5979393,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bit.ly/uz-5979393,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=1888335,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://pochta-uz.com/track=1888335,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4391749,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz-yutuq.com/p=4391749,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: http://pochta-uz.com/track=4368581",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: http://pochta-uz.com/track=4368581",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/1230,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/1230,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/3449430,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/3449430,uz,DANGEROUS,en,en,low
"Davlat tomonidan 1460,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=2888928",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1460,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://18plus-video.apk/q=2888928",uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 1000,000 so'm toping: https://uz-yutuq.com/p=7283870",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 1000,000 so'm toping: https://uz-yutuq.com/p=7283870",uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=4674405,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=4674405,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=4800480,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://uz-yutuq.com/p=4800480,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=7511247,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=7511247,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=3587648,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://18plus-video.apk/q=3587648,uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=5419225,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://click-auth.uz/code=5419225,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 790,000 so'm toping: http://bit.ly/uz-4853992",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 790,000 so'm toping: http://bit.ly/uz-4853992",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=9274123,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://18plus-video.apk/q=9274123,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=3087078,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=3087078,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=1513279,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=1513279,uz,DANGEROUS,en,en,low
