text,source,label,clean_text
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",sms,ham,the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me i m nervous because of course now he may have my address should i call his boss and tell him knowing this may get him fired
How do you plan to manage that,sms,ham,how do you plan to manage that
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",sms,ham,er hello things didn t quite go to plan is limping slowly home followed by aa and with exhaust hanging off
Sorry for the delay. Yes masters,sms,ham,sorry for the delay yes masters
Call me when u finish then i come n pick u.,sms,ham,call me when u finish then i come n pick u
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,sms,scam,private your 2004 account statement for 078498 7 shows 786 unredeemed bonus points to claim call identifier code 45239 expires 06 05 05
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,sms,ham,what s up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",sms,ham,don t worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",sms,ham,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,sms,ham,e admin building there i might b slightly earlier i ll call u when i m reaching
"fyi I'm at usf now, swing by the room whenever",sms,ham,fyi i m at usf now swing by the room whenever
i can call in  &lt;#&gt;  min if thats ok,sms,ham,i can call in lt gt min if thats ok
Ü no home work to do meh...,sms,ham,ü no home work to do meh
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,sms,ham,anything is valuable in only 2 situations first before getting it second after loosing it
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,sms,ham,me too mark is taking forever to pick up my prescription and the pain is coming back
How's ur paper?,sms,ham,how s ur paper
Got smaller capacity one? Quite ex...,sms,ham,got smaller capacity one quite ex
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,sms,scam,check out choose your babe videos sms shsex netun fgkslpopw fgkslpo
Im good! I have been thinking about you...,sms,ham,im good i have been thinking about you
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),sms,scam,u r a winner u ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim p min 18
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,sms,ham,not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok
I am going to sleep. I am tired of travel.,sms,ham,i am going to sleep i am tired of travel
"Haha, just what I was thinkin",sms,ham,haha just what i was thinkin
Yup but it's not giving me problems now so mayb i'll jus leave it...,sms,ham,yup but it s not giving me problems now so mayb i ll jus leave it
Lol no. Just trying to make your day a little more interesting,sms,ham,lol no just trying to make your day a little more interesting
"How long before you get reply, just defer admission til next semester",sms,ham,how long before you get reply just defer admission til next semester
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",sms,ham,the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day
Po de :-):):-):-):-). No need job aha.,sms,ham,po de no need job aha
Rats. Hey did u ever vote for the next themes?,sms,ham,rats hey did u ever vote for the next themes
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",sms,scam,new mobiles from 2004 must go txt nokia to no 89545 collect yours today from only 1 2optout 50gbp mtmsg18 txtauction
I hope your pee burns tonite.,sms,ham,i hope your pee burns tonite
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",sms,ham,oh rite well im with my best mate pete who i went out with 4 a week now were 2geva again its been longer than a week
Yay can't wait to party together!,sms,ham,yay can t wait to party together
....photoshop makes my computer shut down.,sms,ham,photoshop makes my computer shut down
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,sms,ham,all boys made fun of me today ok i have no problem i just sent one message just for fun
That's one of the issues but california is okay. No snow so its manageable,sms,ham,that s one of the issues but california is okay no snow so its manageable
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,sms,scam,private your 2003 account statement for shows 800 un redeemed s i m points call identifier code 42810 expires 29 10 0
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",sms,ham,hmmm mayb can try e shoppin area one but forgot e name of hotel
"Awesome, that gonna be soon or later tonight?",sms,ham,awesome that gonna be soon or later tonight
I need details about that online job.,sms,ham,i need details about that online job
Missing you too.pray inshah allah,sms,ham,missing you too pray inshah allah
Pls help me tell Ashley that i cant find her number oh,sms,ham,pls help me tell ashley that i cant find her number oh
S.this will increase the chance of winning.,sms,ham,s this will increase the chance of winning
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,sms,ham,either way works for me i am lt gt years old hope that doesnt bother you
Maybe you should find something else to do instead???,sms,ham,maybe you should find something else to do instead
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,sms,ham,gain the rights of a wife dont demand it i am trying as husband too lets see
I liked your new house,sms,ham,i liked your new house
I'm fine. Hope you are also,sms,ham,i m fine hope you are also
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",sms,ham,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent
Same to u...,sms,ham,same to u
yes baby! I need to stretch open your pussy!,sms,ham,yes baby i need to stretch open your pussy
Thanks  and ! Or bomb and date as my phone wanted to say!,sms,ham,thanks and or bomb and date as my phone wanted to say
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",sms,ham,hey a guy i know is breathing down my neck to get him some bud anyway you d be able to get a half track to usf tonight
"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",sms,ham,response is one of d powerful weapon 2 occupy a place in others heart so always give response 2 who cares 4 u gud night swt dreams take care
Nokia phone is lovly..,sms,ham,nokia phone is lovly
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,sms,scam,free message thanks for using the auction subscription service 18 150p msgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare
Sorry da..today i wont come to play..i have driving clas..,sms,ham,sorry da today i wont come to play i have driving clas
I'm really sorry I lit your hair on fire,sms,ham,i m really sorry i lit your hair on fire
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",sms,ham,oh shit i thought that was your trip loooooool that just makes so much more sense now grins and the sofa reference was the sleep on a couch link you sent me wasn t that how you went on your trip oh and didn t your babe go with you for that celebration with your rents
Okey dokey swashbuckling stuff what oh.,sms,ham,okey dokey swashbuckling stuff what oh
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,sms,ham,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,sms,ham,dip s cell dead so i m coming with him u better respond else we shall come back
Well. You know what i mean. Texting,sms,ham,well you know what i mean texting
Hi dis is yijue i would be happy to work wif ü all for gek1510...,sms,ham,hi dis is yijue i would be happy to work wif ü all for gek1510
Lol! Oops sorry! Have fun.,sms,ham,lol oops sorry have fun
Wat happened to the cruise thing,sms,ham,wat happened to the cruise thing
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",sms,ham,i know dat feelin had it with pete wuld get with em nuther place nuther time mayb
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,sms,scam,lyricalladie 21 f is inviting you to be her friend reply yes 910 or no 910 see her stop send stop frnd to 62468
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,sms,ham,the world s most happiest frnds never have the same characters dey just have the best understanding of their differences
Yeah just open chat and click friend lists. Then make the list. Easy as pie,sms,ham,yeah just open chat and click friend lists then make the list easy as pie
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,sms,ham,alright tyler s got a minor crisis and has to be home sooner than he thought so be here asap
When/where do I pick you up,sms,ham,when where do i pick you up
As usual u can call me ard 10 smth.,sms,ham,as usual u can call me ard 10 smth
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,sms,ham,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections
Poor girl can't go one day lmao,sms,ham,poor girl can t go one day lmao
Or just do that 6times,sms,ham,or just do that 6times
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,sms,ham,you have to pls make a note of all she s exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sms,ham,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now
Its worse if if uses half way then stops. Its better for him to complete it.,sms,ham,its worse if if uses half way then stops its better for him to complete it
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,sms,ham,miserable they don t tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months i didn t sleep at all last night
Send me the new number,sms,ham,send me the new number
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,sms,scam,want the latest video handset 750 anytime any network mins half price line rental reply or call for delivery tomorrow
2 and half years i missed your friendship:-),sms,ham,2 and half years i missed your friendship
Oh for fuck's sake she's in like tallahassee,sms,ham,oh for fuck s sake she s in like tallahassee
"Haha, that was the first person I was gonna ask",sms,ham,haha that was the first person i was gonna ask
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",sms,scam,ou are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18
Taka lor. Wat time u wan 2 come n look 4 us?,sms,ham,taka lor wat time u wan 2 come n look 4 us
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,sms,scam,free polyphonic ringtone text super to 87131 to get your free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw
I;m reaching in another 2 stops.,sms,ham,i m reaching in another 2 stops
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",sms,ham,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,sms,scam,warner village 83118 c colin farrell in swat this wkend warner village get 1 free med popcorn just show 4 7 12 c t c kiosk reply sony 4 mre film offers
Will you come online today night,sms,ham,will you come online today night
Then anything special?,sms,ham,then anything special
"I'm in solihull, | do you want anything?",sms,ham,i m in solihull do you want anything
Will do. Have a good day,sms,ham,will do have a good day
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,sms,ham,we regret to inform u that the nhs has made a mistake u were never actually born please report 2 yor local hospital 2b terminated we r sorry 4 the inconvenience
Love that holiday Monday feeling even if I have to go to the dentists in an hour,sms,ham,love that holiday monday feeling even if i have to go to the dentists in an hour
I am on the way to tirupur.,sms,ham,i am on the way to tirupur
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",sms,scam,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,sms,ham,you ve already got a flaky parent it snot supposed to be the child s job to support the parent not until they re the ride age anyway i m supposed to be there to support you and now i ve hurt you unintentional but hurt nonetheless
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,sms,ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow
"Just dropped em off, omw back now",sms,ham,just dropped em off omw back now
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,sms,ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower
Re your call; You didn't see my facebook huh?,sms,ham,re your call you didn t see my facebook huh
"G says you never answer your texts, confirm/deny",sms,ham,g says you never answer your texts confirm deny
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",sms,ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng
Oh yah... We never cancel leh... Haha,sms,ham,oh yah we never cancel leh haha
We can go 4 e normal pilates after our intro...,sms,ham,we can go 4 e normal pilates after our intro
Ok... Let u noe when i leave my house.,sms,ham,ok let u noe when i leave my house
"Oh yes, why is it like torture watching england?",sms,ham,oh yes why is it like torture watching england
Wanna do some art?! :D,sms,ham,wanna do some art d
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,sms,ham,just hopeing that wasn t too pissed up to remember and has gone off to his sisters or something
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",sms,scam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",sms,ham,good morning my boytoy how s those yummy lips where s my sexy buns now what do you do do you think of me do you crave me do you need me
Match started.india  &lt;#&gt;  for 2,sms,ham,match started india lt gt for 2
Once free call me sir.,sms,ham,once free call me sir
Hey do you want anything to buy:),sms,ham,hey do you want anything to buy
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",sms,ham,hey babe how s it going did you ever figure out where your going for new years
K..k.:)congratulation ..,sms,ham,k k congratulation
G wants to know where the fuck you are,sms,ham,g wants to know where the fuck you are
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,sms,ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,sms,ham,tomarrow i want to got to court at lt decimal gt so you come to bus stand at 9
Ü go home liao? Ask dad to pick me up at 6...,sms,ham,ü go home liao ask dad to pick me up at 6
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,sms,ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",sms,ham,i m eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,sms,ham,check mail i have mailed varma and kept copy to you regarding membership take care insha allah
Wrong phone! This phone! I answer this one but assume the other is people i don't well,sms,ham,wrong phone this phone i answer this one but assume the other is people i don t well
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",sms,ham,anyway i don t think i can secure anything up here lemme know if you want me to drive down south and chill
I'm already back home so no probably not,sms,ham,i m already back home so no probably not
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",sms,scam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties
I am in bus on the way to calicut,sms,ham,i am in bus on the way to calicut
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,sms,ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,sms,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7 30 wanna do somethin later call me later ortxt back jess xx
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",sms,scam,welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,sms,ham,i lost 4 pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,sms,ham,u coming back 4 dinner rite dad ask me so i re confirm wif u
Doing my masters. When will you buy a bb cos i have for sale and how's bf,sms,ham,doing my masters when will you buy a bb cos i have for sale and how s bf
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",sms,ham,ahhhh just woken up had a bad dream about u tho so i dont like u right now i didnt know anything about comedy night but i guess im up for it
I'm vivek:)i got call from your number.,sms,ham,i m vivek i got call from your number
Why didn't u call on your lunch?,sms,ham,why didn t u call on your lunch
"What i mean was i left too early to check, cos i'm working a 9-6.",sms,ham,what i mean was i left too early to check cos i m working a 9 6
I want  &lt;#&gt;  rs da:)do you have it?,sms,ham,i want lt gt rs da do you have it
I want to see your pretty pussy...,sms,ham,i want to see your pretty pussy
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,sms,scam,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experience
"A few people are at the game, I'm at the mall with iouri and kaila",sms,ham,a few people are at the game i m at the mall with iouri and kaila
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,sms,scam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call from land line claim 3030 valid 12hrs only
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,sms,scam,you can donate 2 50 to unicef s asian tsunami disaster support fund by texting donate to 864233 2 50 will be added to your next bill
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,sms,ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,sms,ham,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,sms,ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
Hey come online! Use msn... We are all there,sms,ham,hey come online use msn we are all there
I'm fine. Hope you are good. Do take care.,sms,ham,i m fine hope you are good do take care
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,sms,ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see i m not crazy stuff like that does happen
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,sms,ham,aiyo u so poor thing then u dun wan 2 eat u bathe already
Yar... I tot u knew dis would happen long ago already.,sms,ham,yar i tot u knew dis would happen long ago already
You are gorgeous! keep those pix cumming :) thank you!,sms,ham,you are gorgeous keep those pix cumming thank you
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,sms,ham,jade its paul y didn t u txt me do u remember me from barmed i want 2 talk 2 u txt me
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),sms,ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled
So what u doing today?,sms,ham,so what u doing today
I said its okay. Sorry,sms,ham,i said its okay sorry
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,sms,ham,slept i thinkthis time lt gt pm is not dangerous
Networking job is there.,sms,ham,networking job is there
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,sms,scam,goldviking 29 m is inviting you to be his friend reply yes 762 or no 762 see him stop send stop frnd to 62468
Dont let studying stress you out. L8r.,sms,ham,dont let studying stress you out l8r
That's y u haf 2 keep me busy...,sms,ham,that s y u haf 2 keep me busy
No rushing. I'm not working. I'm in school so if we rush we go hungry.,sms,ham,no rushing i m not working i m in school so if we rush we go hungry
Which channel:-):-):):-).,sms,ham,which channel
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,sms,ham,so your telling me i coulda been your real valentine and i wasn t u never pick me for nothing
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,sms,scam,phony 350 award todays voda numbers ending xxxx are selected to receive a 350 award if you have a match please call quoting claim code 3100 standard rates app
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",sms,ham,we made it eta at taunton is 12 30 as planned hope that s still okday good to see you xx
I'm hungry buy smth home...,sms,ham,i m hungry buy smth home
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",sms,ham,hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in town cud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx
My drive can only be read. I need to write,sms,ham,my drive can only be read i need to write
"Just looked it up and addie goes back Monday, sucks to be her",sms,ham,just looked it up and addie goes back monday sucks to be her
Happy new year. Hope you are having a good semester,sms,ham,happy new year hope you are having a good semester
Esplanade lor. Where else...,sms,ham,esplanade lor where else
Can you talk with me..,sms,ham,can you talk with me
"Hmph. Go head, big baller.",sms,ham,hmph go head big baller
Well its not like you actually called someone a punto. That woulda been worse.,sms,ham,well its not like you actually called someone a punto that woulda been worse
"Nope. Since ayo travelled, he has forgotten his guy",sms,ham,nope since ayo travelled he has forgotten his guy
You still around? Looking to pick up later,sms,ham,you still around looking to pick up later
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,sms,scam,cds 4u congratulations ur awarded 500 of cd gift vouchers or 125 gift guaranteed freeentry 2 100 wkly draw xt music to 87066 tncs
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,sms,ham,there s someone here that has a year lt gt toyota camry like mr olayiwola s own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,sms,ham,guess which pub im in im as happy as a pig in clover or whatever the saying is
ILL B DOWN SOON,sms,ham,ill b down soon
Oh k. . I will come tomorrow,sms,ham,oh k i will come tomorrow
Go fool dont cheat others ok,sms,ham,go fool dont cheat others ok
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",sms,ham,my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar
"By the way, 'rencontre' is to meet again. Mountains dont....",sms,ham,by the way rencontre is to meet again mountains dont
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,sms,scam,you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on between 10am 7pm cost 10p
U attend ur driving lesson how many times a wk n which day?,sms,ham,u attend ur driving lesson how many times a wk n which day
"Uncle G, just checking up on you. Do have a rewarding month",sms,ham,uncle g just checking up on you do have a rewarding month
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,sms,ham,hello boytoy geeee i m missing you today i like to send you a tm and remind you i m thinking of you and you are loved loving kiss
I think the other two still need to get cash but we can def be ready by 9,sms,ham,i think the other two still need to get cash but we can def be ready by 9
Hey gals...U all wanna meet 4 dinner at nìte?,sms,ham,hey gals u all wanna meet 4 dinner at nìte
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,sms,ham,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me
Great! How is the office today?,sms,ham,great how is the office today
"It's cool, we can last a little while. Getting more any time soon?",sms,ham,it s cool we can last a little while getting more any time soon
:-( sad puppy noise,sms,ham,sad puppy noise
Yes its possible but dint try. Pls dont tell to any one k,sms,ham,yes its possible but dint try pls dont tell to any one k
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,sms,ham,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota
Where you. What happen,sms,ham,where you what happen
I was gonna ask you lol but i think its at 7,sms,ham,i was gonna ask you lol but i think its at 7
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,sms,scam,ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p meg cc hg suite342 2lands row w1j6hl
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,sms,scam,private your 2003 account statement for shows 800 un redeemed s i m points call identifier code 4xx26 expires 13 10 04
Go chase after her and run her over while she's crossing the street,sms,ham,go chase after her and run her over while she s crossing the street
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),sms,scam,i d like to tell you my deepest darkest fantasies call me just 60p min to stop texts call nat rate
Hey... Very inconvenient for your sis a not huh?,sms,ham,hey very inconvenient for your sis a not huh
Ok i vl..do u know i got adsense approved..,sms,ham,ok i vl do u know i got adsense approved
"* Was really good to see you the other day dudette, been missing you!",sms,ham,was really good to see you the other day dudette been missing you
I want to go to perumbavoor,sms,ham,i want to go to perumbavoor
How many times i told in the stage all use to laugh. You not listen aha.,sms,ham,how many times i told in the stage all use to laugh you not listen aha
(You didn't hear it from me),sms,ham,you didn t hear it from me
