text,risk_label,intent_label,tags,language,source,clean_text
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=19",SUSPICIOUS,UNKNOWN,,en,sms,sizga 20 000 000 so m mikrokredit tasdiqlandi pulni kartaga tushirish uchun bit ly tez kredit id 19
"Sizga 2,000,000 so'm davlat subsidiyasi ajratildi (Status: 0). Arizani tasdiqlash uchun kirish: http://subsidiya-uz.com/0",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 2 000 000 so m davlat subsidiyasi ajratildi status 0 arizani tasdiqlash uchun kirish
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 1). Arizani tasdiqlash uchun kirish: http://subsidiya-uz.com/1",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 3 500 000 so m davlat subsidiyasi ajratildi status 1 arizani tasdiqlash uchun kirish
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 2). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/2",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 1 200 000 so m davlat subsidiyasi ajratildi status 2 arizani tasdiqlash uchun kirish bit ly yordam pul 2
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 3). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/3",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 1 200 000 so m davlat subsidiyasi ajratildi status 3 arizani tasdiqlash uchun kirish bit ly yordam pul 3
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 4). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/4",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 3 500 000 so m davlat subsidiyasi ajratildi status 4 arizani tasdiqlash uchun kirish bit ly yordam pul 4
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 5). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/5",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 3 500 000 so m davlat subsidiyasi ajratildi status 5 arizani tasdiqlash uchun kirish bit ly yordam pul 5
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 6). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/6",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 3 500 000 so m davlat subsidiyasi ajratildi status 6 arizani tasdiqlash uchun kirish bit ly yordam pul 6
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 7). Arizani tasdiqlash uchun kirish: https://davlat-yordam.uz/7",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 3 500 000 so m davlat subsidiyasi ajratildi status 7 arizani tasdiqlash uchun kirish
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 8). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/8",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 1 200 000 so m davlat subsidiyasi ajratildi status 8 arizani tasdiqlash uchun kirish bit ly yordam pul 8
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 9). Arizani tasdiqlash uchun kirish: https://davlat-yordam.uz/9",SUSPICIOUS,UNKNOWN,,uz,sms,sizga 1 200 000 so m davlat subsidiyasi ajratildi status 9 arizani tasdiqlash uchun kirish
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-0): http://bojxona-uz.com/0,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 0
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-1): http://dostavka-uz.com/1,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 1
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-2): http://dostavka-uz.com/2,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 2
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-3): http://bojxona-uz.com/3,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 3
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-4): http://dostavka-uz.com/4,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 4
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-5): http://dostavka-uz.com/5,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 5
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-6): http://bojxona-uz.com/6,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 6
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-7): http://dostavka-uz.com/7,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 7
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-8): https://uzpost-tolov.uz/8,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 8
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-9): http://bojxona-uz.com/9,SUSPICIOUS,UNKNOWN,,en,sms,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring id 9
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=0,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=1,SUSPICIOUS,UNKNOWN,,en,sms,sizning uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=2,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=3,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=4,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=5,SUSPICIOUS,UNKNOWN,,en,sms,sizning uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=6,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=7,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=8,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=9,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=10,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=11,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=12,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 12
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=13,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=14,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 14
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=15,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 15
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=16,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=17,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=18,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=19,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 19
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=20,SUSPICIOUS,UNKNOWN,,en,sms,sizning uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 20
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=21,SUSPICIOUS,UNKNOWN,,en,sms,sizning uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 21
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=22,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=23,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=24,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=25,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=26,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 26
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=27,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=28,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=29,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 29
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=30,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=31,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 31
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=32,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=33,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=34,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=35,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=36,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 36
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=37,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 37
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=38,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=39,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=40,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=41,SUSPICIOUS,UNKNOWN,,en,sms,sizning uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=42,SUSPICIOUS,UNKNOWN,,en,sms,sizning kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=43,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=44,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=45,SUSPICIOUS,UNKNOWN,,en,sms,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing bit ly bank auth id 45
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=46,SUSPICIOUS,UNKNOWN,,en,sms,sizning xalq banki kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=47,SUSPICIOUS,UNKNOWN,,en,sms,sizning nbu kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=48,SUSPICIOUS,UNKNOWN,,en,sms,sizning uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=49,SUSPICIOUS,UNKNOWN,,en,sms,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi bekor qilish uchun bosing
Hisobingizdan 50000 so'm yechib olindi (Kod: 898). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/0,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 50000 so m yechib olindi kod 898 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 0
Hisobingizdan 980000 so'm yechib olindi (Kod: 117). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/1,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 117 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 1
Hisobingizdan 50000 so'm yechib olindi (Kod: 537). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/2,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 50000 so m yechib olindi kod 537 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 980000 so'm yechib olindi (Kod: 833). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/3,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 833 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 420000 so'm yechib olindi (Kod: 578). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/4,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 578 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 1500000 so'm yechib olindi (Kod: 228). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/5,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 1500000 so m yechib olindi kod 228 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 5
Hisobingizdan 3200000 so'm yechib olindi (Kod: 904). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/6,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 3200000 so m yechib olindi kod 904 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 1500000 so'm yechib olindi (Kod: 280). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/7,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 1500000 so m yechib olindi kod 280 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 7
Hisobingizdan 980000 so'm yechib olindi (Kod: 312). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/8,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 312 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 420000 so'm yechib olindi (Kod: 789). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/9,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 789 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 1500000 so'm yechib olindi (Kod: 690). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/10,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 1500000 so m yechib olindi kod 690 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 420000 so'm yechib olindi (Kod: 520). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/11,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 520 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 420000 so'm yechib olindi (Kod: 667). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/12,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 667 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 50000 so'm yechib olindi (Kod: 703). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/13,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 50000 so m yechib olindi kod 703 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 1500000 so'm yechib olindi (Kod: 504). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/14,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 1500000 so m yechib olindi kod 504 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 14
Hisobingizdan 980000 so'm yechib olindi (Kod: 802). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/15,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 802 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 3200000 so'm yechib olindi (Kod: 430). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/16,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 3200000 so m yechib olindi kod 430 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 16
Hisobingizdan 980000 so'm yechib olindi (Kod: 403). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/17,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 403 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 420000 so'm yechib olindi (Kod: 363). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/18,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 363 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 18
Hisobingizdan 980000 so'm yechib olindi (Kod: 298). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/19,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 298 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 420000 so'm yechib olindi (Kod: 735). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/20,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 735 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 980000 so'm yechib olindi (Kod: 567). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/21,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 567 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 3200000 so'm yechib olindi (Kod: 876). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/22,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 3200000 so m yechib olindi kod 876 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 50000 so'm yechib olindi (Kod: 549). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/23,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 50000 so m yechib olindi kod 549 agar bu siz bo lmasangiz darhol tasdiqlang
Hisobingizdan 980000 so'm yechib olindi (Kod: 876). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/24,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 980000 so m yechib olindi kod 876 agar bu siz bo lmasangiz darhol tasdiqlang bit ly refund uz 24
Hisobingizdan 420000 so'm yechib olindi (Kod: 649). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/25,SUSPICIOUS,UNKNOWN,,uz,sms,hisobingizdan 420000 so m yechib olindi kod 649 agar bu siz bo lmasangiz darhol tasdiqlang
